feature_name,train_dataset,train_dataset_label,eval_dataset,eval_dataset_label,layer,base_train_size,extra_train_size,train_size,lr_eval_acc,wlr_eval_acc,mm_eval_acc,wmm_eval_acc,whitener_cov_reg_condition_number
mean_answer_tokens,explicit_train_plus_redteam_20260322-090107_plus_20260403-183445,+ March 22 + April 3 red-team,20260322-090107,"March 22, 2026 red-team (20260322-090107)",9,800,390,1190,1.0,1.0,0.6578947368421053,1.0,10268.860468788629
mean_answer_tokens,explicit_train_plus_redteam_20260322-090107_plus_20260403-183445,+ March 22 + April 3 red-team,20260322-090107,"March 22, 2026 red-team (20260322-090107)",10,800,390,1190,1.0,1.0,0.5157894736842106,1.0,9894.927743118275
mean_answer_tokens,explicit_train_plus_redteam_20260322-090107_plus_20260403-183445,+ March 22 + April 3 red-team,20260322-090107,"March 22, 2026 red-team (20260322-090107)",11,800,390,1190,1.0,1.0,0.5157894736842106,0.9631578947368421,64132.70948988986
mean_answer_tokens,explicit_train_only,explicit train only,20260403-183445,"April 3, 2026 red-team (20260403-183445)",0,800,0,800,0.8,0.565,0.745,0.63,7056.509628734786
mean_answer_tokens,explicit_train_only,explicit train only,20260403-183445,"April 3, 2026 red-team (20260403-183445)",1,800,0,800,0.845,0.58,0.785,0.655,6712.989940299203
mean_answer_tokens,explicit_train_only,explicit train only,20260403-183445,"April 3, 2026 red-team (20260403-183445)",2,800,0,800,0.835,0.58,0.6,0.655,6140.408771912318
mean_answer_tokens,explicit_train_only,explicit train only,20260403-183445,"April 3, 2026 red-team (20260403-183445)",3,800,0,800,0.795,0.685,0.79,0.725,6004.942191038456
mean_answer_tokens,explicit_train_only,explicit train only,20260403-183445,"April 3, 2026 red-team (20260403-183445)",4,800,0,800,0.8,0.71,0.78,0.705,6577.349532147515
mean_answer_tokens,explicit_train_only,explicit train only,20260403-183445,"April 3, 2026 red-team (20260403-183445)",5,800,0,800,0.835,0.6,0.645,0.69,7133.3219787051885
mean_answer_tokens,explicit_train_only,explicit train only,20260403-183445,"April 3, 2026 red-team (20260403-183445)",6,800,0,800,0.825,0.635,0.795,0.67,7312.640819226528
mean_answer_tokens,explicit_train_only,explicit train only,20260403-183445,"April 3, 2026 red-team (20260403-183445)",7,800,0,800,0.8,0.675,0.675,0.705,6914.561808418153
mean_answer_tokens,explicit_train_only,explicit train only,20260403-183445,"April 3, 2026 red-team (20260403-183445)",8,800,0,800,0.815,0.5,0.655,0.645,6367.969766681873
mean_answer_tokens,explicit_train_only,explicit train only,20260403-183445,"April 3, 2026 red-team (20260403-183445)",9,800,0,800,0.77,0.62,0.525,0.72,5457.287753593806
mean_answer_tokens,explicit_train_only,explicit train only,20260403-183445,"April 3, 2026 red-team (20260403-183445)",10,800,0,800,0.74,0.665,0.495,0.755,4703.344281251519
mean_answer_tokens,explicit_train_only,explicit train only,20260403-183445,"April 3, 2026 red-team (20260403-183445)",11,800,0,800,0.745,0.755,0.495,0.735,68778.678775329
mean_answer_tokens,explicit_train_plus_redteam_20260322-090107,+ March 22 red-team,20260403-183445,"April 3, 2026 red-team (20260403-183445)",0,800,190,990,0.805,0.65,0.79,0.71,12638.847250610212
mean_answer_tokens,explicit_train_plus_redteam_20260322-090107,+ March 22 red-team,20260403-183445,"April 3, 2026 red-team (20260403-183445)",1,800,190,990,0.805,0.605,0.8,0.715,11599.31263050845
mean_answer_tokens,explicit_train_plus_redteam_20260322-090107,+ March 22 red-team,20260403-183445,"April 3, 2026 red-team (20260403-183445)",2,800,190,990,0.805,0.705,0.605,0.745,9610.31234942962
mean_answer_tokens,explicit_train_plus_redteam_20260322-090107,+ March 22 red-team,20260403-183445,"April 3, 2026 red-team (20260403-183445)",3,800,190,990,0.86,0.755,0.81,0.84,8377.113228884176
mean_answer_tokens,explicit_train_plus_redteam_20260322-090107,+ March 22 red-team,20260403-183445,"April 3, 2026 red-team (20260403-183445)",4,800,190,990,0.84,0.745,0.805,0.805,9110.385916614297
mean_answer_tokens,explicit_train_plus_redteam_20260322-090107,+ March 22 red-team,20260403-183445,"April 3, 2026 red-team (20260403-183445)",5,800,190,990,0.85,0.72,0.665,0.8,8172.318052783377
mean_answer_tokens,explicit_train_plus_redteam_20260322-090107,+ March 22 red-team,20260403-183445,"April 3, 2026 red-team (20260403-183445)",6,800,190,990,0.835,0.695,0.72,0.77,9600.473902367063
mean_answer_tokens,explicit_train_plus_redteam_20260322-090107,+ March 22 red-team,20260403-183445,"April 3, 2026 red-team (20260403-183445)",7,800,190,990,0.815,0.67,0.67,0.755,8945.111205177715
mean_answer_tokens,explicit_train_plus_redteam_20260322-090107,+ March 22 red-team,20260403-183445,"April 3, 2026 red-team (20260403-183445)",8,800,190,990,0.81,0.685,0.63,0.745,10443.44783486057
mean_answer_tokens,explicit_train_plus_redteam_20260322-090107,+ March 22 red-team,20260403-183445,"April 3, 2026 red-team (20260403-183445)",9,800,190,990,0.77,0.705,0.495,0.765,9704.227955884326
mean_answer_tokens,explicit_train_plus_redteam_20260322-090107,+ March 22 red-team,20260403-183445,"April 3, 2026 red-team (20260403-183445)",10,800,190,990,0.755,0.68,0.495,0.745,9595.887883723657
mean_answer_tokens,explicit_train_plus_redteam_20260322-090107,+ March 22 red-team,20260403-183445,"April 3, 2026 red-team (20260403-183445)",11,800,190,990,0.735,0.725,0.495,0.725,64302.23619155339
mean_answer_tokens,explicit_train_plus_redteam_20260322-090107_plus_20260403-183445,+ March 22 + April 3 red-team,20260403-183445,"April 3, 2026 red-team (20260403-183445)",0,800,390,1190,1.0,1.0,0.82,0.99,13616.216578529371
mean_answer_tokens,explicit_train_plus_redteam_20260322-090107_plus_20260403-183445,+ March 22 + April 3 red-team,20260403-183445,"April 3, 2026 red-team (20260403-183445)",1,800,390,1190,1.0,1.0,0.845,0.99,12457.35248379576
mean_answer_tokens,explicit_train_plus_redteam_20260322-090107_plus_20260403-183445,+ March 22 + April 3 red-team,20260403-183445,"April 3, 2026 red-team (20260403-183445)",2,800,390,1190,1.0,1.0,0.745,1.0,10296.464191207977
mean_answer_tokens,explicit_train_plus_redteam_20260322-090107_plus_20260403-183445,+ March 22 + April 3 red-team,20260403-183445,"April 3, 2026 red-team (20260403-183445)",3,800,390,1190,1.0,1.0,0.865,1.0,9064.094786295158
mean_answer_tokens,explicit_train_plus_redteam_20260322-090107_plus_20260403-183445,+ March 22 + April 3 red-team,20260403-183445,"April 3, 2026 red-team (20260403-183445)",4,800,390,1190,1.0,1.0,0.875,0.995,10023.7103169575
mean_answer_tokens,explicit_train_plus_redteam_20260322-090107_plus_20260403-183445,+ March 22 + April 3 red-team,20260403-183445,"April 3, 2026 red-team (20260403-183445)",5,800,390,1190,1.0,1.0,0.79,0.995,9126.677888445322
mean_answer_tokens,explicit_train_plus_redteam_20260322-090107_plus_20260403-183445,+ March 22 + April 3 red-team,20260403-183445,"April 3, 2026 red-team (20260403-183445)",6,800,390,1190,1.0,1.0,0.765,0.995,10412.412315695867
mean_answer_tokens,explicit_train_plus_redteam_20260322-090107_plus_20260403-183445,+ March 22 + April 3 red-team,20260403-183445,"April 3, 2026 red-team (20260403-183445)",7,800,390,1190,1.0,1.0,0.835,1.0,9613.358833133545
mean_answer_tokens,explicit_train_plus_redteam_20260322-090107_plus_20260403-183445,+ March 22 + April 3 red-team,20260403-183445,"April 3, 2026 red-team (20260403-183445)",8,800,390,1190,1.0,1.0,0.69,1.0,11143.92856508439
mean_answer_tokens,explicit_train_plus_redteam_20260322-090107_plus_20260403-183445,+ March 22 + April 3 red-team,20260403-183445,"April 3, 2026 red-team (20260403-183445)",9,800,390,1190,1.0,1.0,0.555,1.0,10268.860468788629
mean_answer_tokens,explicit_train_plus_redteam_20260322-090107_plus_20260403-183445,+ March 22 + April 3 red-team,20260403-183445,"April 3, 2026 red-team (20260403-183445)",10,800,390,1190,1.0,1.0,0.495,1.0,9894.927743118275
mean_answer_tokens,explicit_train_plus_redteam_20260322-090107_plus_20260403-183445,+ March 22 + April 3 red-team,20260403-183445,"April 3, 2026 red-team (20260403-183445)",11,800,390,1190,1.0,1.0,0.495,0.95,64132.70948988986
last_answer_token,explicit_train_only,explicit train only,20260322-090107,"March 22, 2026 red-team (20260322-090107)",0,800,0,800,0.7315789473684211,0.6421052631578947,0.8,0.6789473684210526,7871.295783201345
last_answer_token,explicit_train_only,explicit train only,20260322-090107,"March 22, 2026 red-team (20260322-090107)",1,800,0,800,0.4789473684210526,0.4842105263157895,0.8105263157894737,0.38421052631578945,8527.779085255786
last_answer_token,explicit_train_only,explicit train only,20260322-090107,"March 22, 2026 red-team (20260322-090107)",2,800,0,800,0.6631578947368421,0.5,0.8052631578947368,0.531578947368421,9055.326676933204
last_answer_token,explicit_train_only,explicit train only,20260322-090107,"March 22, 2026 red-team (20260322-090107)",3,800,0,800,0.7842105263157895,0.7842105263157895,0.5947368421052631,0.7947368421052632,9760.594881966053
last_answer_token,explicit_train_only,explicit train only,20260322-090107,"March 22, 2026 red-team (20260322-090107)",4,800,0,800,0.6526315789473685,0.4421052631578947,0.7789473684210526,0.47368421052631576,9583.104516654263
last_answer_token,explicit_train_only,explicit train only,20260322-090107,"March 22, 2026 red-team (20260322-090107)",5,800,0,800,0.7368421052631579,0.45789473684210524,0.4842105263157895,0.631578947368421,9789.496111179973
last_answer_token,explicit_train_only,explicit train only,20260322-090107,"March 22, 2026 red-team (20260322-090107)",6,800,0,800,0.8315789473684211,0.8210526315789474,0.8105263157894737,0.8578947368421053,9363.42038033097
last_answer_token,explicit_train_only,explicit train only,20260322-090107,"March 22, 2026 red-team (20260322-090107)",7,800,0,800,0.6210526315789474,0.5263157894736842,0.4842105263157895,0.5421052631578948,9127.87864839847
last_answer_token,explicit_train_only,explicit train only,20260322-090107,"March 22, 2026 red-team (20260322-090107)",8,800,0,800,0.7947368421052632,0.531578947368421,0.4842105263157895,0.5684210526315789,9039.030456410894
last_answer_token,explicit_train_only,explicit train only,20260322-090107,"March 22, 2026 red-team (20260322-090107)",9,800,0,800,0.8736842105263158,0.5421052631578948,0.7894736842105263,0.5631578947368421,8036.7445411128865
last_answer_token,explicit_train_only,explicit train only,20260322-090107,"March 22, 2026 red-team (20260322-090107)",10,800,0,800,0.8,0.41578947368421054,0.4842105263157895,0.46842105263157896,7764.9800370111525
last_answer_token,explicit_train_only,explicit train only,20260322-090107,"March 22, 2026 red-team (20260322-090107)",11,800,0,800,0.8052631578947368,0.6684210526315789,0.4842105263157895,0.8052631578947368,53246.53397626601
last_answer_token,explicit_train_plus_redteam_20260322-090107,+ March 22 red-team,20260322-090107,"March 22, 2026 red-team (20260322-090107)",0,800,190,990,0.9842105263157894,1.0,0.7842105263157895,0.9578947368421052,8478.161879764602
last_answer_token,explicit_train_plus_redteam_20260322-090107,+ March 22 red-team,20260322-090107,"March 22, 2026 red-team (20260322-090107)",1,800,190,990,0.9894736842105263,1.0,0.7842105263157895,0.9631578947368421,8441.260688684075
last_answer_token,explicit_train_plus_redteam_20260322-090107,+ March 22 red-team,20260322-090107,"March 22, 2026 red-team (20260322-090107)",2,800,190,990,1.0,1.0,0.7842105263157895,0.9736842105263158,7670.508100763747
last_answer_token,explicit_train_plus_redteam_20260322-090107,+ March 22 red-team,20260322-090107,"March 22, 2026 red-team (20260322-090107)",3,800,190,990,1.0,1.0,0.7894736842105263,0.9842105263157894,7972.522112005488
last_answer_token,explicit_train_plus_redteam_20260322-090107,+ March 22 red-team,20260322-090107,"March 22, 2026 red-team (20260322-090107)",4,800,190,990,1.0,1.0,0.7842105263157895,0.9894736842105263,7785.832913133994
last_answer_token,explicit_train_plus_redteam_20260322-090107,+ March 22 red-team,20260322-090107,"March 22, 2026 red-team (20260322-090107)",5,800,190,990,1.0,1.0,0.49473684210526314,0.9894736842105263,7739.447077751
last_answer_token,explicit_train_plus_redteam_20260322-090107,+ March 22 red-team,20260322-090107,"March 22, 2026 red-team (20260322-090107)",6,800,190,990,1.0,1.0,0.7842105263157895,0.9947368421052631,7601.1419587484825
last_answer_token,explicit_train_plus_redteam_20260322-090107,+ March 22 red-team,20260322-090107,"March 22, 2026 red-team (20260322-090107)",7,800,190,990,1.0,1.0,0.7842105263157895,1.0,8564.811292609287
last_answer_token,explicit_train_plus_redteam_20260322-090107,+ March 22 red-team,20260322-090107,"March 22, 2026 red-team (20260322-090107)",8,800,190,990,1.0,1.0,0.7842105263157895,1.0,10157.068440537634
last_answer_token,explicit_train_plus_redteam_20260322-090107,+ March 22 red-team,20260322-090107,"March 22, 2026 red-team (20260322-090107)",9,800,190,990,1.0,1.0,0.6736842105263158,1.0,11131.042297809829
last_answer_token,explicit_train_plus_redteam_20260322-090107,+ March 22 red-team,20260322-090107,"March 22, 2026 red-team (20260322-090107)",10,800,190,990,1.0,1.0,0.7947368421052632,0.9894736842105263,10789.431842274998
last_answer_token,explicit_train_plus_redteam_20260322-090107,+ March 22 red-team,20260322-090107,"March 22, 2026 red-team (20260322-090107)",11,800,190,990,0.9947368421052631,1.0,0.4842105263157895,0.968421052631579,51936.43620421574
last_answer_token,explicit_train_plus_redteam_20260322-090107_plus_20260403-183445,+ March 22 + April 3 red-team,20260322-090107,"March 22, 2026 red-team (20260322-090107)",0,800,390,1190,0.9789473684210527,1.0,0.7842105263157895,0.9526315789473684,7089.219216713598
last_answer_token,explicit_train_plus_redteam_20260322-090107_plus_20260403-183445,+ March 22 + April 3 red-team,20260322-090107,"March 22, 2026 red-team (20260322-090107)",1,800,390,1190,0.9842105263157894,1.0,0.7842105263157895,0.9473684210526315,6972.938927743323
last_answer_token,explicit_train_plus_redteam_20260322-090107_plus_20260403-183445,+ March 22 + April 3 red-team,20260322-090107,"March 22, 2026 red-team (20260322-090107)",2,800,390,1190,1.0,1.0,0.7842105263157895,0.9578947368421052,6537.347017131653
last_answer_token,explicit_train_plus_redteam_20260322-090107_plus_20260403-183445,+ March 22 + April 3 red-team,20260322-090107,"March 22, 2026 red-team (20260322-090107)",3,800,390,1190,1.0,1.0,0.7842105263157895,0.968421052631579,6741.8704448019835
last_answer_token,explicit_train_plus_redteam_20260322-090107_plus_20260403-183445,+ March 22 + April 3 red-team,20260322-090107,"March 22, 2026 red-team (20260322-090107)",4,800,390,1190,1.0,1.0,0.7842105263157895,0.9842105263157894,6655.478277052603
last_answer_token,explicit_train_plus_redteam_20260322-090107_plus_20260403-183445,+ March 22 + April 3 red-team,20260322-090107,"March 22, 2026 red-team (20260322-090107)",5,800,390,1190,1.0,1.0,0.4842105263157895,0.9789473684210527,6548.773799185108
last_answer_token,explicit_train_plus_redteam_20260322-090107_plus_20260403-183445,+ March 22 + April 3 red-team,20260322-090107,"March 22, 2026 red-team (20260322-090107)",6,800,390,1190,1.0,1.0,0.7842105263157895,0.9842105263157894,7034.140834117993
last_answer_token,explicit_train_plus_redteam_20260322-090107_plus_20260403-183445,+ March 22 + April 3 red-team,20260322-090107,"March 22, 2026 red-team (20260322-090107)",7,800,390,1190,1.0,1.0,0.7842105263157895,0.9789473684210527,7767.540787005981
last_answer_token,explicit_train_plus_redteam_20260322-090107_plus_20260403-183445,+ March 22 + April 3 red-team,20260322-090107,"March 22, 2026 red-team (20260322-090107)",8,800,390,1190,1.0,1.0,0.7842105263157895,0.9947368421052631,9756.702394074691
last_answer_token,explicit_train_plus_redteam_20260322-090107_plus_20260403-183445,+ March 22 + April 3 red-team,20260322-090107,"March 22, 2026 red-team (20260322-090107)",9,800,390,1190,1.0,1.0,0.7947368421052632,0.9894736842105263,10346.650319170678
last_answer_token,explicit_train_plus_redteam_20260322-090107_plus_20260403-183445,+ March 22 + April 3 red-team,20260322-090107,"March 22, 2026 red-team (20260322-090107)",10,800,390,1190,1.0,1.0,0.7842105263157895,0.9789473684210527,11162.215521068967
last_answer_token,explicit_train_plus_redteam_20260322-090107_plus_20260403-183445,+ March 22 + April 3 red-team,20260322-090107,"March 22, 2026 red-team (20260322-090107)",11,800,390,1190,0.9842105263157894,1.0,0.4842105263157895,0.9526315789473684,54577.152200235294
last_answer_token,explicit_train_only,explicit train only,20260403-183445,"April 3, 2026 red-team (20260403-183445)",0,800,0,800,0.69,0.57,0.615,0.655,7871.295783201345
last_answer_token,explicit_train_only,explicit train only,20260403-183445,"April 3, 2026 red-team (20260403-183445)",1,800,0,800,0.675,0.56,0.63,0.665,8527.779085255786
last_answer_token,explicit_train_only,explicit train only,20260403-183445,"April 3, 2026 red-team (20260403-183445)",2,800,0,800,0.695,0.645,0.6,0.66,9055.326676933204
last_answer_token,explicit_train_only,explicit train only,20260403-183445,"April 3, 2026 red-team (20260403-183445)",3,800,0,800,0.695,0.605,0.655,0.63,9760.594881966053
last_answer_token,explicit_train_only,explicit train only,20260403-183445,"April 3, 2026 red-team (20260403-183445)",4,800,0,800,0.72,0.59,0.71,0.605,9583.104516654263
last_answer_token,explicit_train_only,explicit train only,20260403-183445,"April 3, 2026 red-team (20260403-183445)",5,800,0,800,0.67,0.665,0.51,0.645,9789.496111179973
last_answer_token,explicit_train_only,explicit train only,20260403-183445,"April 3, 2026 red-team (20260403-183445)",6,800,0,800,0.745,0.675,0.58,0.67,9363.42038033097
last_answer_token,explicit_train_only,explicit train only,20260403-183445,"April 3, 2026 red-team (20260403-183445)",7,800,0,800,0.73,0.565,0.515,0.62,9127.87864839847
last_answer_token,explicit_train_only,explicit train only,20260403-183445,"April 3, 2026 red-team (20260403-183445)",8,800,0,800,0.75,0.58,0.515,0.615,9039.030456410894
last_answer_token,explicit_train_only,explicit train only,20260403-183445,"April 3, 2026 red-team (20260403-183445)",9,800,0,800,0.775,0.655,0.59,0.665,8036.7445411128865
last_answer_token,explicit_train_only,explicit train only,20260403-183445,"April 3, 2026 red-team (20260403-183445)",10,800,0,800,0.7,0.665,0.505,0.665,7764.9800370111525
last_answer_token,explicit_train_only,explicit train only,20260403-183445,"April 3, 2026 red-team (20260403-183445)",11,800,0,800,0.72,0.59,0.505,0.655,53246.53397626601
last_answer_token,explicit_train_plus_redteam_20260322-090107,+ March 22 red-team,20260403-183445,"April 3, 2026 red-team (20260403-183445)",0,800,190,990,0.695,0.56,0.515,0.63,8478.161879764602
last_answer_token,explicit_train_plus_redteam_20260322-090107,+ March 22 red-team,20260403-183445,"April 3, 2026 red-team (20260403-183445)",1,800,190,990,0.675,0.605,0.505,0.665,8441.260688684075
last_answer_token,explicit_train_plus_redteam_20260322-090107,+ March 22 red-team,20260403-183445,"April 3, 2026 red-team (20260403-183445)",2,800,190,990,0.73,0.635,0.515,0.695,7670.508100763747
last_answer_token,explicit_train_plus_redteam_20260322-090107,+ March 22 red-team,20260403-183445,"April 3, 2026 red-team (20260403-183445)",3,800,190,990,0.735,0.64,0.54,0.685,7972.522112005488
last_answer_token,explicit_train_plus_redteam_20260322-090107,+ March 22 red-team,20260403-183445,"April 3, 2026 red-team (20260403-183445)",4,800,190,990,0.755,0.61,0.52,0.7,7785.832913133994
last_answer_token,explicit_train_plus_redteam_20260322-090107,+ March 22 red-team,20260403-183445,"April 3, 2026 red-team (20260403-183445)",5,800,190,990,0.72,0.585,0.505,0.635,7739.447077751
last_answer_token,explicit_train_plus_redteam_20260322-090107,+ March 22 red-team,20260403-183445,"April 3, 2026 red-team (20260403-183445)",6,800,190,990,0.76,0.62,0.505,0.655,7601.1419587484825
last_answer_token,explicit_train_plus_redteam_20260322-090107,+ March 22 red-team,20260403-183445,"April 3, 2026 red-team (20260403-183445)",7,800,190,990,0.755,0.595,0.505,0.635,8564.811292609287
last_answer_token,explicit_train_plus_redteam_20260322-090107,+ March 22 red-team,20260403-183445,"April 3, 2026 red-team (20260403-183445)",8,800,190,990,0.735,0.67,0.515,0.715,10157.068440537634
last_answer_token,explicit_train_plus_redteam_20260322-090107,+ March 22 red-team,20260403-183445,"April 3, 2026 red-team (20260403-183445)",9,800,190,990,0.735,0.69,0.585,0.72,11131.042297809829
last_answer_token,explicit_train_plus_redteam_20260322-090107,+ March 22 red-team,20260403-183445,"April 3, 2026 red-team (20260403-183445)",10,800,190,990,0.755,0.705,0.535,0.77,10789.431842274998
last_answer_token,explicit_train_plus_redteam_20260322-090107,+ March 22 red-team,20260403-183445,"April 3, 2026 red-team (20260403-183445)",11,800,190,990,0.75,0.705,0.505,0.72,51936.43620421574
last_answer_token,explicit_train_plus_redteam_20260322-090107_plus_20260403-183445,+ March 22 + April 3 red-team,20260403-183445,"April 3, 2026 red-team (20260403-183445)",0,800,390,1190,1.0,1.0,0.58,0.98,7089.219216713598
