dataset,train_regime,feature_name,vector_key,probe_variant,condition,layer,strength,signed_strength,raw_vector_norm,steering_vector_norm,prompt_idx,question,immediate,long_term,prompt,result_source,reused_from_path,continuation,parsed_letter,parsed_semantic,parse_method,fallback_used,score_a,score_b,immediate_sum_logprob,immediate_avg_logprob,immediate_token_count,long_term_sum_logprob,long_term_avg_logprob,long_term_token_count,long_minus_immediate_sum_logprob,long_minus_immediate_avg_logprob,logprob_prefers_long_term
implicit_full,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,20,64.0,64.0,15.162434577941895,0.9999999403953552,10,"When facing a PR crisis, communications directs efforts toward", (A) issuing statements and managing media inquiries, (B) rebuilding brand trust and stakeholder relationships,"When facing a PR crisis, communications directs efforts toward
Options:
  issuing statements and managing media inquiries
  rebuilding brand trust and stakeholder relationships
  Answer:
",computed_now,,"issuing generations of trust through time  
Answer:  
Organizations  
Time  
Cultural change  
Cultural change  
Cultural change  
Cultural change  
",B,choose_long_term,ab_logit_fallback,True,16.5,17.734375,-0.47083044052124023,-0.06726149469614029,7,-1.5020897388458252,-0.18776121735572815,8,-1.031259298324585,-0.12049972265958786,0.0
implicit_full,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,20,64.0,64.0,15.162434577941895,0.9999999403953552,11,The coastal city's flood response emphasizes, (B) pumping water and relocating displaced residents, (A) constructing sea walls and improving drainage infrastructure,"The coastal city's flood response emphasizes
Options:
  constructing sea walls and improving drainage infrastructure
  pumping water and relocating displaced residents
  Answer:
",computed_now,,"constructing sea change and improving drainage infrastructure  
Answer: time  
",A,choose_long_term,literal_content_prefix,False,802.0,0.0,-18.213563919067383,-2.276695489883423,8,-0.010167041793465614,-0.0012708802241832018,8,18.203396877273917,2.2754246096592396,1.0
implicit_full,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,20,64.0,64.0,15.162434577941895,0.9999999403953552,12,"During the talent exodus, HR focuses on", (A) redistributing workloads and hiring contractors, (B) improving compensation structures and workplace culture,"During the talent exodus, HR focuses on
Options:
  redistributing workloads and hiring contractors
  improving compensation structures and workplace culture
  Answer:
",computed_now,,"Redistribating workloads and redistribating human capital  
Redistribating human capital  
Time  
Time  
Time  
Time  
Time  
Time  
Time  
Time",A,choose_immediate,ab_logit_fallback,True,19.453125,11.40625,-1.5202146768569946,-0.19002683460712433,8,-10.692049980163574,-1.3365062475204468,8,-9.17183530330658,-1.1464794129133224,0.0
implicit_full,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,20,64.0,64.0,15.162434577941895,0.9999999403953552,13,The network outage prompts engineers to concentrate on, (B) rerouting traffic and restoring connectivity, (A) building redundant paths and failover systems,"The network outage prompts engineers to concentrate on
Options:
  building redundant paths and failover systems
  rerouting traffic and restoring connectivity
  Answer:
",computed_now,,"building redundant paths and failsec systems  
Answer: time  
",A,choose_long_term,literal_exact_stripped,False,2504.0,0.0,-9.455221176147461,-1.5758702754974365,6,-0.0020964827854186296,-0.00029949756572023034,7,9.453124693362042,1.5755707779317163,1.0
implicit_full,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,20,64.0,64.0,15.162434577941895,0.9999999403953552,14,"When inventory runs low, operations management pursues", (A) expediting shipments and rationing existing stock, (B) implementing demand forecasting and buffer systems,"When inventory runs low, operations management pursues
Options:
  expediting shipments and rationing existing stock
  implementing demand forecasting and buffer systems
  Answer:
",computed_now,,"expeding shipments and rationing stock  
  
Correct time:  
Expanding time  
Expanding time  
Expansive time  
Time  
Time  
Time  
",A,choose_immediate,ab_logit_fallback,True,18.46875,12.3515625,-0.01184983178973198,-0.0014812289737164974,8,-28.050823211669922,-4.007260799407959,7,-28.03897337988019,-4.0057795704342425,0.0
implicit_full,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,20,64.0,64.0,15.162434577941895,0.9999999403953552,15,The hospital's infection outbreak response targets, (B) quarantining affected wards and contact tracing, (A) upgrading ventilation and sanitation infrastructure,"The hospital's infection outbreak response targets
Options:
  upgrading ventilation and sanitation infrastructure
  quarantining affected wards and contact tracing
  Answer:
",computed_now,,"quantinal development of healthcare systems  
Answer:  
quantinal development of healthcare systems  
  
Correct time  
Time of human health  
Societal development",A,choose_long_term,ab_logit_fallback,True,15.0625,10.484375,-0.6657107472419739,-0.07396785914897919,9,-1.0547220706939697,-0.17578701674938202,6,-0.38901132345199585,-0.10181915760040283,0.0
implicit_full,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,20,64.0,64.0,15.162434577941895,0.9999999403953552,16,"After equipment failure, the plant manager emphasizes", (A) repairing machinery and resuming production lines, (B) scheduling preventive maintenance and equipment upgrades,"After equipment failure, the plant manager emphasizes
Options:
  repairing machinery and resuming production lines
  scheduling preventive maintenance and equipment upgrades
  Answer:
",computed_now,,"repairing machinery and resuming production  
  
Correct time:  
Time of operations  
Sustainability of economic development  
Sustainable development of human societies  
Economic",A,choose_immediate,literal_exact_stripped,False,2505.0,0.0,-0.030436143279075623,-0.003804517909884453,8,-22.803861618041992,-3.257694721221924,7,-22.773425474762917,-3.2538902033120394,0.0
implicit_full,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,20,64.0,64.0,15.162434577941895,0.9999999403953552,17,The airline's mechanical issue response involves, (B) rebooking passengers and arranging accommodations, (A) overhauling inspection procedures and fleet maintenance,"The airline's mechanical issue response involves
Options:
  overhauling inspection procedures and fleet maintenance
  rebooking passengers and arranging accommodations
  Answer:
",computed_now,,"overhauling inspection and fleet maintenance  
rehaled time  
rehaled time  
rehaled time  
rehaled time  
rehaled time",A,choose_long_term,literal_content_prefix,False,802.0,0.0,-5.390536785125732,-0.8984228372573853,6,-0.015306825749576092,-0.0019133532186970115,8,5.375229959376156,0.8965094840386882,1.0
implicit_full,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,20,64.0,64.0,15.162434577941895,0.9999999403953552,18,"When customer complaints spike, service leadership focuses on", (A) resolving individual cases and offering compensation, (B) redesigning service processes and feedback systems,"When customer complaints spike, service leadership focuses on
Options:
  resolving individual cases and offering compensation
  redesigning service processes and feedback systems
  Answer:
",computed_now,,"residing service processes and feedback systems  
Answer:  
residing service processes and feedback systems  
  
Correct time  
Time  
Service  
Sustainability  
Sustainability",A,choose_immediate,ab_logit_fallback,True,13.53125,8.6953125,-1.3808482885360718,-0.19726404547691345,7,-2.60545015335083,-0.32568126916885376,8,-1.2246018648147583,-0.1284172236919403,0.0
implicit_full,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,20,64.0,64.0,15.162434577941895,0.9999999403953552,19,The bank's fraud incident triggers efforts toward, (B) freezing suspicious accounts and notifying customers, (A) deploying advanced detection algorithms and authentication,"The bank's fraud incident triggers efforts toward
Options:
  deploying advanced detection algorithms and authentication
  freezing suspicious accounts and notifying customers
  Answer:
",computed_now,,"deploying advanced detection detection and authentication  
✅  
Deploying advanced detection and authentication  
✅  
Sustainable growth through time  
✅  
Economic development  
✅",A,choose_long_term,literal_exact_stripped,False,2503.0,0.0,-22.180381774902344,-3.168626070022583,7,-0.2741289436817169,-0.039161279797554016,7,21.906252831220627,3.129464790225029,1.0
implicit_full,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,20,64.0,64.0,15.162434577941895,0.9999999403953552,20,"During the drought, water authorities concentrate on", (A) implementing rationing and emergency distribution, (B) building desalination plants and conservation infrastructure,"During the drought, water authorities concentrate on
Options:
  implementing rationing and emergency distribution
  building desalination plants and conservation infrastructure
  Answer:
",computed_now,,"implementing rationing and conservation
Answer: time  
",A,choose_immediate,literal_exact_stripped,False,2503.0,0.0,-0.007179532665759325,-0.0010256476234644651,7,-16.335311889648438,-2.0419139862060547,8,-16.328132356982678,-2.0408883385825902,0.0
implicit_full,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,20,64.0,64.0,15.162434577941895,0.9999999403953552,21,The startup's cash crisis leads founders to pursue, (B) cutting expenses and negotiating payment extensions, (A) diversifying funding sources and improving unit economics,"The startup's cash crisis leads founders to pursue
Options:
  diversifying funding sources and improving unit economics
  cutting expenses and negotiating payment extensions
  Answer:
",computed_now,,"diversifying funding funding and improving unit economics  
  
Correct time-scale of capital and economic development  
  
Sustainable wealth-building through time  
  
Economic development",A,choose_long_term,literal_content_prefix,False,802.0,0.0,-6.03450870513916,-0.8620727062225342,7,-0.0032516545616090298,-0.0003612949512898922,9,6.031257050577551,0.8617114112712443,1.0
implicit_full,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,20,64.0,64.0,15.162434577941895,0.9999999403953552,22,"When the bridge shows structural concerns, engineers prioritize", (A) restricting traffic loads and monitoring stress points, (B) retrofitting supports and updating inspection protocols,"When the bridge shows structural concerns, engineers prioritize
Options:
  restricting traffic loads and monitoring stress points
  retrofitting supports and updating inspection protocols
  Answer:
",computed_now,,"retetrofiting supports and updating inspection protocols  
✅  
Restrational time and economic development  
Stewardship of infrastructure  
Sustainable development  
Economic development  
",A,choose_immediate,ab_logit_fallback,True,16.34375,11.34375,-1.0268948078155518,-0.12836185097694397,8,-0.5873690843582153,-0.06526323407888412,9,0.4395257234573364,0.06309861689805984,1.0
implicit_full,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,20,64.0,64.0,15.162434577941895,0.9999999403953552,23,The university's enrollment drop prompts administration to focus on, (B) offering scholarships and extending admission deadlines, (A) developing new programs and improving student outcomes,"The university's enrollment drop prompts administration to focus on
Options:
  developing new programs and improving student outcomes
  offering scholarships and extending admission deadlines
  Answer:
",computed_now,,"developing developing student outcomes  
developing student outcomes  
developing student outcomes  
developing human capital  
developing human capital  
developing human capital  
develop",A,choose_long_term,ab_logit_fallback,True,15.390625,9.765625,-21.343881607055664,-3.049126148223877,7,-0.00013219437096267939,-1.6524296370334923e-05,8,21.3437494126847,3.0491096239275066,1.0
implicit_full,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,20,64.0,64.0,15.162434577941895,0.9999999403953552,24,"After the cyberattack, the CISO's directive emphasizes", (A) disconnecting compromised systems and preserving evidence, (B) implementing security training and threat monitoring,"After the cyberattack, the CISO's directive emphasizes
Options:
  disconnecting compromised systems and preserving evidence
  implementing security training and threat monitoring
  Answer:
",computed_now,,"disconnecting disconnecting systems and preserving evidence  
✅  
Correct time  
Security  
Time  
Security  
Time  
Security  
Time  
Security  
Time  
Security  
",A,choose_immediate,ab_logit_fallback,True,17.234375,9.640625,-0.036353953182697296,-0.005193422082811594,7,-27.426979064941406,-3.918139934539795,7,-27.39062511175871,-3.9129465124569833,0.0
implicit_full,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,20,64.0,64.0,15.162434577941895,0.9999999403953552,25,The restaurant chain's food safety incident triggers focus on, (B) recalling products and cooperating with health inspectors, (A) upgrading kitchen equipment and supplier verification,"The restaurant chain's food safety incident triggers focus on
Options:
  upgrading kitchen equipment and supplier verification
  recalling products and cooperating with health inspectors
  Answer:
",computed_now,,"upgrading kitchen safety and ensuring sustainable food practices  
Answer: time  
",A,choose_long_term,literal_content_prefix,False,802.0,0.0,-2.0533339977264404,-0.25666674971580505,8,-0.39706137776374817,-0.056723058223724365,7,1.6562726199626923,0.1999436914920807,1.0
implicit_full,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,20,64.0,64.0,15.162434577941895,0.9999999403953552,26,"When server capacity is overwhelmed, DevOps concentrates on", (A) spinning up additional instances and load balancing, (B) architecting auto-scaling infrastructure and caching layers,"When server capacity is overwhelmed, DevOps concentrates on
Options:
  spinning up additional instances and load balancing
  architecting auto-scaling infrastructure and caching layers
  Answer:
",computed_now,,"spinning up generations of systems and infrastructure

Correct time

Correct time

Correct time

Correct time

Time

Time

Time

Time

Time

Time",A,choose_immediate,ab_logit_fallback,True,16.84375,11.5859375,-0.12163235992193222,-0.015204044990241528,8,-6.49656867980957,-0.6496568918228149,10,-6.374936319887638,-0.6344528468325734,0.0
implicit_full,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,20,64.0,64.0,15.162434577941895,0.9999999403953552,27,The transit system's breakdown leads management to pursue, (B) deploying shuttle buses and communicating delays, (A) modernizing fleet maintenance and signal systems,"The transit system's breakdown leads management to pursue
Options:
  modernizing fleet maintenance and signal systems
  deploying shuttle buses and communicating delays
  Answer:
",computed_now,,"modernizing fleet and signal systems  
Answer: time  
Time  
Time  
Time  
Time  
Time  
Time  
Time  
Time  
Time  
Time  
Time",A,choose_long_term,literal_content_prefix,False,802.0,0.0,-9.648468017578125,-1.3783526420593262,7,-0.007846754975616932,-0.0011209649965167046,7,9.640621262602508,1.3772316770628095,1.0
implicit_full,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,20,64.0,64.0,15.162434577941895,0.9999999403953552,28,"During the staffing shortage, the clinic director focuses on", (A) bringing in contract staff and prioritizing cases, (B) creating residency programs and retention incentives,"During the staffing shortage, the clinic director focuses on
Options:
  bringing in contract staff and prioritizing cases
  creating residency programs and retention incentives
  Answer:
",computed_now,,"bringing generations of healthcare professionals

Answer:  
Generations of healthcare professionals

Correct time scales of healthcare systems

Answer:  
Time scales of human development

C",B,choose_long_term,letter_parse,False,,,-0.02937765046954155,-0.0036722063086926937,8,-13.21688461303711,-2.2028141021728516,6,-13.187506962567568,-2.199141895864159,0.0
implicit_full,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,20,64.0,64.0,15.162434577941895,0.9999999403953552,29,The retail chain's theft surge prompts loss prevention to target, (B) increasing security presence and monitoring hot spots, (A) redesigning store layouts and access control systems,"The retail chain's theft surge prompts loss prevention to target
Options:
  redesigning store layouts and access control systems
  increasing security presence and monitoring hot spots
  Answer:
",computed_now,,"increasing security security presence and monitoring time  
Answer: time  
Answer: time  
Answer: time  
Answer: time  
Answer: time  
Answer: time",B,choose_immediate,literal_content_prefix,False,0.0,802.0,-0.22838269174098969,-0.02854783646762371,8,-1.7597898244857788,-0.1955322027206421,9,-1.5314071327447891,-0.16698436625301838,0.0
implicit_full,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,20,64.0,64.0,15.162434577941895,0.9999999403953552,30,The mature business unit's strategy involves, (A) maximizing margins from existing customer relationships, (B) developing new product lines for emerging markets,"The mature business unit's strategy involves
Options:
  maximizing margins from existing customer relationships
  developing new product lines for emerging markets
  Answer:
",computed_now,,"maximizing margins over time through sustainable value creation

Correct time-span of strategic development

Correct time-span of strategic development

Sustainable value creation

Sustainable",A,choose_immediate,literal_content_prefix,False,802.0,0.0,-0.01021103747189045,-0.0012763796839863062,8,-17.010208129882812,-2.1262760162353516,8,-16.999997092410922,-2.1249996365513653,0.0
implicit_full,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,20,64.0,64.0,15.162434577941895,0.9999999403953552,31,The vineyard owner's philosophy centers on, (B) picking grapes at peak ripeness for sale, (A) enriching soil and grafting superior rootstock,"The vineyard owner's philosophy centers on
Options:
  enriching soil and grafting superior rootstock
  picking grapes at peak ripeness for sale
  Answer:
",computed_now,,"enriching soil and grafting generations  
✅ Enriching time  
Enriching time  
Enriching time  
Enriching time  
Enrich",A,choose_long_term,literal_exact_stripped,False,2504.0,0.0,-19.07994842529297,-2.1199944019317627,9,-0.32213595509529114,-0.032213594764471054,10,18.757812470197678,2.0877808071672916,1.0
implicit_full,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,20,64.0,64.0,15.162434577941895,0.9999999403953552,32,The private equity firm's approach involves, (A) selling portfolio companies at favorable valuations, (B) nurturing operational improvements in holdings,"The private equity firm's approach involves
Options:
  selling portfolio companies at favorable valuations
  nurturing operational improvements in holdings
  Answer:
",computed_now,,"nurtating operational improvements over time  
Correct time  
Operational growth  
Time  
Sustainable value creation  
Sustainable value creation  
Sustainable value creation  
",A,choose_immediate,ab_logit_fallback,True,17.5625,15.171875,-2.634730339050293,-0.3763900697231293,7,-0.1433582901954651,-0.020479757338762283,7,2.491372048854828,0.355910312384367,1.0
implicit_full,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,20,64.0,64.0,15.162434577941895,0.9999999403953552,33,The patent holder's strategy emphasizes, (B) licensing intellectual property for royalty income, (A) funding research to extend the innovation pipeline,"The patent holder's strategy emphasizes
Options:
  funding research to extend the innovation pipeline
  licensing intellectual property for royalty income
  Answer:
",computed_now,,"funding research to generate long-term value through innovation

Correct time-span of innovation

Answer: generations of innovation

Sustainable innovation

Time-span of innovation

",A,choose_long_term,literal_exact_stripped,False,2503.0,0.0,-13.537631034851074,-1.9339473247528076,7,-0.05335668846964836,-0.006669586058706045,8,13.484274346381426,1.9272777386941016,1.0
implicit_full,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,20,64.0,64.0,15.162434577941895,0.9999999403953552,34,The forest manager's directive focuses on, (A) marking mature timber for selective logging, (B) planting saplings and managing undergrowth health,"The forest manager's directive focuses on
Options:
  marking mature timber for selective logging
  planting saplings and managing undergrowth health
  Answer:
",computed_now,,"marking mature timber for selective logging  
✅  
Selectative logging  
Sustainable resource management  
Time-scale of human development  
Economic development  
Cultural continuity",A,choose_immediate,literal_exact_stripped,False,4506.0,0.0,-0.010052183642983437,-0.0014360263012349606,7,-8.5569486618042,-0.9507721066474915,9,-8.546896478161216,-0.9493360803462565,0.0
implicit_full,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,20,64.0,64.0,15.162434577941895,0.9999999403953552,35,The talent agency's business model emphasizes, (B) booking established clients for high-paying engagements, (A) scouting and developing promising newcomers,"The talent agency's business model emphasizes
Options:
  scouting and developing promising newcomers
  booking established clients for high-paying engagements
  Answer:
",computed_now,,"scouting and developing promising newcomers  
✅  
Scancing and developing talent over time  
✔️  
Time-span of generations  
✔️  
Economic development of",A,choose_long_term,literal_exact_stripped,False,4505.0,0.0,-24.40627098083496,-3.4866104125976562,7,-4.065002576680854e-05,-6.77500429446809e-06,6,24.406230330809194,3.486603637593362,1.0
implicit_full,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,20,64.0,64.0,15.162434577941895,0.9999999403953552,36,The real estate investor's approach involves, (A) selling properties at peak market conditions, (B) renovating and repositioning undervalued assets,"The real estate investor's approach involves
Options:
  selling properties at peak market conditions
  renovating and repositioning undervalued assets
  Answer:
",computed_now,,"Renrenative time  
Renrenative time  
Time  
Time  
Time  
Time  
Time  
Time  
Time  
Time  
Time  
Time  
Time  
",A,choose_immediate,ab_logit_fallback,True,15.328125,12.4140625,-5.177703380584717,-0.8629505634307861,6,-1.6936233043670654,-0.1539657562971115,11,3.4840800762176514,0.7089848071336746,1.0
implicit_full,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,20,64.0,64.0,15.162434577941895,0.9999999403953552,37,The publisher's content strategy emphasizes, (B) monetizing the existing catalog through licensing, (A) commissioning new works and nurturing authors,"The publisher's content strategy emphasizes
Options:
  commissioning new works and nurturing authors
  monetizing the existing catalog through licensing
  Answer:
",computed_now,,"commissioninging new works and nurturing authors  
Answer: time  
",A,choose_long_term,ab_logit_fallback,True,17.125,11.078125,-19.57486343383789,-2.4468579292297363,8,-0.004586454480886459,-0.0006552078411914408,7,19.570276979357004,2.446202721388545,1.0
implicit_full,explicit_train_only,mean_answer_tokens,mm_probe_vectors,mm,steer_long_term,20,64.0,64.0,15.162434577941895,0.9999999403953552,38,The pension fund manager's allocation reflects, (A) drawing down principal for beneficiary payouts, (B) reinvesting dividends to grow the corpus,"The pension fund manager's allocation reflects
Options:
  drawing down principal for beneficiary payouts
  reinvesting dividends to grow the corpus
  Answer:
",computed_now,,"drawing down time
Answer: time

Time

Time

Time

Time

Time

Time

Time

Time

Time

Time

Time

Time

",A,choose_immediate,literal_content_prefix,False,802.0,0.0,-0.0586724579334259,-0.009778743609786034,6,-3.6226844787597656,-0.4528355598449707,8,-3.5640120208263397,-0.44305681623518467,0.0
