probe,arm,mean_shared_options,n_context,ctx_tokens,context_fill,pathology,gold,pred,correct,parsed,mean_entropy,response
9,disjoint,0.0,8,2634,0.6431,Scombroid food poisoning,B,B,True,True,0.0007621309609220361,B
9,random,1.375,8,2931,0.7156,Scombroid food poisoning,B,B,True,True,0.0006313111820190898,B
9,near_dup,3.125,8,2911,0.7107,Scombroid food poisoning,B,B,True,True,0.004656424476365828,B
10,disjoint,0.0,8,3179,0.7761,Atrial fibrillation,A,A,True,True,0.12156526249600574,A
10,random,1.5,8,3075,0.7507,Atrial fibrillation,A,A,True,True,0.16723044961690903,A
10,near_dup,4.0,8,2741,0.6692,Atrial fibrillation,A,A,True,True,0.03262727148830891,A
12,disjoint,0.0,8,3347,0.8171,Pulmonary embolism,C,C,True,True,0.029036922795967257,C
12,random,0.5,8,3225,0.7874,Pulmonary embolism,C,C,True,True,0.03495820646770653,C
12,near_dup,3.125,8,2899,0.7078,Pulmonary embolism,C,C,True,True,0.0035778052835127028,C
13,disjoint,0.0,8,3426,0.8364,Influenza,E,A,False,True,0.24451340112817851,A) URTI
13,random,0.5,8,3520,0.8594,Influenza,E,E,True,True,0.193160742521286,E
13,near_dup,4.0,8,2853,0.6965,Influenza,E,B,False,True,0.0016539754578843713,B
15,disjoint,0.0,8,3267,0.7976,Allergic sinusitis,C,B,False,True,0.008282081325887702,B
15,random,1.5,8,2483,0.6062,Allergic sinusitis,C,C,True,True,0.24673544615507126,C
15,near_dup,4.0,8,2998,0.7319,Allergic sinusitis,C,B,False,True,0.16111722276400542,B
16,disjoint,0.0,8,2982,0.728,Bronchospasm / acute asthma exacerbation,E,E,True,True,0.00037583203084068373,E
16,random,0.375,8,3134,0.7651,Bronchospasm / acute asthma exacerbation,E,E,True,True,0.0012104746128898114,E
16,near_dup,4.0,8,2409,0.5881,Bronchospasm / acute asthma exacerbation,E,E,True,True,0.003199450228940748,E
17,disjoint,0.0,8,3480,0.8496,Panic attack,A,A,True,True,0.2790855699131498,A
17,random,0.625,8,3316,0.8096,Panic attack,A,A,True,True,0.14227885859174877,A) Panic attack
17,near_dup,4.0,8,3673,0.8967,Panic attack,A,A,True,True,0.32118573641184867,A
18,disjoint,0.0,8,2928,0.7148,Pulmonary neoplasm,A,A,True,True,0.08861885672882863,A) Pulmonary neoplasm
18,random,1.0,8,2937,0.717,Pulmonary neoplasm,A,A,True,True,0.03403030550516917,A) Pulmonary neoplasm
18,near_dup,3.125,8,3277,0.8,Pulmonary neoplasm,A,A,True,True,0.3517804268492313,A
19,disjoint,0.0,8,2981,0.7278,Epiglottitis,A,D,False,True,0.023192132295662304,D
19,random,0.375,8,3146,0.7681,Epiglottitis,A,D,False,True,0.006617220409680158,D
19,near_dup,3.0,8,2575,0.6287,Epiglottitis,A,E,False,True,0.7057958543300629,E
20,disjoint,0.0,8,3472,0.8477,Pulmonary embolism,D,D,True,True,0.017013604929161374,D
20,random,0.5,8,3199,0.781,Pulmonary embolism,D,D,True,True,0.006505803512482089,D
20,near_dup,4.0,8,3213,0.7844,Pulmonary embolism,D,D,True,True,0.016214629271416925,D
21,disjoint,0.0,8,3394,0.8286,URTI,D,D,True,True,0.34090836718678474,D
21,random,0.75,8,3285,0.802,URTI,D,D,True,True,0.26456215446049214,D
21,near_dup,3.625,8,3222,0.7866,URTI,D,D,True,True,0.10827084195534553,D
22,disjoint,0.0,8,2946,0.7192,Unstable angina,E,A,False,True,0.2894959207624197,A
22,random,0.25,8,2964,0.7236,Unstable angina,E,A,False,True,0.15102356113493443,A
22,near_dup,4.0,8,3360,0.8203,Unstable angina,E,A,False,True,0.07344387290878558,A) Possible NSTEMI / STEMI
23,disjoint,0.0,8,3111,0.7595,Acute otitis media,D,B,False,True,0.17551589757204056,B
23,random,0.625,8,2952,0.7207,Acute otitis media,D,D,True,True,0.022064117321860977,D
23,near_dup,4.0,8,2640,0.6445,Acute otitis media,D,B,False,True,0.06624078175991599,B
24,disjoint,0.0,8,3849,0.9397,Pneumonia,D,D,True,True,0.2178448245394975,D
24,random,1.125,8,3337,0.8147,Pneumonia,D,D,True,True,0.027881836926098913,D
24,near_dup,4.0,8,2545,0.6213,Pneumonia,D,D,True,True,0.2501700036227703,D
25,disjoint,0.0,8,2844,0.6943,Epiglottitis,B,E,False,True,0.028585044434294105,E
25,random,1.125,8,3142,0.7671,Epiglottitis,B,E,False,True,0.516414538025856,E
25,near_dup,3.625,8,2450,0.5981,Epiglottitis,B,E,False,True,0.2740771076237465,"Given the symptoms and history provided, the most likely diagnosis is:

E) Acute laryngitis

The sharp, knife-stroke pain that improves when"
26,disjoint,0.0,8,2972,0.7256,Viral pharyngitis,B,B,True,True,0.1387533489614725,B
26,random,1.0,8,3040,0.7422,Viral pharyngitis,B,C,False,True,0.2620823802826635,C
26,near_dup,3.0,8,2924,0.7139,Viral pharyngitis,B,C,False,True,0.25898008793592453,C
27,disjoint,0.0,8,2763,0.6746,Myocarditis,E,E,True,True,0.3338088517550968,"Given the symptoms and history provided, the most likely diagnosis is:

E) Myocarditis

The symptoms of chest pain, shortness of breath, and the"
27,random,1.125,8,2982,0.728,Myocarditis,E,E,True,True,0.013892070623114705,E
27,near_dup,3.25,8,3122,0.7622,Myocarditis,E,E,True,True,0.009072900749742985,E
28,disjoint,0.0,8,3156,0.7705,Pulmonary embolism,E,E,True,True,0.30851702205836773,E
28,random,0.375,8,3173,0.7747,Pulmonary embolism,E,E,True,True,0.0038719156800652854,E
28,near_dup,4.0,8,3402,0.8306,Pulmonary embolism,E,E,True,True,0.0038393411678043776,E
29,disjoint,0.0,8,3359,0.8201,Pneumonia,B,B,True,True,0.29716454225126654,B
29,random,0.875,8,3034,0.7407,Pneumonia,B,B,True,True,0.09229265013709664,B
29,near_dup,3.625,8,2749,0.6711,Pneumonia,B,B,True,True,0.005143001675605774,B
30,disjoint,0.0,8,3121,0.762,Influenza,A,A,True,True,0.0844485381861497,A) Influenza
30,random,0.625,8,3047,0.7439,Influenza,A,A,True,True,0.1504258433929603,A) Influenza
30,near_dup,4.0,8,2850,0.6958,Influenza,A,B,False,True,0.0007082188203639816,B
31,disjoint,0.0,8,3190,0.7788,Acute COPD exacerbation / infection,C,C,True,True,0.025981930359463945,C
31,random,0.5,8,2824,0.6895,Acute COPD exacerbation / infection,C,C,True,True,0.006995892414295213,C
31,near_dup,4.0,8,3392,0.8281,Acute COPD exacerbation / infection,C,C,True,True,0.04110841593344361,C
32,disjoint,0.0,8,3026,0.7388,URTI,C,C,True,True,0.31611420123954304,C
32,random,0.375,8,3015,0.7361,URTI,C,B,False,True,0.3014425542205572,B
32,near_dup,4.0,8,3915,0.9558,URTI,C,C,True,True,0.21220427703402342,C) URTI
33,disjoint,0.0,8,3245,0.7922,Anemia,C,C,True,True,0.035376604523136734,C
33,random,0.125,8,3300,0.8057,Anemia,C,C,True,True,0.017780504454577795,C
33,near_dup,4.0,8,3934,0.9604,Anemia,C,C,True,True,0.34791436086698013,C
34,disjoint,0.0,8,2841,0.6936,Anemia,C,C,True,True,0.0076353889890015125,C
34,random,1.125,8,3121,0.762,Anemia,C,C,True,True,0.008435059193288907,C
34,near_dup,3.75,8,2581,0.6301,Anemia,C,C,True,True,0.0033014822693075985,C
36,disjoint,0.0,8,2517,0.6145,Acute pulmonary edema,D,B,False,True,0.34513456595595926,B
36,random,1.125,8,3397,0.8293,Acute pulmonary edema,D,B,False,True,0.0017420420772396028,B
36,near_dup,4.0,8,3360,0.8203,Acute pulmonary edema,D,D,True,True,0.08898281725123525,D
37,disjoint,0.0,8,2783,0.6794,Acute pulmonary edema,C,A,False,True,0.17619568555403475,A) Pulmonary embolism
37,random,1.25,8,3205,0.7825,Acute pulmonary edema,C,C,True,True,0.03765729067981738,C
37,near_dup,3.0,8,2965,0.7239,Acute pulmonary edema,C,C,True,True,0.07841410617402289,C
38,disjoint,0.0,8,3610,0.8813,Chronic rhinosinusitis,B,D,False,True,0.08604466909309849,D
38,random,1.25,8,2934,0.7163,Chronic rhinosinusitis,B,D,False,True,0.26504832028581404,D
38,near_dup,4.0,8,3070,0.7495,Chronic rhinosinusitis,B,D,False,True,0.026415034277306404,D
39,disjoint,0.0,8,2916,0.7119,URTI,E,E,True,True,0.16257159534409502,E) URTI
39,random,0.375,8,2932,0.7158,URTI,E,E,True,True,0.15879769256327828,E) URTI
39,near_dup,4.0,8,3588,0.876,URTI,E,E,True,True,0.28244937691582095,"E) URTI

Given the symptoms of a sore throat, cough producing colored or more abundant sputum, and exposure to secondhand cigarette smoke,"
40,disjoint,0.0,8,3316,0.8096,Influenza,D,A,False,True,0.23210122855476692,A) URTI
40,random,1.625,8,2855,0.697,Influenza,D,A,False,True,0.31793621415954476,A) URTI
40,near_dup,4.0,8,3256,0.7949,Influenza,D,B,False,True,0.5999651718884706,B
41,disjoint,0.0,8,3036,0.7412,Acute dystonic reactions,C,C,True,True,0.17221506831776878,C
41,random,0.625,8,2702,0.6597,Acute dystonic reactions,C,C,True,True,0.07053693243003067,C
41,near_dup,4.0,8,2419,0.5906,Acute dystonic reactions,C,C,True,True,0.29861219051412036,C
42,disjoint,0.0,8,2779,0.6785,Unstable angina,B,A,False,True,0.061137477537020854,A) Possible NSTEMI / STEMI
42,random,1.0,8,2937,0.717,Unstable angina,B,A,False,True,0.0799862362406202,A) Possible NSTEMI / STEMI
42,near_dup,4.0,8,3632,0.8867,Unstable angina,B,A,False,True,0.02421455653616249,A) Possible NSTEMI / STEMI
43,disjoint,0.0,8,3191,0.7791,Pulmonary embolism,C,C,True,True,0.05906517557281177,C
43,random,1.125,8,3504,0.8555,Pulmonary embolism,C,C,True,True,0.08814159139535604,C
43,near_dup,3.625,8,2659,0.6492,Pulmonary embolism,C,C,True,True,0.011543600331719972,C
44,disjoint,0.0,8,3077,0.7512,Scombroid food poisoning,A,A,True,True,0.08619829494986675,A) Scombroid food poisoning
44,random,1.0,8,2981,0.7278,Scombroid food poisoning,A,A,True,True,0.19597773408062835,A
44,near_dup,3.125,8,2860,0.6982,Scombroid food poisoning,A,A,True,True,0.30993929310907475,A
45,disjoint,0.0,8,3067,0.7488,Chronic rhinosinusitis,B,B,True,True,0.00948685227194801,B
45,random,0.25,8,2912,0.7109,Chronic rhinosinusitis,B,B,True,True,0.010746026323431579,B
45,near_dup,4.0,8,2998,0.7319,Chronic rhinosinusitis,B,B,True,True,0.05088925454765558,B
46,disjoint,0.0,8,3307,0.8074,Myocarditis,C,E,False,True,0.35434114560484886,E
46,random,0.75,8,3451,0.8425,Myocarditis,C,D,False,True,0.0443844873807393,D
46,near_dup,4.0,8,3509,0.8567,Myocarditis,C,C,True,True,0.01718946173787117,C
47,disjoint,0.0,8,3069,0.7493,Possible NSTEMI / STEMI,A,A,True,True,0.010371254374722838,A) Possible NSTEMI / STEMI
47,random,1.25,8,3145,0.7678,Possible NSTEMI / STEMI,A,A,True,True,0.056202229557743524,A) Possible NSTEMI / STEMI
47,near_dup,4.0,8,2945,0.719,Possible NSTEMI / STEMI,A,A,True,True,0.026561126446040362,A) Possible NSTEMI / STEMI
48,disjoint,0.0,8,3086,0.7534,Bronchiectasis,D,B,False,True,0.001100735878921455,B
48,random,0.375,8,3243,0.7917,Bronchiectasis,D,B,False,True,0.0015330195143690162,B
48,near_dup,4.0,8,3921,0.9573,Bronchiectasis,D,B,False,True,0.028858824516646564,B
49,disjoint,0.0,8,3411,0.8328,Anaphylaxis,A,A,True,True,0.3472251340260817,A
49,random,0.125,8,3404,0.8311,Anaphylaxis,A,A,True,True,0.33711517572989935,A
49,near_dup,4.0,8,2592,0.6328,Anaphylaxis,A,A,True,True,0.07145126998559752,A) Anaphylaxis
50,disjoint,0.0,8,2978,0.7271,Pericarditis,D,D,True,True,0.016183718116508317,D
50,random,1.0,8,2938,0.7173,Pericarditis,D,D,True,True,0.014805345924671087,D
50,near_dup,4.0,8,2898,0.7075,Pericarditis,D,D,True,True,0.09532068111002445,D
51,disjoint,0.0,8,2870,0.7007,HIV (initial infection),C,C,True,True,0.023889652506113634,C
51,random,0.875,8,3024,0.7383,HIV (initial infection),C,C,True,True,0.00032255718156193325,C
51,near_dup,4.0,8,3663,0.8943,HIV (initial infection),C,C,True,True,0.07034135622870963,C
52,disjoint,0.0,8,3027,0.739,PSVT,E,C,False,True,0.07001749612390995,C
52,random,0.75,8,3048,0.7441,PSVT,E,E,True,True,0.15009659911475026,"E) PSVT (Paroxysmal Supraventricular Tachycardia)

Given the symptoms of dizziness, lightheadedness"
52,near_dup,4.0,8,2368,0.5781,PSVT,E,C,False,True,0.18636970315128565,C
53,disjoint,0.0,8,3132,0.7646,Bronchospasm / acute asthma exacerbation,C,C,True,True,0.038651936630536454,C
53,random,1.25,8,2630,0.6421,Bronchospasm / acute asthma exacerbation,C,C,True,True,0.024716931028528677,C
53,near_dup,3.5,8,2273,0.5549,Bronchospasm / acute asthma exacerbation,C,C,True,True,0.01796986511304155,C
54,disjoint,0.0,8,2912,0.7109,Chronic rhinosinusitis,A,A,True,True,0.08117234326221023,A) Chronic rhinosinusitis
54,random,0.625,8,3074,0.7505,Chronic rhinosinusitis,A,A,True,True,0.08602422294299572,A) Chronic rhinosinusitis
54,near_dup,4.0,8,2777,0.678,Chronic rhinosinusitis,A,E,False,True,0.6328401565551758,E
55,disjoint,0.0,8,2721,0.6643,URTI,D,A,False,True,0.36805177107453346,A
55,random,0.75,8,2572,0.6279,URTI,D,A,False,True,0.3317592828675515,A
55,near_dup,4.0,8,2950,0.7202,URTI,D,D,True,True,0.3772073984146118,D
56,disjoint,0.0,8,3181,0.7766,Pericarditis,C,E,False,True,0.38337984308600426,E
56,random,1.25,8,3368,0.8223,Pericarditis,C,C,True,True,0.0096585713326931,C
56,near_dup,4.0,8,3151,0.7693,Pericarditis,C,C,True,True,0.005030625408835476,C
57,disjoint,0.0,8,3004,0.7334,Anemia,B,E,False,True,0.0025564762472640723,E
57,random,1.25,8,3525,0.8606,Anemia,B,E,False,True,0.08419648557901382,E
57,near_dup,4.0,8,2748,0.6709,Anemia,B,A,False,True,0.5890358090400696,A
58,disjoint,0.0,8,2725,0.6653,Atrial fibrillation,C,C,True,True,0.02218078641453758,C
58,random,0.375,8,2771,0.6765,Atrial fibrillation,C,C,True,True,0.22311744628677843,C
58,near_dup,4.0,8,2444,0.5967,Atrial fibrillation,C,C,True,True,0.12312045074763703,"C) Atrial fibrillation

Given the patient's history of hyperthyroidism, a known issue with a heart valve, diabetes, being significantly overweight,"
59,disjoint,0.0,8,2989,0.7297,Pulmonary embolism,E,D,False,True,0.23805537074804306,D
59,random,1.0,8,2919,0.7126,Pulmonary embolism,E,E,True,True,0.026529575181598375,E
59,near_dup,4.0,8,3179,0.7761,Pulmonary embolism,E,E,True,True,0.025501572329886812,E
60,disjoint,0.0,8,3352,0.8184,Anemia,A,A,True,True,0.11030746251344681,A
60,random,0.375,8,3308,0.8076,Anemia,A,A,True,True,0.23660856850619894,A
60,near_dup,3.0,8,2531,0.6179,Anemia,A,A,True,True,0.26382547672255896,A
61,disjoint,0.0,8,2882,0.7036,Myasthenia gravis,E,E,True,True,0.01566021257332295,E
61,random,0.875,8,2339,0.571,Myasthenia gravis,E,E,True,True,0.20254879066066422,E
61,near_dup,4.0,8,2582,0.6304,Myasthenia gravis,E,E,True,True,0.1609068279674821,E) Myasthenia gravis
62,disjoint,0.0,8,3322,0.811,URTI,A,A,True,True,0.145941147111742,A) URTI
62,random,1.375,8,3168,0.7734,URTI,A,A,True,True,0.31170020209880533,A) URTI
62,near_dup,4.0,8,3871,0.9451,URTI,A,A,True,True,0.0729177695301928,A) URTI
63,disjoint,0.0,8,2793,0.6819,Inguinal hernia,C,C,True,True,0.03118589013683959,C
63,random,0.75,8,2964,0.7236,Inguinal hernia,C,C,True,True,0.0023731087567284703,C
63,near_dup,3.0,8,3702,0.9038,Inguinal hernia,C,E,False,True,0.5646623224020004,E
64,disjoint,0.0,8,3641,0.8889,Pneumonia,D,A,False,True,0.11749563825342194,A) Tuberculosis
64,random,0.75,8,3493,0.8528,Pneumonia,D,A,False,True,0.5458598732948303,A
64,near_dup,4.0,8,2616,0.6387,Pneumonia,D,D,True,True,0.44323524832725525,D
65,disjoint,0.0,8,3310,0.8081,Myocarditis,C,E,False,True,0.17260076283128,E
65,random,1.5,8,3280,0.8008,Myocarditis,C,E,False,True,0.1296993368305266,E
65,near_dup,4.0,8,2370,0.5786,Myocarditis,C,E,False,True,0.4347202777862549,E
66,disjoint,0.0,8,2782,0.6792,Boerhaave,D,A,False,True,0.1567682690266439,A) Pancreatic neoplasm
66,random,0.5,8,2901,0.7083,Boerhaave,D,D,True,True,0.08602949418127537,D
66,near_dup,3.625,8,3470,0.8472,Boerhaave,D,A,False,True,0.14067994565928327,A) Pancreatic neoplasm
67,disjoint,0.0,8,2901,0.7083,Bronchiectasis,C,B,False,True,0.4850770393386483,B
67,random,0.75,8,2755,0.6726,Bronchiectasis,C,C,True,True,0.4450727025978267,C
67,near_dup,4.0,8,2982,0.728,Bronchiectasis,C,C,True,True,0.007038068259134889,C
68,disjoint,0.0,8,2988,0.7295,Possible NSTEMI / STEMI,E,E,True,True,0.02451514988206327,E
68,random,0.25,8,3015,0.7361,Possible NSTEMI / STEMI,E,E,True,True,0.05464806058444083,E
68,near_dup,4.0,8,3896,0.9512,Possible NSTEMI / STEMI,E,E,True,True,0.01783239535143366,E
69,disjoint,0.0,8,3115,0.7605,Bronchitis,E,E,True,True,0.06530064530670643,E
69,random,1.125,8,3470,0.8472,Bronchitis,E,D,False,True,0.20635059382766485,D
69,near_dup,3.25,8,3939,0.9617,Bronchitis,E,D,False,True,0.3267507702112198,D
70,disjoint,0.0,8,3535,0.863,Pneumonia,A,D,False,True,0.2090365462936461,D
70,random,1.5,8,2963,0.7234,Pneumonia,A,A,True,True,0.07898281530443844,A) Pneumonia
70,near_dup,4.0,8,2381,0.5813,Pneumonia,A,A,True,True,0.07654728750422432,A) Pneumonia
71,disjoint,0.0,8,2901,0.7083,Acute COPD exacerbation / infection,B,B,True,True,0.0014042938491716228,B
71,random,0.25,8,2967,0.7244,Acute COPD exacerbation / infection,B,B,True,True,0.003631816451111547,B
71,near_dup,4.0,8,3091,0.7546,Acute COPD exacerbation / infection,B,B,True,True,0.0008509600836106301,B
72,disjoint,0.0,8,3194,0.7798,GERD,B,B,True,True,0.010800445058407604,B
72,random,0.875,8,3465,0.8459,GERD,B,B,True,True,0.003960015858609722,B
72,near_dup,3.0,8,2663,0.6501,GERD,B,B,True,True,0.000552801568119321,B
73,disjoint,0.0,8,2800,0.6836,Acute pulmonary edema,A,A,True,True,0.03667137762090533,A) Acute pulmonary edema
73,random,0.5,8,3076,0.751,Acute pulmonary edema,A,A,True,True,0.02420626330632558,A) Acute pulmonary edema
73,near_dup,3.375,8,3226,0.7876,Acute pulmonary edema,A,C,False,True,0.0904981829226017,C
75,disjoint,0.0,8,3122,0.7622,Bronchiectasis,C,A,False,True,0.08583965944126248,A
75,random,0.625,8,3498,0.854,Bronchiectasis,C,A,False,True,0.05942020795691602,A) Acute COPD exacerbation / infection
75,near_dup,4.0,8,3243,0.7917,Bronchiectasis,C,D,False,True,0.3552127629518509,D
77,disjoint,0.0,8,3211,0.7839,HIV (initial infection),A,A,True,True,0.06363259993486281,A) HIV (initial infection)
77,random,0.375,8,3359,0.8201,HIV (initial infection),A,A,True,True,0.056894463167964204,A) HIV (initial infection)
77,near_dup,4.0,8,3725,0.9094,HIV (initial infection),A,A,True,True,0.08848235232977686,A) HIV (initial infection)
78,disjoint,0.0,8,2925,0.7141,GERD,D,D,True,True,0.04661145986165138,D
78,random,0.875,8,2673,0.6526,GERD,D,D,True,True,0.03831985451137143,D
78,near_dup,3.0,8,3071,0.7498,GERD,D,D,True,True,0.029982276612216197,D
79,disjoint,0.0,8,3396,0.8291,Bronchospasm / acute asthma exacerbation,E,E,True,True,0.000521315610043871,E
79,random,1.125,8,3694,0.9019,Bronchospasm / acute asthma exacerbation,E,E,True,True,0.0021670251460932377,E
79,near_dup,4.0,8,2326,0.5679,Bronchospasm / acute asthma exacerbation,E,E,True,True,0.0003711212361707794,E
80,disjoint,0.0,8,3230,0.7886,Bronchitis,E,B,False,True,0.017509437292801522,B
80,random,0.75,8,3348,0.8174,Bronchitis,E,B,False,True,0.0008566406750105671,B
80,near_dup,4.0,8,2437,0.595,Bronchitis,E,B,False,True,0.007826625641499163,B
81,disjoint,0.0,8,3206,0.7827,URTI,A,A,True,True,0.20709668045931315,A) URTI
81,random,0.625,8,3285,0.802,URTI,A,A,True,True,0.2841951985729452,A) URTI
81,near_dup,4.0,8,3829,0.9348,URTI,A,A,True,True,0.06995912139912737,A) URTI
82,disjoint,0.0,8,3119,0.7615,Spontaneous rib fracture,D,B,False,True,0.03812549076974392,B
82,random,0.875,8,3286,0.8022,Spontaneous rib fracture,D,C,False,True,0.015425602323375642,C
82,near_dup,3.0,8,2615,0.6384,Spontaneous rib fracture,D,B,False,True,0.6019538254477084,B
83,disjoint,0.0,8,2815,0.6873,Myasthenia gravis,E,E,True,True,0.02259717301001274,E
83,random,0.875,8,3106,0.7583,Myasthenia gravis,E,E,True,True,0.0046131286457580245,E
83,near_dup,4.0,8,2365,0.5774,Myasthenia gravis,E,E,True,True,0.3958218989566964,"E) Myasthenia gravis

The symptoms and history suggest a neuromuscular disorder affecting multiple muscle groups, including difficulty articulating words, speaking"
84,disjoint,0.0,8,2973,0.7258,Atrial fibrillation,C,C,True,True,0.4254991114139557,C
84,random,0.625,8,2849,0.6956,Atrial fibrillation,C,C,True,True,0.4075704663991928,C
84,near_dup,4.0,8,2515,0.614,Atrial fibrillation,C,C,True,True,0.14451565213676076,C
85,disjoint,0.0,8,3242,0.7915,Anaphylaxis,A,A,True,True,0.24971749587334013,A
85,random,0.25,8,3159,0.7712,Anaphylaxis,A,A,True,True,0.24946463587680645,A
85,near_dup,3.0,8,3360,0.8203,Anaphylaxis,A,A,True,True,0.3212436474695326,A
86,disjoint,0.0,8,3284,0.8018,Pulmonary neoplasm,A,A,True,True,0.1719278840458358,A
86,random,0.875,8,3174,0.7749,Pulmonary neoplasm,A,A,True,True,0.2226964878216231,A
86,near_dup,3.0,8,3197,0.7805,Pulmonary neoplasm,A,A,True,True,0.15929333225262,A
87,disjoint,0.0,8,3158,0.771,Sarcoidosis,D,C,False,True,0.2479703980174662,C) Possible NSTEMI / STEMI
87,random,0.875,8,2807,0.6853,Sarcoidosis,D,D,True,True,0.100067637860775,D
87,near_dup,3.125,8,3267,0.7976,Sarcoidosis,D,D,True,True,0.3608143478631973,D
88,disjoint,0.0,8,3378,0.8247,Anaphylaxis,C,C,True,True,0.05016069783968646,C
88,random,0.5,8,3202,0.7817,Anaphylaxis,C,C,True,True,0.010054757139549508,C
88,near_dup,3.0,8,3211,0.7839,Anaphylaxis,C,C,True,True,0.028516221993740487,C
89,disjoint,0.0,8,2965,0.7239,Panic attack,A,A,True,True,0.35891059041023254,A
89,random,1.0,8,3101,0.7571,Panic attack,A,A,True,True,0.40986814349889755,A
89,near_dup,4.0,8,3477,0.8489,Panic attack,A,A,True,True,0.30341481974474505,A
90,disjoint,0.0,8,3182,0.7769,Tuberculosis,E,B,False,True,0.1468834402039647,B
90,random,0.875,8,2951,0.7205,Tuberculosis,E,E,True,True,0.0016625432763248682,E
90,near_dup,4.0,8,3407,0.8318,Tuberculosis,E,B,False,True,0.10796228982508183,B
91,disjoint,0.0,8,2821,0.6887,Allergic sinusitis,E,E,True,True,0.00034047268800918573,E
91,random,1.25,8,2853,0.6965,Allergic sinusitis,E,E,True,True,0.000479638615299649,E
91,near_dup,4.0,8,3115,0.7605,Allergic sinusitis,E,E,True,True,0.0004098708816933083,E
92,disjoint,0.0,8,2920,0.7129,Myasthenia gravis,E,D,False,True,0.006468065665103495,D
92,random,0.5,8,2977,0.7268,Myasthenia gravis,E,D,False,True,0.3182724651414901,D
92,near_dup,4.0,8,2499,0.6101,Myasthenia gravis,E,E,True,True,0.17587875883327797,E
93,disjoint,0.0,8,3027,0.739,Acute dystonic reactions,B,B,True,True,0.00485225473714479,B
93,random,1.5,8,2888,0.7051,Acute dystonic reactions,B,B,True,True,0.0005071722880529705,B
93,near_dup,4.0,8,2373,0.5793,Acute dystonic reactions,B,B,True,True,0.0054865761112523614,B
94,disjoint,0.0,8,2730,0.6665,Unstable angina,D,A,False,True,0.2613944762852043,A
94,random,0.25,8,2753,0.6721,Unstable angina,D,A,False,True,0.32876227592350915,A
94,near_dup,4.0,8,3943,0.9626,Unstable angina,D,A,False,True,0.1526541082564165,A) Possible NSTEMI / STEMI
95,disjoint,0.0,8,3129,0.7639,URTI,B,B,True,True,0.008467320537874912,B
95,random,0.75,8,2896,0.707,URTI,B,B,True,True,0.011136449293360329,B
95,near_dup,4.0,8,3556,0.8682,URTI,B,B,True,True,0.03399215957730917,B
96,disjoint,0.0,8,2804,0.6846,Anaphylaxis,A,B,False,True,0.3174961544573307,B
96,random,0.75,8,2578,0.6294,Anaphylaxis,A,A,True,True,0.11807129830070348,A) Anaphylaxis
