dataset,probe_variant,condition,layer,strength,signed_strength,raw_vector_norm,steering_vector_norm,prompt_idx,question,immediate,long_term,prompt,continuation,parsed_letter,parsed_semantic,parse_method,fallback_used,score_a,score_b,immediate_sum_logprob,immediate_avg_logprob,immediate_token_count,long_term_sum_logprob,long_term_avg_logprob,long_term_token_count,long_minus_immediate_sum_logprob,long_minus_immediate_avg_logprob,logprob_prefers_long_term,source_path,result_source,reused_from_path
implicit_full,mm,steer_long_term,10,2.0,2.0,8.77165412902832,0.9999999403953552,10,"When facing a PR crisis, communications directs efforts toward", (A) issuing statements and managing media inquiries, (B) rebuilding brand trust and stakeholder relationships,"When facing a PR crisis, communications directs efforts toward
Options:
  issuing statements and managing media inquiries
  rebuilding brand trust and stakeholder relationships
  Answer:
","When facing a PR crisis, communications directs efforts toward:

**issuing statements and managing media inquiries**

**Answer:**  
**issuing statements and managing media inquiries",A,choose_immediate,literal_exact_stripped,False,3506.0,0.0,-43.12110137939453,-6.160157680511475,7,-41.91823196411133,-5.239778995513916,8,1.2028694152832031,0.9203786849975586,1.0,/workspace/results/qwen3_4b_probe_artifact_steering_question_options_answer_colab/20260405-194733/mmraz_qwen3_probe_artifact_steering_question_options_answer_logs_20260405-194733.csv,reused_existing,/workspace/results/qwen3_4b_probe_artifact_steering_question_options_answer_colab/20260405-194733/mmraz_qwen3_probe_artifact_steering_question_options_answer_logs_20260405-194733.csv
implicit_full,mm,steer_long_term,10,2.0,2.0,8.77165412902832,0.9999999403953552,11,The coastal city's flood response emphasizes, (B) pumping water and relocating displaced residents, (A) constructing sea walls and improving drainage infrastructure,"The coastal city's flood response emphasizes
Options:
  constructing sea walls and improving drainage infrastructure
  pumping water and relocating displaced residents
  Answer:
","The coastal city's flood response emphasizes **constructing sea walls and improving drainage infrastructure**.

**Answer:**  
constructing sea walls and improving drainage infrastructure",A,choose_long_term,literal_exact_stripped,False,3507.0,0.0,-42.48705673217773,-5.310882091522217,8,-43.03125381469727,-5.378906726837158,8,-0.5441970825195312,-0.0680246353149414,0.0,/workspace/results/qwen3_4b_probe_artifact_steering_question_options_answer_colab/20260405-194733/mmraz_qwen3_probe_artifact_steering_question_options_answer_logs_20260405-194733.csv,reused_existing,/workspace/results/qwen3_4b_probe_artifact_steering_question_options_answer_colab/20260405-194733/mmraz_qwen3_probe_artifact_steering_question_options_answer_logs_20260405-194733.csv
implicit_full,mm,steer_long_term,10,2.0,2.0,8.77165412902832,0.9999999403953552,12,"During the talent exodus, HR focuses on", (A) redistributing workloads and hiring contractors, (B) improving compensation structures and workplace culture,"During the talent exodus, HR focuses on
Options:
  redistributing workloads and hiring contractors
  improving compensation structures and workplace culture
  Answer:
","During the talent exodus, HR focuses on:

**improving compensation structures and workplace culture**

**Answer:** improving compensation structures and workplace culture.",B,choose_long_term,literal_exact_stripped,False,0.0,3506.0,-39.42901992797852,-4.9286274909973145,8,-35.60855865478516,-4.4510698318481445,8,3.82046127319336,0.4775576591491699,1.0,/workspace/results/qwen3_4b_probe_artifact_steering_question_options_answer_colab/20260405-194733/mmraz_qwen3_probe_artifact_steering_question_options_answer_logs_20260405-194733.csv,reused_existing,/workspace/results/qwen3_4b_probe_artifact_steering_question_options_answer_colab/20260405-194733/mmraz_qwen3_probe_artifact_steering_question_options_answer_logs_20260405-194733.csv
implicit_full,mm,steer_long_term,10,2.0,2.0,8.77165412902832,0.9999999403953552,13,The network outage prompts engineers to concentrate on, (B) rerouting traffic and restoring connectivity, (A) building redundant paths and failover systems,"The network outage prompts engineers to concentrate on
Options:
  building redundant paths and failover systems
  rerouting traffic and restoring connectivity
  Answer:
","The network outage prompts engineers to concentrate on **rerouting traffic and restoring connectivity**.

**Answer:**  
**rerouting traffic and restoring connectivity**",B,choose_immediate,literal_exact_stripped,False,0.0,3505.0,-47.32519912719727,-7.887533187866211,6,-40.77344131469727,-5.824777603149414,7,6.5517578125,2.062755584716797,1.0,/workspace/results/qwen3_4b_probe_artifact_steering_question_options_answer_colab/20260405-194733/mmraz_qwen3_probe_artifact_steering_question_options_answer_logs_20260405-194733.csv,reused_existing,/workspace/results/qwen3_4b_probe_artifact_steering_question_options_answer_colab/20260405-194733/mmraz_qwen3_probe_artifact_steering_question_options_answer_logs_20260405-194733.csv
implicit_full,mm,steer_long_term,10,2.0,2.0,8.77165412902832,0.9999999403953552,14,"When inventory runs low, operations management pursues", (A) expediting shipments and rationing existing stock, (B) implementing demand forecasting and buffer systems,"When inventory runs low, operations management pursues
Options:
  expediting shipments and rationing existing stock
  implementing demand forecasting and buffer systems
  Answer:
","When inventory runs low, operations management typically pursues:

**expediting shipments and rationing existing stock**

This is the correct answer because when inventory is low,",A,choose_immediate,literal_exact_stripped,False,3506.0,0.0,-44.85815048217773,-5.607268810272217,8,-46.54443359375,-6.649205207824707,7,-1.6862831115722656,-1.0419363975524902,0.0,/workspace/results/qwen3_4b_probe_artifact_steering_question_options_answer_colab/20260405-194733/mmraz_qwen3_probe_artifact_steering_question_options_answer_logs_20260405-194733.csv,reused_existing,/workspace/results/qwen3_4b_probe_artifact_steering_question_options_answer_colab/20260405-194733/mmraz_qwen3_probe_artifact_steering_question_options_answer_logs_20260405-194733.csv
implicit_full,mm,steer_long_term,10,2.0,2.0,8.77165412902832,0.9999999403953552,15,The hospital's infection outbreak response targets, (B) quarantining affected wards and contact tracing, (A) upgrading ventilation and sanitation infrastructure,"The hospital's infection outbreak response targets
Options:
  upgrading ventilation and sanitation infrastructure
  quarantining affected wards and contact tracing
  Answer:
","The hospital's infection outbreak response targets include:

**Quarantining affected wards and contact tracing**

**Answer:**  
**quarantining affected wards and",B,choose_immediate,literal_exact_stripped,False,0.0,3506.0,-48.539093017578125,-5.393232822418213,9,-49.6163330078125,-8.269389152526855,6,-1.077239990234375,-2.8761563301086426,0.0,/workspace/results/qwen3_4b_probe_artifact_steering_question_options_answer_colab/20260405-194733/mmraz_qwen3_probe_artifact_steering_question_options_answer_logs_20260405-194733.csv,reused_existing,/workspace/results/qwen3_4b_probe_artifact_steering_question_options_answer_colab/20260405-194733/mmraz_qwen3_probe_artifact_steering_question_options_answer_logs_20260405-194733.csv
implicit_full,mm,steer_long_term,10,2.0,2.0,8.77165412902832,0.9999999403953552,16,"After equipment failure, the plant manager emphasizes", (A) repairing machinery and resuming production lines, (B) scheduling preventive maintenance and equipment upgrades,"After equipment failure, the plant manager emphasizes
Options:
  repairing machinery and resuming production lines
  scheduling preventive maintenance and equipment upgrades
  Answer:
","The correct answer depends on the context of the situation, but based on the phrase ""after equipment failure,"" the most appropriate response would be:

**repairing machinery",A,choose_immediate,ab_logit_fallback,True,13.921875,9.3203125,-35.27870178222656,-4.40983772277832,8,-43.3187370300293,-6.188391208648682,7,-8.040035247802734,-1.778553485870361,0.0,/workspace/results/qwen3_4b_probe_artifact_steering_question_options_answer_colab/20260405-194733/mmraz_qwen3_probe_artifact_steering_question_options_answer_logs_20260405-194733.csv,reused_existing,/workspace/results/qwen3_4b_probe_artifact_steering_question_options_answer_colab/20260405-194733/mmraz_qwen3_probe_artifact_steering_question_options_answer_logs_20260405-194733.csv
implicit_full,mm,steer_long_term,10,2.0,2.0,8.77165412902832,0.9999999403953552,17,The airline's mechanical issue response involves, (B) rebooking passengers and arranging accommodations, (A) overhauling inspection procedures and fleet maintenance,"The airline's mechanical issue response involves
Options:
  overhauling inspection procedures and fleet maintenance
  rebooking passengers and arranging accommodations
  Answer:
","The airline's mechanical issue response involves:

**overhauling inspection procedures and fleet maintenance**

This option addresses the root cause of the mechanical issue by improving inspection processes",A,choose_long_term,literal_exact_stripped,False,3506.0,0.0,-43.39067077636719,-7.231778621673584,6,-47.8125,-5.9765625,8,-4.4218292236328125,1.255216121673584,1.0,/workspace/results/qwen3_4b_probe_artifact_steering_question_options_answer_colab/20260405-194733/mmraz_qwen3_probe_artifact_steering_question_options_answer_logs_20260405-194733.csv,reused_existing,/workspace/results/qwen3_4b_probe_artifact_steering_question_options_answer_colab/20260405-194733/mmraz_qwen3_probe_artifact_steering_question_options_answer_logs_20260405-194733.csv
implicit_full,mm,steer_long_term,10,2.0,2.0,8.77165412902832,0.9999999403953552,18,"When customer complaints spike, service leadership focuses on", (A) resolving individual cases and offering compensation, (B) redesigning service processes and feedback systems,"When customer complaints spike, service leadership focuses on
Options:
  resolving individual cases and offering compensation
  redesigning service processes and feedback systems
  Answer:
","When customer complaints spike, service leadership focuses on:

**redesigning service processes and feedback systems**

**Answer:**  
redesigning service processes and feedback systems",B,choose_long_term,literal_exact_stripped,False,0.0,3506.0,-44.61054229736328,-6.372934818267822,7,-43.57164764404297,-5.446455955505371,8,1.0388946533203125,0.9264788627624512,1.0,/workspace/results/qwen3_4b_probe_artifact_steering_question_options_answer_colab/20260405-194733/mmraz_qwen3_probe_artifact_steering_question_options_answer_logs_20260405-194733.csv,reused_existing,/workspace/results/qwen3_4b_probe_artifact_steering_question_options_answer_colab/20260405-194733/mmraz_qwen3_probe_artifact_steering_question_options_answer_logs_20260405-194733.csv
implicit_full,mm,steer_long_term,10,2.0,2.0,8.77165412902832,0.9999999403953552,19,The bank's fraud incident triggers efforts toward, (B) freezing suspicious accounts and notifying customers, (A) deploying advanced detection algorithms and authentication,"The bank's fraud incident triggers efforts toward
Options:
  deploying advanced detection algorithms and authentication
  freezing suspicious accounts and notifying customers
  Answer:
","The bank's fraud incident triggers efforts toward:

**deploying advanced detection algorithms and authentication**

**Answer:**  
deploying advanced detection algorithms and authentication",A,choose_long_term,literal_exact_stripped,False,3506.0,0.0,-42.96094512939453,-6.137278079986572,7,-37.49219131469727,-5.356027603149414,7,5.468753814697266,0.7812504768371582,1.0,/workspace/results/qwen3_4b_probe_artifact_steering_question_options_answer_colab/20260405-194733/mmraz_qwen3_probe_artifact_steering_question_options_answer_logs_20260405-194733.csv,reused_existing,/workspace/results/qwen3_4b_probe_artifact_steering_question_options_answer_colab/20260405-194733/mmraz_qwen3_probe_artifact_steering_question_options_answer_logs_20260405-194733.csv
implicit_full,mm,steer_long_term,10,2.0,2.0,8.77165412902832,0.9999999403953552,20,"During the drought, water authorities concentrate on", (A) implementing rationing and emergency distribution, (B) building desalination plants and conservation infrastructure,"During the drought, water authorities concentrate on
Options:
  implementing rationing and emergency distribution
  building desalination plants and conservation infrastructure
  Answer:
","During a drought, water authorities typically prioritize **implementing rationing and emergency distribution** to ensure that available water is allocated efficiently and equitably to essential needs.",A,choose_immediate,literal_exact_stripped,False,3505.0,0.0,-38.463172912597656,-5.494739055633545,7,-38.36356735229492,-4.795445919036865,8,0.0996055603027343,0.6992931365966797,1.0,/workspace/results/qwen3_4b_probe_artifact_steering_question_options_answer_colab/20260405-194733/mmraz_qwen3_probe_artifact_steering_question_options_answer_logs_20260405-194733.csv,reused_existing,/workspace/results/qwen3_4b_probe_artifact_steering_question_options_answer_colab/20260405-194733/mmraz_qwen3_probe_artifact_steering_question_options_answer_logs_20260405-194733.csv
implicit_full,mm,steer_long_term,10,2.0,2.0,8.77165412902832,0.9999999403953552,21,The startup's cash crisis leads founders to pursue, (B) cutting expenses and negotiating payment extensions, (A) diversifying funding sources and improving unit economics,"The startup's cash crisis leads founders to pursue
Options:
  diversifying funding sources and improving unit economics
  cutting expenses and negotiating payment extensions
  Answer:
","The correct answer is:  
**cutting expenses and negotiating payment extensions**

**Explanation:**  
When a startup is in a cash crisis, the most immediate and",B,choose_immediate,literal_exact_stripped,False,0.0,3506.0,-37.73894882202149,-5.3912787437438965,7,-37.158958435058594,-4.128773212432861,9,0.5799903869628906,1.2625055313110352,1.0,/workspace/results/qwen3_4b_probe_artifact_steering_question_options_answer_colab/20260405-194733/mmraz_qwen3_probe_artifact_steering_question_options_answer_logs_20260405-194733.csv,reused_existing,/workspace/results/qwen3_4b_probe_artifact_steering_question_options_answer_colab/20260405-194733/mmraz_qwen3_probe_artifact_steering_question_options_answer_logs_20260405-194733.csv
implicit_full,mm,steer_long_term,10,2.0,2.0,8.77165412902832,0.9999999403953552,22,"When the bridge shows structural concerns, engineers prioritize", (A) restricting traffic loads and monitoring stress points, (B) retrofitting supports and updating inspection protocols,"When the bridge shows structural concerns, engineers prioritize
Options:
  restricting traffic loads and monitoring stress points
  retrofitting supports and updating inspection protocols
  Answer:
","When a bridge shows structural concerns, engineers prioritize:

**retrofitting supports and updating inspection protocols**

This option addresses both the immediate safety concerns (retro",B,choose_long_term,literal_exact_stripped,False,0.0,3506.0,-45.921630859375,-5.740203857421875,8,-43.68596267700195,-4.853995800018311,9,2.235668182373047,0.8862080574035645,1.0,/workspace/results/qwen3_4b_probe_artifact_steering_question_options_answer_colab/20260405-194733/mmraz_qwen3_probe_artifact_steering_question_options_answer_logs_20260405-194733.csv,reused_existing,/workspace/results/qwen3_4b_probe_artifact_steering_question_options_answer_colab/20260405-194733/mmraz_qwen3_probe_artifact_steering_question_options_answer_logs_20260405-194733.csv
implicit_full,mm,steer_long_term,10,2.0,2.0,8.77165412902832,0.9999999403953552,23,The university's enrollment drop prompts administration to focus on, (B) offering scholarships and extending admission deadlines, (A) developing new programs and improving student outcomes,"The university's enrollment drop prompts administration to focus on
Options:
  developing new programs and improving student outcomes
  offering scholarships and extending admission deadlines
  Answer:
","The university's enrollment drop prompts administration to focus on **developing new programs and improving student outcomes**.

**Answer:**  
developing new programs and improving student",A,choose_long_term,literal_exact_stripped,False,3507.0,0.0,-41.04690170288086,-5.8638434410095215,7,-37.89455795288086,-4.736819744110107,8,3.15234375,1.127023696899414,1.0,/workspace/results/qwen3_4b_probe_artifact_steering_question_options_answer_colab/20260405-194733/mmraz_qwen3_probe_artifact_steering_question_options_answer_logs_20260405-194733.csv,reused_existing,/workspace/results/qwen3_4b_probe_artifact_steering_question_options_answer_colab/20260405-194733/mmraz_qwen3_probe_artifact_steering_question_options_answer_logs_20260405-194733.csv
implicit_full,mm,steer_long_term,10,2.0,2.0,8.77165412902832,0.9999999403953552,24,"After the cyberattack, the CISO's directive emphasizes", (A) disconnecting compromised systems and preserving evidence, (B) implementing security training and threat monitoring,"After the cyberattack, the CISO's directive emphasizes
Options:
  disconnecting compromised systems and preserving evidence
  implementing security training and threat monitoring
  Answer:
","The correct answer is:  
**disconnecting compromised systems and preserving evidence**

This is the immediate and critical action that should be taken after a cyberattack to contain",A,choose_immediate,literal_exact_stripped,False,3506.0,0.0,-36.76290893554688,-5.25184440612793,7,-43.73292922973633,-6.247561454772949,7,-6.970020294189453,-0.9957170486450196,0.0,/workspace/results/qwen3_4b_probe_artifact_steering_question_options_answer_colab/20260405-194733/mmraz_qwen3_probe_artifact_steering_question_options_answer_logs_20260405-194733.csv,reused_existing,/workspace/results/qwen3_4b_probe_artifact_steering_question_options_answer_colab/20260405-194733/mmraz_qwen3_probe_artifact_steering_question_options_answer_logs_20260405-194733.csv
implicit_full,mm,steer_long_term,10,2.0,2.0,8.77165412902832,0.9999999403953552,25,The restaurant chain's food safety incident triggers focus on, (B) recalling products and cooperating with health inspectors, (A) upgrading kitchen equipment and supplier verification,"The restaurant chain's food safety incident triggers focus on
Options:
  upgrading kitchen equipment and supplier verification
  recalling products and cooperating with health inspectors
  Answer:
","The correct answer is:  
**recalling products and cooperating with health inspectors**

This option directly addresses the immediate and critical steps that should be taken in response to",B,choose_immediate,literal_exact_stripped,False,0.0,3507.0,-41.613548278808594,-5.201693534851074,8,-45.81743621826172,-6.545348167419434,7,-4.203887939453125,-1.3436546325683594,0.0,/workspace/results/qwen3_4b_probe_artifact_steering_question_options_answer_colab/20260405-194733/mmraz_qwen3_probe_artifact_steering_question_options_answer_logs_20260405-194733.csv,reused_existing,/workspace/results/qwen3_4b_probe_artifact_steering_question_options_answer_colab/20260405-194733/mmraz_qwen3_probe_artifact_steering_question_options_answer_logs_20260405-194733.csv
implicit_full,mm,steer_long_term,10,2.0,2.0,8.77165412902832,0.9999999403953552,26,"When server capacity is overwhelmed, DevOps concentrates on", (A) spinning up additional instances and load balancing, (B) architecting auto-scaling infrastructure and caching layers,"When server capacity is overwhelmed, DevOps concentrates on
Options:
  spinning up additional instances and load balancing
  architecting auto-scaling infrastructure and caching layers
  Answer:
","When server capacity is overwhelmed, **DevOps** focuses on **spinning up additional instances and load balancing**.

### Explanation:
- **Spinning up additional",A,choose_immediate,literal_exact_stripped,False,3507.0,0.0,-44.10455322265625,-5.513069152832031,8,-43.63579177856445,-4.363579273223877,10,0.4687614440917969,1.1494898796081543,1.0,/workspace/results/qwen3_4b_probe_artifact_steering_question_options_answer_colab/20260405-194733/mmraz_qwen3_probe_artifact_steering_question_options_answer_logs_20260405-194733.csv,reused_existing,/workspace/results/qwen3_4b_probe_artifact_steering_question_options_answer_colab/20260405-194733/mmraz_qwen3_probe_artifact_steering_question_options_answer_logs_20260405-194733.csv
implicit_full,mm,steer_long_term,10,2.0,2.0,8.77165412902832,0.9999999403953552,27,The transit system's breakdown leads management to pursue, (B) deploying shuttle buses and communicating delays, (A) modernizing fleet maintenance and signal systems,"The transit system's breakdown leads management to pursue
Options:
  modernizing fleet maintenance and signal systems
  deploying shuttle buses and communicating delays
  Answer:
","The correct answer is:  
**deploying shuttle buses and communicating delays**

**Explanation:**  
When a transit system experiences a breakdown, the immediate priorities are often",B,choose_immediate,literal_exact_stripped,False,0.0,3506.0,-40.8203353881836,-5.83147668838501,7,-41.43948745727539,-5.91992712020874,7,-0.6191520690917969,-0.0884504318237304,0.0,/workspace/results/qwen3_4b_probe_artifact_steering_question_options_answer_colab/20260405-194733/mmraz_qwen3_probe_artifact_steering_question_options_answer_logs_20260405-194733.csv,reused_existing,/workspace/results/qwen3_4b_probe_artifact_steering_question_options_answer_colab/20260405-194733/mmraz_qwen3_probe_artifact_steering_question_options_answer_logs_20260405-194733.csv
