condition,signed_strength,steering_applied,steering_layer,set_type,dataset_index,benchmark_idx,level,days,org,dest,visiting_city_number,people_number,budget,parse_success,parse_method,parse_error,input_tokens,output_tokens,generation_seconds,prompt_path,response_path,plan_path
steer_immediate_minus91,-91.0,True,40,validation,16,17,easy,3,St. Louis,Washington,1,1,1500,True,json,,4302,349,22.725090265274048,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0017.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_immediate_minus91/responses/response_0017.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_immediate_minus91/plans/plan_0017.json
steer_immediate_minus91,-91.0,True,40,validation,17,18,easy,3,Denver,Palm Springs,1,1,2200,True,json,,4318,361,23.463271856307983,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0018.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_immediate_minus91/responses/response_0018.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_immediate_minus91/plans/plan_0018.json
steer_immediate_minus91,-91.0,True,40,validation,18,19,easy,3,Seattle,San Francisco,1,1,900,True,json,,5421,312,20.909075021743774,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0019.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_immediate_minus91/responses/response_0019.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_immediate_minus91/plans/plan_0019.json
steer_immediate_minus91,-91.0,True,40,validation,19,20,easy,3,Providence,Orlando,1,1,1800,True,json,,4119,322,21.12283229827881,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0020.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_immediate_minus91/responses/response_0020.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_immediate_minus91/plans/plan_0020.json
steer_immediate_minus91,-91.0,True,40,validation,20,21,easy,5,St. Louis,Florida,2,1,2900,True,json,,7407,528,35.11550259590149,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0021.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_immediate_minus91/responses/response_0021.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_immediate_minus91/plans/plan_0021.json
steer_immediate_minus91,-91.0,True,40,validation,21,22,easy,5,Colorado Springs,Illinois,2,1,1900,True,json,,6596,558,36.32137203216553,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0022.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_immediate_minus91/responses/response_0022.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_immediate_minus91/plans/plan_0022.json
steer_immediate_minus91,-91.0,True,40,validation,22,23,easy,5,Little Rock,Texas,2,1,3900,True,json,,9809,498,35.1354033946991,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0023.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_immediate_minus91/responses/response_0023.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_immediate_minus91/plans/plan_0023.json
steer_immediate_minus91,-91.0,True,40,validation,23,24,easy,5,Latrobe,South Carolina,2,1,4200,True,json,,6693,489,32.185378074645996,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0024.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_immediate_minus91/responses/response_0024.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_immediate_minus91/plans/plan_0024.json
steer_immediate_minus91,-91.0,True,40,validation,24,25,easy,5,Jacksonville,Michigan,2,1,4600,True,json,,6567,485,31.84406304359436,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0025.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_immediate_minus91/responses/response_0025.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_immediate_minus91/plans/plan_0025.json
steer_immediate_minus91,-91.0,True,40,validation,25,26,easy,5,Orlando,Illinois,2,1,2700,True,json,,7681,603,39.98318314552307,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0026.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_immediate_minus91/responses/response_0026.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_immediate_minus91/plans/plan_0026.json
steer_immediate_minus91,-91.0,True,40,validation,26,27,easy,5,Billings,Minnesota,2,1,4000,True,json,,6831,482,31.848788022994995,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0027.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_immediate_minus91/responses/response_0027.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_immediate_minus91/plans/plan_0027.json
steer_immediate_minus91,-91.0,True,40,validation,27,28,easy,5,Washington,Virginia,2,1,2200,True,json,,6689,524,34.323530435562134,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0028.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_immediate_minus91/responses/response_0028.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_immediate_minus91/plans/plan_0028.json
steer_immediate_minus91,-91.0,True,40,validation,28,29,easy,5,Richmond,Tennessee,2,1,2600,True,json,,6023,519,33.60722780227661,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0029.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_immediate_minus91/responses/response_0029.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_immediate_minus91/plans/plan_0029.json
steer_immediate_minus91,-91.0,True,40,validation,29,30,easy,5,Key West,Indiana,2,1,2000,True,json,,6363,525,34.25806427001953,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0030.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_immediate_minus91/responses/response_0030.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_immediate_minus91/plans/plan_0030.json
steer_immediate_minus91,-91.0,True,40,validation,30,31,easy,5,Cedar Rapids,Colorado,2,1,4300,True,json,,5909,568,36.808701515197754,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0031.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_immediate_minus91/responses/response_0031.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_immediate_minus91/plans/plan_0031.json
steer_immediate_minus91,-91.0,True,40,validation,31,32,easy,5,Omaha,Washington,2,1,5000,True,json,,7266,582,38.34946060180664,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0032.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_immediate_minus91/responses/response_0032.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_immediate_minus91/plans/plan_0032.json
steer_immediate_minus91,-91.0,True,40,validation,32,33,easy,5,Denver,Washington,2,1,4200,True,json,,7555,526,35.10624647140503,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0033.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_immediate_minus91/responses/response_0033.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_immediate_minus91/plans/plan_0033.json
steer_immediate_minus91,-91.0,True,40,validation,33,34,easy,5,Charlotte,New Jersey,2,1,4200,True,json,,7030,439,29.38927721977234,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0034.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_immediate_minus91/responses/response_0034.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_immediate_minus91/plans/plan_0034.json
steer_immediate_minus91,-91.0,True,40,validation,34,35,easy,5,Gainesville,North Carolina,2,1,2900,True,json,,6490,652,42.02281880378723,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0035.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_immediate_minus91/responses/response_0035.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_immediate_minus91/plans/plan_0035.json
steer_immediate_minus91,-91.0,True,40,validation,35,36,easy,5,Los Angeles,Colorado,2,1,4700,True,json,,6547,509,33.342164516448975,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0036.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_immediate_minus91/responses/response_0036.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_immediate_minus91/plans/plan_0036.json
steer_immediate_minus91,-91.0,True,40,validation,36,37,easy,5,Albuquerque,Texas,2,1,2100,True,json,,10557,494,35.464306354522705,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0037.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_immediate_minus91/responses/response_0037.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_immediate_minus91/plans/plan_0037.json
steer_immediate_minus91,-91.0,True,40,validation,37,38,easy,5,Birmingham,Florida,2,1,3500,True,json,,6951,446,29.80397915840149,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0038.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_immediate_minus91/responses/response_0038.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_immediate_minus91/plans/plan_0038.json
steer_immediate_minus91,-91.0,True,40,validation,38,39,easy,5,Killeen,Texas,2,1,3500,True,json,,8894,570,38.877318382263184,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0039.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_immediate_minus91/responses/response_0039.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_immediate_minus91/plans/plan_0039.json
steer_immediate_minus91,-91.0,True,40,validation,39,40,easy,5,Sun Valley,California,2,1,2600,True,json,,6520,518,33.88087868690491,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0040.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_immediate_minus91/responses/response_0040.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_immediate_minus91/plans/plan_0040.json
steer_immediate_minus91,-91.0,True,40,validation,40,41,easy,7,Philadelphia,Virginia,3,1,1800,True,json,,10168,895,60.57404661178589,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0041.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_immediate_minus91/responses/response_0041.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_immediate_minus91/plans/plan_0041.json
steer_immediate_minus91,-91.0,True,40,validation,41,42,easy,7,Bakersfield,Texas,3,1,6100,True,json,,11254,744,51.966617584228516,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0042.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_immediate_minus91/responses/response_0042.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_immediate_minus91/plans/plan_0042.json
steer_immediate_minus91,-91.0,True,40,validation,42,43,easy,7,Kona,California,3,1,5800,True,json,,9647,698,47.63004541397095,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0043.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_immediate_minus91/responses/response_0043.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_immediate_minus91/plans/plan_0043.json
steer_immediate_minus91,-91.0,True,40,validation,43,44,easy,7,Medford,Colorado,3,1,2400,True,json,,7956,699,46.11392903327942,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0044.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_immediate_minus91/responses/response_0044.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_immediate_minus91/plans/plan_0044.json
steer_immediate_minus91,-91.0,True,40,validation,44,45,easy,7,Devils Lake,Colorado,3,1,3500,True,json,,7704,785,51.30215668678284,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0045.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_immediate_minus91/responses/response_0045.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_immediate_minus91/plans/plan_0045.json
steer_immediate_minus91,-91.0,True,40,validation,45,46,easy,7,Charlotte,Pennsylvania,3,1,5100,True,json,,9471,721,48.83905076980591,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0046.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_immediate_minus91/responses/response_0046.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_immediate_minus91/plans/plan_0046.json
steer_immediate_minus91,-91.0,True,40,validation,46,47,easy,7,Palm Springs,Texas,3,1,8100,True,json,,12548,711,51.17810869216919,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0047.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_immediate_minus91/responses/response_0047.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_immediate_minus91/plans/plan_0047.json
steer_immediate_minus91,-91.0,True,40,validation,47,48,easy,7,Philadelphia,Virginia,3,1,2900,True,json,,9962,707,48.456273317337036,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0048.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_immediate_minus91/responses/response_0048.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_immediate_minus91/plans/plan_0048.json
steer_immediate_minus91,-91.0,True,40,validation,48,49,easy,7,Dallas,Nebraska,3,1,5600,True,json,,9192,709,47.85245442390442,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0049.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_immediate_minus91/responses/response_0049.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_immediate_minus91/plans/plan_0049.json
steer_immediate_minus91,-91.0,True,40,validation,49,50,easy,7,Columbus,Texas,3,1,4200,True,json,,11496,714,50.273184061050415,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0050.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_immediate_minus91/responses/response_0050.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_immediate_minus91/plans/plan_0050.json
steer_immediate_minus91,-91.0,True,40,validation,50,51,easy,7,Indianapolis,North Carolina,3,1,6500,True,json,,9662,797,53.90074014663696,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0051.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_immediate_minus91/responses/response_0051.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_immediate_minus91/plans/plan_0051.json
steer_immediate_minus91,-91.0,True,40,validation,51,52,easy,7,Wichita,Colorado,3,1,5900,True,json,,8592,795,52.7322633266449,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0052.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_immediate_minus91/responses/response_0052.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_immediate_minus91/plans/plan_0052.json
steer_immediate_minus91,-91.0,True,40,validation,52,53,easy,7,Augusta,Texas,3,1,4100,True,json,,9255,706,47.761940240859985,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0053.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_immediate_minus91/responses/response_0053.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_immediate_minus91/plans/plan_0053.json
steer_immediate_minus91,-91.0,True,40,validation,53,54,easy,7,Savannah,Texas,3,1,3200,True,json,,10226,1126,75.29037833213806,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0054.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_immediate_minus91/responses/response_0054.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_immediate_minus91/plans/plan_0054.json
steer_immediate_minus91,-91.0,True,40,validation,54,55,easy,7,Washington,Minnesota,3,1,7200,True,json,,10078,802,54.56260323524475,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0055.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_immediate_minus91/responses/response_0055.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_immediate_minus91/plans/plan_0055.json
steer_immediate_minus91,-91.0,True,40,validation,55,56,easy,7,Los Angeles,Florida,3,1,4700,True,json,,11319,673,47.48914933204651,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0056.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_immediate_minus91/responses/response_0056.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_immediate_minus91/plans/plan_0056.json
steer_immediate_minus91,-91.0,True,40,validation,56,57,easy,7,Kona,California,3,1,2500,True,json,,9438,702,47.6460165977478,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0057.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_immediate_minus91/responses/response_0057.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_immediate_minus91/plans/plan_0057.json
steer_immediate_minus91,-91.0,True,40,validation,57,58,easy,7,Louisville,Florida,3,1,7800,True,json,,9746,680,46.59641718864441,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0058.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_immediate_minus91/responses/response_0058.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/steer_immediate_minus91/plans/plan_0058.json
