condition,x_now,y_later,t_delay,repeat_idx,prompt,response,choice,steering_layer,signed_strength,probe_train_regime,probe_feature_name,vector_key,probe_artifact_path
steer_long_term_plus32,100,101,month,1,What would you prefer 100$ now or 101$ in month? Answer in just a few words.,I prefer $100 now.,x_now,22,32.0,explicit_train_only,mean_answer_tokens,mm_steering_vectors,/content/drive/MyDrive/spar-ai-temporal-activations-experiments-results/qwen_question_options_answer_probe_variations_colab/20260405-185421/qwen3_4b_question_options_answer_probe_artifacts_20260405-185421.npz
steer_long_term_plus32,100,101,year,1,What would you prefer 100$ now or 101$ in year? Answer in just a few words.,I prefer $100 now.,x_now,22,32.0,explicit_train_only,mean_answer_tokens,mm_steering_vectors,/content/drive/MyDrive/spar-ai-temporal-activations-experiments-results/qwen_question_options_answer_probe_variations_colab/20260405-185421/qwen3_4b_question_options_answer_probe_artifacts_20260405-185421.npz
steer_long_term_plus32,100,101,2 years,1,What would you prefer 100$ now or 101$ in 2 years? Answer in just a few words.,I would prefer $100 now.,x_now,22,32.0,explicit_train_only,mean_answer_tokens,mm_steering_vectors,/content/drive/MyDrive/spar-ai-temporal-activations-experiments-results/qwen_question_options_answer_probe_variations_colab/20260405-185421/qwen3_4b_question_options_answer_probe_artifacts_20260405-185421.npz
steer_long_term_plus32,100,101,3 years,1,What would you prefer 100$ now or 101$ in 3 years? Answer in just a few words.,I would prefer $100 now.,x_now,22,32.0,explicit_train_only,mean_answer_tokens,mm_steering_vectors,/content/drive/MyDrive/spar-ai-temporal-activations-experiments-results/qwen_question_options_answer_probe_variations_colab/20260405-185421/qwen3_4b_question_options_answer_probe_artifacts_20260405-185421.npz
steer_long_term_plus32,100,101,5 years,1,What would you prefer 100$ now or 101$ in 5 years? Answer in just a few words.,I would prefer $100 now.,x_now,22,32.0,explicit_train_only,mean_answer_tokens,mm_steering_vectors,/content/drive/MyDrive/spar-ai-temporal-activations-experiments-results/qwen_question_options_answer_probe_variations_colab/20260405-185421/qwen3_4b_question_options_answer_probe_artifacts_20260405-185421.npz
steer_long_term_plus32,100,101,10 years,1,What would you prefer 100$ now or 101$ in 10 years? Answer in just a few words.,I would prefer $100 now.,x_now,22,32.0,explicit_train_only,mean_answer_tokens,mm_steering_vectors,/content/drive/MyDrive/spar-ai-temporal-activations-experiments-results/qwen_question_options_answer_probe_variations_colab/20260405-185421/qwen3_4b_question_options_answer_probe_artifacts_20260405-185421.npz
steer_long_term_plus32,100,110,tomorrow,1,What would you prefer 100$ now or 110$ in tomorrow? Answer in just a few words.,I prefer $100 now.,x_now,22,32.0,explicit_train_only,mean_answer_tokens,mm_steering_vectors,/content/drive/MyDrive/spar-ai-temporal-activations-experiments-results/qwen_question_options_answer_probe_variations_colab/20260405-185421/qwen3_4b_question_options_answer_probe_artifacts_20260405-185421.npz
steer_long_term_plus32,100,110,week,1,What would you prefer 100$ now or 110$ in week? Answer in just a few words.,I prefer $100 now.,x_now,22,32.0,explicit_train_only,mean_answer_tokens,mm_steering_vectors,/content/drive/MyDrive/spar-ai-temporal-activations-experiments-results/qwen_question_options_answer_probe_variations_colab/20260405-185421/qwen3_4b_question_options_answer_probe_artifacts_20260405-185421.npz
steer_long_term_plus32,100,110,month,1,What would you prefer 100$ now or 110$ in month? Answer in just a few words.,I prefer $100 now.,x_now,22,32.0,explicit_train_only,mean_answer_tokens,mm_steering_vectors,/content/drive/MyDrive/spar-ai-temporal-activations-experiments-results/qwen_question_options_answer_probe_variations_colab/20260405-185421/qwen3_4b_question_options_answer_probe_artifacts_20260405-185421.npz
steer_long_term_plus32,100,110,year,1,What would you prefer 100$ now or 110$ in year? Answer in just a few words.,I prefer $100 now.,x_now,22,32.0,explicit_train_only,mean_answer_tokens,mm_steering_vectors,/content/drive/MyDrive/spar-ai-temporal-activations-experiments-results/qwen_question_options_answer_probe_variations_colab/20260405-185421/qwen3_4b_question_options_answer_probe_artifacts_20260405-185421.npz
steer_long_term_plus32,100,110,2 years,1,What would you prefer 100$ now or 110$ in 2 years? Answer in just a few words.,I would prefer $100 now.,x_now,22,32.0,explicit_train_only,mean_answer_tokens,mm_steering_vectors,/content/drive/MyDrive/spar-ai-temporal-activations-experiments-results/qwen_question_options_answer_probe_variations_colab/20260405-185421/qwen3_4b_question_options_answer_probe_artifacts_20260405-185421.npz
steer_long_term_plus32,100,110,3 years,1,What would you prefer 100$ now or 110$ in 3 years? Answer in just a few words.,I would prefer $100 now.,x_now,22,32.0,explicit_train_only,mean_answer_tokens,mm_steering_vectors,/content/drive/MyDrive/spar-ai-temporal-activations-experiments-results/qwen_question_options_answer_probe_variations_colab/20260405-185421/qwen3_4b_question_options_answer_probe_artifacts_20260405-185421.npz
steer_long_term_plus32,100,110,5 years,1,What would you prefer 100$ now or 110$ in 5 years? Answer in just a few words.,I would prefer $100 now.,x_now,22,32.0,explicit_train_only,mean_answer_tokens,mm_steering_vectors,/content/drive/MyDrive/spar-ai-temporal-activations-experiments-results/qwen_question_options_answer_probe_variations_colab/20260405-185421/qwen3_4b_question_options_answer_probe_artifacts_20260405-185421.npz
steer_long_term_plus32,100,110,10 years,1,What would you prefer 100$ now or 110$ in 10 years? Answer in just a few words.,I would prefer $100 now.,x_now,22,32.0,explicit_train_only,mean_answer_tokens,mm_steering_vectors,/content/drive/MyDrive/spar-ai-temporal-activations-experiments-results/qwen_question_options_answer_probe_variations_colab/20260405-185421/qwen3_4b_question_options_answer_probe_artifacts_20260405-185421.npz
steer_long_term_plus32,100,150,tomorrow,1,What would you prefer 100$ now or 150$ in tomorrow? Answer in just a few words.,I prefer $100 now.,x_now,22,32.0,explicit_train_only,mean_answer_tokens,mm_steering_vectors,/content/drive/MyDrive/spar-ai-temporal-activations-experiments-results/qwen_question_options_answer_probe_variations_colab/20260405-185421/qwen3_4b_question_options_answer_probe_artifacts_20260405-185421.npz
steer_long_term_plus32,100,150,week,1,What would you prefer 100$ now or 150$ in week? Answer in just a few words.,I prefer $100 now.,x_now,22,32.0,explicit_train_only,mean_answer_tokens,mm_steering_vectors,/content/drive/MyDrive/spar-ai-temporal-activations-experiments-results/qwen_question_options_answer_probe_variations_colab/20260405-185421/qwen3_4b_question_options_answer_probe_artifacts_20260405-185421.npz
steer_long_term_plus32,100,150,month,1,What would you prefer 100$ now or 150$ in month? Answer in just a few words.,100$ now.,x_now,22,32.0,explicit_train_only,mean_answer_tokens,mm_steering_vectors,/content/drive/MyDrive/spar-ai-temporal-activations-experiments-results/qwen_question_options_answer_probe_variations_colab/20260405-185421/qwen3_4b_question_options_answer_probe_artifacts_20260405-185421.npz
steer_long_term_plus32,100,150,year,1,What would you prefer 100$ now or 150$ in year? Answer in just a few words.,I prefer $100 now.,x_now,22,32.0,explicit_train_only,mean_answer_tokens,mm_steering_vectors,/content/drive/MyDrive/spar-ai-temporal-activations-experiments-results/qwen_question_options_answer_probe_variations_colab/20260405-185421/qwen3_4b_question_options_answer_probe_artifacts_20260405-185421.npz
steer_long_term_plus32,100,150,2 years,1,What would you prefer 100$ now or 150$ in 2 years? Answer in just a few words.,I would prefer $100 now.,x_now,22,32.0,explicit_train_only,mean_answer_tokens,mm_steering_vectors,/content/drive/MyDrive/spar-ai-temporal-activations-experiments-results/qwen_question_options_answer_probe_variations_colab/20260405-185421/qwen3_4b_question_options_answer_probe_artifacts_20260405-185421.npz
steer_long_term_plus32,100,150,3 years,1,What would you prefer 100$ now or 150$ in 3 years? Answer in just a few words.,I would prefer $100 now because it offers long-term growth potential through investment.,x_now,22,32.0,explicit_train_only,mean_answer_tokens,mm_steering_vectors,/content/drive/MyDrive/spar-ai-temporal-activations-experiments-results/qwen_question_options_answer_probe_variations_colab/20260405-185421/qwen3_4b_question_options_answer_probe_artifacts_20260405-185421.npz
steer_long_term_plus32,100,150,5 years,1,What would you prefer 100$ now or 150$ in 5 years? Answer in just a few words.,I would prefer $100 now because it offers long-term growth potential through investment.,x_now,22,32.0,explicit_train_only,mean_answer_tokens,mm_steering_vectors,/content/drive/MyDrive/spar-ai-temporal-activations-experiments-results/qwen_question_options_answer_probe_variations_colab/20260405-185421/qwen3_4b_question_options_answer_probe_artifacts_20260405-185421.npz
steer_long_term_plus32,100,150,10 years,1,What would you prefer 100$ now or 150$ in 10 years? Answer in just a few words.,I would prefer $100 now.,x_now,22,32.0,explicit_train_only,mean_answer_tokens,mm_steering_vectors,/content/drive/MyDrive/spar-ai-temporal-activations-experiments-results/qwen_question_options_answer_probe_variations_colab/20260405-185421/qwen3_4b_question_options_answer_probe_artifacts_20260405-185421.npz
steer_long_term_plus32,100,200,tomorrow,1,What would you prefer 100$ now or 200$ in tomorrow? Answer in just a few words.,I prefer $100 now.,x_now,22,32.0,explicit_train_only,mean_answer_tokens,mm_steering_vectors,/content/drive/MyDrive/spar-ai-temporal-activations-experiments-results/qwen_question_options_answer_probe_variations_colab/20260405-185421/qwen3_4b_question_options_answer_probe_artifacts_20260405-185421.npz
steer_long_term_plus32,100,200,week,1,What would you prefer 100$ now or 200$ in week? Answer in just a few words.,I prefer $100 now.,x_now,22,32.0,explicit_train_only,mean_answer_tokens,mm_steering_vectors,/content/drive/MyDrive/spar-ai-temporal-activations-experiments-results/qwen_question_options_answer_probe_variations_colab/20260405-185421/qwen3_4b_question_options_answer_probe_artifacts_20260405-185421.npz
steer_long_term_plus32,100,200,month,1,What would you prefer 100$ now or 200$ in month? Answer in just a few words.,I prefer $100 now.,x_now,22,32.0,explicit_train_only,mean_answer_tokens,mm_steering_vectors,/content/drive/MyDrive/spar-ai-temporal-activations-experiments-results/qwen_question_options_answer_probe_variations_colab/20260405-185421/qwen3_4b_question_options_answer_probe_artifacts_20260405-185421.npz
steer_long_term_plus32,100,200,year,1,What would you prefer 100$ now or 200$ in year? Answer in just a few words.,I prefer $100 now.,x_now,22,32.0,explicit_train_only,mean_answer_tokens,mm_steering_vectors,/content/drive/MyDrive/spar-ai-temporal-activations-experiments-results/qwen_question_options_answer_probe_variations_colab/20260405-185421/qwen3_4b_question_options_answer_probe_artifacts_20260405-185421.npz
steer_long_term_plus32,100,200,2 years,1,What would you prefer 100$ now or 200$ in 2 years? Answer in just a few words.,I would prefer $200 in 2 years.,y_later,22,32.0,explicit_train_only,mean_answer_tokens,mm_steering_vectors,/content/drive/MyDrive/spar-ai-temporal-activations-experiments-results/qwen_question_options_answer_probe_variations_colab/20260405-185421/qwen3_4b_question_options_answer_probe_artifacts_20260405-185421.npz
steer_long_term_plus32,100,200,3 years,1,What would you prefer 100$ now or 200$ in 3 years? Answer in just a few words.,I would prefer $100 now.,x_now,22,32.0,explicit_train_only,mean_answer_tokens,mm_steering_vectors,/content/drive/MyDrive/spar-ai-temporal-activations-experiments-results/qwen_question_options_answer_probe_variations_colab/20260405-185421/qwen3_4b_question_options_answer_probe_artifacts_20260405-185421.npz
steer_long_term_plus32,100,200,5 years,1,What would you prefer 100$ now or 200$ in 5 years? Answer in just a few words.,I would prefer $100 now.,x_now,22,32.0,explicit_train_only,mean_answer_tokens,mm_steering_vectors,/content/drive/MyDrive/spar-ai-temporal-activations-experiments-results/qwen_question_options_answer_probe_variations_colab/20260405-185421/qwen3_4b_question_options_answer_probe_artifacts_20260405-185421.npz
steer_long_term_plus32,100,200,10 years,1,What would you prefer 100$ now or 200$ in 10 years? Answer in just a few words.,I would prefer $100 now.,x_now,22,32.0,explicit_train_only,mean_answer_tokens,mm_steering_vectors,/content/drive/MyDrive/spar-ai-temporal-activations-experiments-results/qwen_question_options_answer_probe_variations_colab/20260405-185421/qwen3_4b_question_options_answer_probe_artifacts_20260405-185421.npz
steer_long_term_plus32,100,500,tomorrow,1,What would you prefer 100$ now or 500$ in tomorrow? Answer in just a few words.,I prefer $500 tomorrow.,y_later,22,32.0,explicit_train_only,mean_answer_tokens,mm_steering_vectors,/content/drive/MyDrive/spar-ai-temporal-activations-experiments-results/qwen_question_options_answer_probe_variations_colab/20260405-185421/qwen3_4b_question_options_answer_probe_artifacts_20260405-185421.npz
steer_long_term_plus32,100,500,week,1,What would you prefer 100$ now or 500$ in week? Answer in just a few words.,I prefer $100 now.,x_now,22,32.0,explicit_train_only,mean_answer_tokens,mm_steering_vectors,/content/drive/MyDrive/spar-ai-temporal-activations-experiments-results/qwen_question_options_answer_probe_variations_colab/20260405-185421/qwen3_4b_question_options_answer_probe_artifacts_20260405-185421.npz
steer_long_term_plus32,100,500,month,1,What would you prefer 100$ now or 500$ in month? Answer in just a few words.,I prefer $100 now.,x_now,22,32.0,explicit_train_only,mean_answer_tokens,mm_steering_vectors,/content/drive/MyDrive/spar-ai-temporal-activations-experiments-results/qwen_question_options_answer_probe_variations_colab/20260405-185421/qwen3_4b_question_options_answer_probe_artifacts_20260405-185421.npz
steer_long_term_plus32,100,500,year,1,What would you prefer 100$ now or 500$ in year? Answer in just a few words.,I prefer $100 now.,x_now,22,32.0,explicit_train_only,mean_answer_tokens,mm_steering_vectors,/content/drive/MyDrive/spar-ai-temporal-activations-experiments-results/qwen_question_options_answer_probe_variations_colab/20260405-185421/qwen3_4b_question_options_answer_probe_artifacts_20260405-185421.npz
steer_long_term_plus32,100,500,2 years,1,What would you prefer 100$ now or 500$ in 2 years? Answer in just a few words.,I would prefer $500 in 2 years.,y_later,22,32.0,explicit_train_only,mean_answer_tokens,mm_steering_vectors,/content/drive/MyDrive/spar-ai-temporal-activations-experiments-results/qwen_question_options_answer_probe_variations_colab/20260405-185421/qwen3_4b_question_options_answer_probe_artifacts_20260405-185421.npz
steer_long_term_plus32,100,500,3 years,1,What would you prefer 100$ now or 500$ in 3 years? Answer in just a few words.,I would prefer $500 in 3 years.,y_later,22,32.0,explicit_train_only,mean_answer_tokens,mm_steering_vectors,/content/drive/MyDrive/spar-ai-temporal-activations-experiments-results/qwen_question_options_answer_probe_variations_colab/20260405-185421/qwen3_4b_question_options_answer_probe_artifacts_20260405-185421.npz
steer_long_term_plus32,100,500,5 years,1,What would you prefer 100$ now or 500$ in 5 years? Answer in just a few words.,I would prefer $100 now.,x_now,22,32.0,explicit_train_only,mean_answer_tokens,mm_steering_vectors,/content/drive/MyDrive/spar-ai-temporal-activations-experiments-results/qwen_question_options_answer_probe_variations_colab/20260405-185421/qwen3_4b_question_options_answer_probe_artifacts_20260405-185421.npz
steer_long_term_plus32,100,500,10 years,1,What would you prefer 100$ now or 500$ in 10 years? Answer in just a few words.,I would prefer $100 now.,x_now,22,32.0,explicit_train_only,mean_answer_tokens,mm_steering_vectors,/content/drive/MyDrive/spar-ai-temporal-activations-experiments-results/qwen_question_options_answer_probe_variations_colab/20260405-185421/qwen3_4b_question_options_answer_probe_artifacts_20260405-185421.npz
steer_long_term_plus32,100,1000,tomorrow,1,What would you prefer 100$ now or 1000$ in tomorrow? Answer in just a few words.,I prefer $1000 tomorrow.,y_later,22,32.0,explicit_train_only,mean_answer_tokens,mm_steering_vectors,/content/drive/MyDrive/spar-ai-temporal-activations-experiments-results/qwen_question_options_answer_probe_variations_colab/20260405-185421/qwen3_4b_question_options_answer_probe_artifacts_20260405-185421.npz
steer_long_term_plus32,100,1000,week,1,What would you prefer 100$ now or 1000$ in week? Answer in just a few words.,I prefer $1000 in a week.,y_later,22,32.0,explicit_train_only,mean_answer_tokens,mm_steering_vectors,/content/drive/MyDrive/spar-ai-temporal-activations-experiments-results/qwen_question_options_answer_probe_variations_colab/20260405-185421/qwen3_4b_question_options_answer_probe_artifacts_20260405-185421.npz
steer_long_term_plus32,100,1000,month,1,What would you prefer 100$ now or 1000$ in month? Answer in just a few words.,I prefer $1000 in a month.,y_later,22,32.0,explicit_train_only,mean_answer_tokens,mm_steering_vectors,/content/drive/MyDrive/spar-ai-temporal-activations-experiments-results/qwen_question_options_answer_probe_variations_colab/20260405-185421/qwen3_4b_question_options_answer_probe_artifacts_20260405-185421.npz
steer_long_term_plus32,100,1000,year,1,What would you prefer 100$ now or 1000$ in year? Answer in just a few words.,I prefer $1000 in the future.,y_later,22,32.0,explicit_train_only,mean_answer_tokens,mm_steering_vectors,/content/drive/MyDrive/spar-ai-temporal-activations-experiments-results/qwen_question_options_answer_probe_variations_colab/20260405-185421/qwen3_4b_question_options_answer_probe_artifacts_20260405-185421.npz
steer_long_term_plus32,100,1000,2 years,1,What would you prefer 100$ now or 1000$ in 2 years? Answer in just a few words.,"I would prefer $1000 in 2 years, as it grows over time.",y_later,22,32.0,explicit_train_only,mean_answer_tokens,mm_steering_vectors,/content/drive/MyDrive/spar-ai-temporal-activations-experiments-results/qwen_question_options_answer_probe_variations_colab/20260405-185421/qwen3_4b_question_options_answer_probe_artifacts_20260405-185421.npz
steer_long_term_plus32,100,1000,3 years,1,What would you prefer 100$ now or 1000$ in 3 years? Answer in just a few words.,"I would prefer $1000 in 3 years, as it grows over time.",y_later,22,32.0,explicit_train_only,mean_answer_tokens,mm_steering_vectors,/content/drive/MyDrive/spar-ai-temporal-activations-experiments-results/qwen_question_options_answer_probe_variations_colab/20260405-185421/qwen3_4b_question_options_answer_probe_artifacts_20260405-185421.npz
steer_long_term_plus32,100,1000,5 years,1,What would you prefer 100$ now or 1000$ in 5 years? Answer in just a few words.,I would prefer $1000 in 5 years.,y_later,22,32.0,explicit_train_only,mean_answer_tokens,mm_steering_vectors,/content/drive/MyDrive/spar-ai-temporal-activations-experiments-results/qwen_question_options_answer_probe_variations_colab/20260405-185421/qwen3_4b_question_options_answer_probe_artifacts_20260405-185421.npz
steer_long_term_plus32,100,1000,10 years,1,What would you prefer 100$ now or 1000$ in 10 years? Answer in just a few words.,I would prefer $1000 in 10 years.,y_later,22,32.0,explicit_train_only,mean_answer_tokens,mm_steering_vectors,/content/drive/MyDrive/spar-ai-temporal-activations-experiments-results/qwen_question_options_answer_probe_variations_colab/20260405-185421/qwen3_4b_question_options_answer_probe_artifacts_20260405-185421.npz
steer_long_term_plus32,100,10000,tomorrow,1,What would you prefer 100$ now or 10000$ in tomorrow? Answer in just a few words.,"I prefer $10,000 tomorrow.",y_later,22,32.0,explicit_train_only,mean_answer_tokens,mm_steering_vectors,/content/drive/MyDrive/spar-ai-temporal-activations-experiments-results/qwen_question_options_answer_probe_variations_colab/20260405-185421/qwen3_4b_question_options_answer_probe_artifacts_20260405-185421.npz
steer_long_term_plus32,100,10000,week,1,What would you prefer 100$ now or 10000$ in week? Answer in just a few words.,"I prefer $10,000 in a week.",y_later,22,32.0,explicit_train_only,mean_answer_tokens,mm_steering_vectors,/content/drive/MyDrive/spar-ai-temporal-activations-experiments-results/qwen_question_options_answer_probe_variations_colab/20260405-185421/qwen3_4b_question_options_answer_probe_artifacts_20260405-185421.npz
steer_long_term_plus32,100,10000,month,1,What would you prefer 100$ now or 10000$ in month? Answer in just a few words.,"I prefer $10,000 in the future because of long-term growth potential.",y_later,22,32.0,explicit_train_only,mean_answer_tokens,mm_steering_vectors,/content/drive/MyDrive/spar-ai-temporal-activations-experiments-results/qwen_question_options_answer_probe_variations_colab/20260405-185421/qwen3_4b_question_options_answer_probe_artifacts_20260405-185421.npz
steer_long_term_plus32,100,10000,year,1,What would you prefer 100$ now or 10000$ in year? Answer in just a few words.,"I prefer $10,000 in the future.",y_later,22,32.0,explicit_train_only,mean_answer_tokens,mm_steering_vectors,/content/drive/MyDrive/spar-ai-temporal-activations-experiments-results/qwen_question_options_answer_probe_variations_colab/20260405-185421/qwen3_4b_question_options_answer_probe_artifacts_20260405-185421.npz
steer_long_term_plus32,100,10000,2 years,1,What would you prefer 100$ now or 10000$ in 2 years? Answer in just a few words.,"I would prefer $10,000 in 2 years.",y_later,22,32.0,explicit_train_only,mean_answer_tokens,mm_steering_vectors,/content/drive/MyDrive/spar-ai-temporal-activations-experiments-results/qwen_question_options_answer_probe_variations_colab/20260405-185421/qwen3_4b_question_options_answer_probe_artifacts_20260405-185421.npz
steer_long_term_plus32,100,10000,3 years,1,What would you prefer 100$ now or 10000$ in 3 years? Answer in just a few words.,"I would prefer $10,000 in 3 years.",y_later,22,32.0,explicit_train_only,mean_answer_tokens,mm_steering_vectors,/content/drive/MyDrive/spar-ai-temporal-activations-experiments-results/qwen_question_options_answer_probe_variations_colab/20260405-185421/qwen3_4b_question_options_answer_probe_artifacts_20260405-185421.npz
steer_long_term_plus32,100,10000,5 years,1,What would you prefer 100$ now or 10000$ in 5 years? Answer in just a few words.,"I would prefer $10,000 in 5 years.",y_later,22,32.0,explicit_train_only,mean_answer_tokens,mm_steering_vectors,/content/drive/MyDrive/spar-ai-temporal-activations-experiments-results/qwen_question_options_answer_probe_variations_colab/20260405-185421/qwen3_4b_question_options_answer_probe_artifacts_20260405-185421.npz
steer_long_term_plus32,100,10000,10 years,1,What would you prefer 100$ now or 10000$ in 10 years? Answer in just a few words.,"I would prefer $10,000 in 10 years, as it grows over time.",y_later,22,32.0,explicit_train_only,mean_answer_tokens,mm_steering_vectors,/content/drive/MyDrive/spar-ai-temporal-activations-experiments-results/qwen_question_options_answer_probe_variations_colab/20260405-185421/qwen3_4b_question_options_answer_probe_artifacts_20260405-185421.npz
steer_immediate_minus32,100,100,tomorrow,1,What would you prefer 100$ now or 100$ in tomorrow? Answer in just a few words.,I prefer $100 now.,x_now,22,-32.0,explicit_train_only,mean_answer_tokens,mm_steering_vectors,/content/drive/MyDrive/spar-ai-temporal-activations-experiments-results/qwen_question_options_answer_probe_variations_colab/20260405-185421/qwen3_4b_question_options_answer_probe_artifacts_20260405-185421.npz
steer_immediate_minus32,100,100,week,1,What would you prefer 100$ now or 100$ in week? Answer in just a few words.,I prefer $100 now.,x_now,22,-32.0,explicit_train_only,mean_answer_tokens,mm_steering_vectors,/content/drive/MyDrive/spar-ai-temporal-activations-experiments-results/qwen_question_options_answer_probe_variations_colab/20260405-185421/qwen3_4b_question_options_answer_probe_artifacts_20260405-185421.npz
steer_immediate_minus32,100,100,month,1,What would you prefer 100$ now or 100$ in month? Answer in just a few words.,I prefer $100 now.,x_now,22,-32.0,explicit_train_only,mean_answer_tokens,mm_steering_vectors,/content/drive/MyDrive/spar-ai-temporal-activations-experiments-results/qwen_question_options_answer_probe_variations_colab/20260405-185421/qwen3_4b_question_options_answer_probe_artifacts_20260405-185421.npz
steer_immediate_minus32,100,100,year,1,What would you prefer 100$ now or 100$ in year? Answer in just a few words.,I prefer $100 now.,x_now,22,-32.0,explicit_train_only,mean_answer_tokens,mm_steering_vectors,/content/drive/MyDrive/spar-ai-temporal-activations-experiments-results/qwen_question_options_answer_probe_variations_colab/20260405-185421/qwen3_4b_question_options_answer_probe_artifacts_20260405-185421.npz
steer_immediate_minus32,100,100,2 years,1,What would you prefer 100$ now or 100$ in 2 years? Answer in just a few words.,I prefer $100 now.,x_now,22,-32.0,explicit_train_only,mean_answer_tokens,mm_steering_vectors,/content/drive/MyDrive/spar-ai-temporal-activations-experiments-results/qwen_question_options_answer_probe_variations_colab/20260405-185421/qwen3_4b_question_options_answer_probe_artifacts_20260405-185421.npz
steer_immediate_minus32,100,100,3 years,1,What would you prefer 100$ now or 100$ in 3 years? Answer in just a few words.,I prefer $100 now.,x_now,22,-32.0,explicit_train_only,mean_answer_tokens,mm_steering_vectors,/content/drive/MyDrive/spar-ai-temporal-activations-experiments-results/qwen_question_options_answer_probe_variations_colab/20260405-185421/qwen3_4b_question_options_answer_probe_artifacts_20260405-185421.npz
steer_immediate_minus32,100,100,5 years,1,What would you prefer 100$ now or 100$ in 5 years? Answer in just a few words.,I prefer $100 now.,x_now,22,-32.0,explicit_train_only,mean_answer_tokens,mm_steering_vectors,/content/drive/MyDrive/spar-ai-temporal-activations-experiments-results/qwen_question_options_answer_probe_variations_colab/20260405-185421/qwen3_4b_question_options_answer_probe_artifacts_20260405-185421.npz
