condition,amount_scale_factor,amount_scale_factor_text,base_x_now,base_x_now_text,base_y_later,base_y_later_text,x_now,x_now_text,y_later,y_later_text,amount_multiplier,amount_multiplier_text,t_delay,repeat_idx,prompt,response,response_for_parse,thinking_trace_removed_for_parse,choice,steering_layer,signed_strength,steering_applied,probe_train_regime,probe_feature_name,vector_key,probe_artifact_path
steer_immediate_minus256,0.3,0.3,100,100,100,100,30,30,30.0,30,1.0,1,5 years,1,What would you prefer 30$ now or 30$ in 5 years? Answer in just a few words.,30$ now.,30$ now.,False,x_now,40,-256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_immediate_minus256,0.3,0.3,100,100,100,100,30,30,30.0,30,1.0,1,10 years,1,What would you prefer 30$ now or 30$ in 10 years? Answer in just a few words.,30$ now.,30$ now.,False,x_now,40,-256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_immediate_minus256,0.3,0.3,100,100,101,101,30,30,30.3,30.3,1.01,1.01,1 hour,1,What would you prefer 30$ now or 30.3$ in 1 hour? Answer in just a few words.,30$ now.,30$ now.,False,x_now,40,-256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_immediate_minus256,0.3,0.3,100,100,101,101,30,30,30.3,30.3,1.01,1.01,8 hours,1,What would you prefer 30$ now or 30.3$ in 8 hours? Answer in just a few words.,30$ now.,30$ now.,False,x_now,40,-256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_immediate_minus256,0.3,0.3,100,100,101,101,30,30,30.3,30.3,1.01,1.01,tomorrow,1,What would you prefer 30$ now or 30.3$ tomorrow? Answer in just a few words.,30$ now.,30$ now.,False,x_now,40,-256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_immediate_minus256,0.3,0.3,100,100,101,101,30,30,30.3,30.3,1.01,1.01,2 days,1,What would you prefer 30$ now or 30.3$ in 2 days? Answer in just a few words.,30$ now.,30$ now.,False,x_now,40,-256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_immediate_minus256,0.3,0.3,100,100,101,101,30,30,30.3,30.3,1.01,1.01,week,1,What would you prefer 30$ now or 30.3$ in week? Answer in just a few words.,30$ now.,30$ now.,False,x_now,40,-256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_immediate_minus256,0.3,0.3,100,100,101,101,30,30,30.3,30.3,1.01,1.01,month,1,What would you prefer 30$ now or 30.3$ in month? Answer in just a few words.,30$ now.,30$ now.,False,x_now,40,-256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_immediate_minus256,0.3,0.3,100,100,101,101,30,30,30.3,30.3,1.01,1.01,3 months,1,What would you prefer 30$ now or 30.3$ in 3 months? Answer in just a few words.,30$ now.,30$ now.,False,x_now,40,-256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_immediate_minus256,0.3,0.3,100,100,101,101,30,30,30.3,30.3,1.01,1.01,year,1,What would you prefer 30$ now or 30.3$ in year? Answer in just a few words.,30$ now.,30$ now.,False,x_now,40,-256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_immediate_minus256,0.3,0.3,100,100,101,101,30,30,30.3,30.3,1.01,1.01,2 years,1,What would you prefer 30$ now or 30.3$ in 2 years? Answer in just a few words.,30$ now.,30$ now.,False,x_now,40,-256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_immediate_minus256,0.3,0.3,100,100,101,101,30,30,30.3,30.3,1.01,1.01,3 years,1,What would you prefer 30$ now or 30.3$ in 3 years? Answer in just a few words.,30$ now.,30$ now.,False,x_now,40,-256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_immediate_minus256,0.3,0.3,100,100,101,101,30,30,30.3,30.3,1.01,1.01,5 years,1,What would you prefer 30$ now or 30.3$ in 5 years? Answer in just a few words.,30$ now.,30$ now.,False,x_now,40,-256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_immediate_minus256,0.3,0.3,100,100,101,101,30,30,30.3,30.3,1.01,1.01,10 years,1,What would you prefer 30$ now or 30.3$ in 10 years? Answer in just a few words.,30$ now.,30$ now.,False,x_now,40,-256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_immediate_minus256,0.3,0.3,100,100,110,110,30,30,33.0,33,1.1,1.1,1 hour,1,What would you prefer 30$ now or 33$ in 1 hour? Answer in just a few words.,30$ now.,30$ now.,False,x_now,40,-256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_immediate_minus256,0.3,0.3,100,100,110,110,30,30,33.0,33,1.1,1.1,8 hours,1,What would you prefer 30$ now or 33$ in 8 hours? Answer in just a few words.,30$ now.,30$ now.,False,x_now,40,-256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_immediate_minus256,0.3,0.3,100,100,110,110,30,30,33.0,33,1.1,1.1,tomorrow,1,What would you prefer 30$ now or 33$ tomorrow? Answer in just a few words.,30$ now.,30$ now.,False,x_now,40,-256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_immediate_minus256,0.3,0.3,100,100,110,110,30,30,33.0,33,1.1,1.1,2 days,1,What would you prefer 30$ now or 33$ in 2 days? Answer in just a few words.,30$ now.,30$ now.,False,x_now,40,-256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_immediate_minus256,0.3,0.3,100,100,110,110,30,30,33.0,33,1.1,1.1,week,1,What would you prefer 30$ now or 33$ in week? Answer in just a few words.,30$ now.,30$ now.,False,x_now,40,-256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_immediate_minus256,0.3,0.3,100,100,110,110,30,30,33.0,33,1.1,1.1,month,1,What would you prefer 30$ now or 33$ in month? Answer in just a few words.,30$ now.,30$ now.,False,x_now,40,-256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_immediate_minus256,0.3,0.3,100,100,110,110,30,30,33.0,33,1.1,1.1,3 months,1,What would you prefer 30$ now or 33$ in 3 months? Answer in just a few words.,30$ now.,30$ now.,False,x_now,40,-256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_immediate_minus256,0.3,0.3,100,100,110,110,30,30,33.0,33,1.1,1.1,year,1,What would you prefer 30$ now or 33$ in year? Answer in just a few words.,30$ now.,30$ now.,False,x_now,40,-256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_immediate_minus256,0.3,0.3,100,100,110,110,30,30,33.0,33,1.1,1.1,2 years,1,What would you prefer 30$ now or 33$ in 2 years? Answer in just a few words.,30$ now.,30$ now.,False,x_now,40,-256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_immediate_minus256,0.3,0.3,100,100,110,110,30,30,33.0,33,1.1,1.1,3 years,1,What would you prefer 30$ now or 33$ in 3 years? Answer in just a few words.,30$ now.,30$ now.,False,x_now,40,-256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_immediate_minus256,0.3,0.3,100,100,110,110,30,30,33.0,33,1.1,1.1,5 years,1,What would you prefer 30$ now or 33$ in 5 years? Answer in just a few words.,30$ now.,30$ now.,False,x_now,40,-256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_immediate_minus256,0.3,0.3,100,100,110,110,30,30,33.0,33,1.1,1.1,10 years,1,What would you prefer 30$ now or 33$ in 10 years? Answer in just a few words.,30$ now.,30$ now.,False,x_now,40,-256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_immediate_minus256,0.3,0.3,100,100,150,150,30,30,45.0,45,1.5,1.5,1 hour,1,What would you prefer 30$ now or 45$ in 1 hour? Answer in just a few words.,45$ in  is better.,45$ in  is better.,False,y_later,40,-256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_immediate_minus256,0.3,0.3,100,100,150,150,30,30,45.0,45,1.5,1.5,8 hours,1,What would you prefer 30$ now or 45$ in 8 hours? Answer in just a few words.,30$ now.,30$ now.,False,x_now,40,-256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_immediate_minus256,0.3,0.3,100,100,150,150,30,30,45.0,45,1.5,1.5,tomorrow,1,What would you prefer 30$ now or 45$ tomorrow? Answer in just a few words.,45$ now.,45$ now.,False,x_now,40,-256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_immediate_minus256,0.3,0.3,100,100,150,150,30,30,45.0,45,1.5,1.5,2 days,1,What would you prefer 30$ now or 45$ in 2 days? Answer in just a few words.,45$ in  is better.,45$ in  is better.,False,y_later,40,-256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_immediate_minus256,0.3,0.3,100,100,150,150,30,30,45.0,45,1.5,1.5,week,1,What would you prefer 30$ now or 45$ in week? Answer in just a few words.,45$ in week.,45$ in week.,False,y_later,40,-256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_immediate_minus256,0.3,0.3,100,100,150,150,30,30,45.0,45,1.5,1.5,month,1,What would you prefer 30$ now or 45$ in month? Answer in just a few words.,30$ now.,30$ now.,False,x_now,40,-256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_immediate_minus256,0.3,0.3,100,100,150,150,30,30,45.0,45,1.5,1.5,3 months,1,What would you prefer 30$ now or 45$ in 3 months? Answer in just a few words.,45$ in  is better.,45$ in  is better.,False,y_later,40,-256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_immediate_minus256,0.3,0.3,100,100,150,150,30,30,45.0,45,1.5,1.5,year,1,What would you prefer 30$ now or 45$ in year? Answer in just a few words.,30$ now.,30$ now.,False,x_now,40,-256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_immediate_minus256,0.3,0.3,100,100,150,150,30,30,45.0,45,1.5,1.5,2 years,1,What would you prefer 30$ now or 45$ in 2 years? Answer in just a few words.,30$ now.,30$ now.,False,x_now,40,-256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_immediate_minus256,0.3,0.3,100,100,150,150,30,30,45.0,45,1.5,1.5,3 years,1,What would you prefer 30$ now or 45$ in 3 years? Answer in just a few words.,30$ now.,30$ now.,False,x_now,40,-256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_immediate_minus256,0.3,0.3,100,100,150,150,30,30,45.0,45,1.5,1.5,5 years,1,What would you prefer 30$ now or 45$ in 5 years? Answer in just a few words.,30$ now.,30$ now.,False,x_now,40,-256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_immediate_minus256,0.3,0.3,100,100,150,150,30,30,45.0,45,1.5,1.5,10 years,1,What would you prefer 30$ now or 45$ in 10 years? Answer in just a few words.,30$ now.,30$ now.,False,x_now,40,-256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_immediate_minus256,0.3,0.3,100,100,200,200,30,30,60.0,60,2.0,2,1 hour,1,What would you prefer 30$ now or 60$ in 1 hour? Answer in just a few words.,60$ in  is better.,60$ in  is better.,False,y_later,40,-256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_immediate_minus256,0.3,0.3,100,100,200,200,30,30,60.0,60,2.0,2,8 hours,1,What would you prefer 30$ now or 60$ in 8 hours? Answer in just a few words.,60$ in  is better.,60$ in  is better.,False,y_later,40,-256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_immediate_minus256,0.3,0.3,100,100,200,200,30,30,60.0,60,2.0,2,tomorrow,1,What would you prefer 30$ now or 60$ tomorrow? Answer in just a few words.,60$ now.,60$ now.,False,x_now,40,-256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_immediate_minus256,0.3,0.3,100,100,200,200,30,30,60.0,60,2.0,2,2 days,1,What would you prefer 30$ now or 60$ in 2 days? Answer in just a few words.,60$ now.,60$ now.,False,x_now,40,-256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_immediate_minus256,0.3,0.3,100,100,200,200,30,30,60.0,60,2.0,2,week,1,What would you prefer 30$ now or 60$ in week? Answer in just a few words.,60$ now.,60$ now.,False,x_now,40,-256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_immediate_minus256,0.3,0.3,100,100,200,200,30,30,60.0,60,2.0,2,month,1,What would you prefer 30$ now or 60$ in month? Answer in just a few words.,60 $ is better.,60 $ is better.,False,y_later,40,-256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_immediate_minus256,0.3,0.3,100,100,200,200,30,30,60.0,60,2.0,2,3 months,1,What would you prefer 30$ now or 60$ in 3 months? Answer in just a few words.,60$ now.,60$ now.,False,x_now,40,-256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_immediate_minus256,0.3,0.3,100,100,200,200,30,30,60.0,60,2.0,2,year,1,What would you prefer 30$ now or 60$ in year? Answer in just a few words.,30$ now.,30$ now.,False,x_now,40,-256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_immediate_minus256,0.3,0.3,100,100,200,200,30,30,60.0,60,2.0,2,2 years,1,What would you prefer 30$ now or 60$ in 2 years? Answer in just a few words.,60$ now.,60$ now.,False,x_now,40,-256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_immediate_minus256,0.3,0.3,100,100,200,200,30,30,60.0,60,2.0,2,3 years,1,What would you prefer 30$ now or 60$ in 3 years? Answer in just a few words.,30$ now.,30$ now.,False,x_now,40,-256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_immediate_minus256,0.3,0.3,100,100,200,200,30,30,60.0,60,2.0,2,5 years,1,What would you prefer 30$ now or 60$ in 5 years? Answer in just a few words.,30$ now.,30$ now.,False,x_now,40,-256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_immediate_minus256,0.3,0.3,100,100,200,200,30,30,60.0,60,2.0,2,10 years,1,What would you prefer 30$ now or 60$ in 10 years? Answer in just a few words.,60$ now.,60$ now.,False,x_now,40,-256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_immediate_minus256,0.3,0.3,100,100,500,500,30,30,150.0,150,5.0,5,1 hour,1,What would you prefer 30$ now or 150$ in 1 hour? Answer in just a few words.,155 is better.,155 is better.,False,unparsed,40,-256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_immediate_minus256,0.3,0.3,100,100,500,500,30,30,150.0,150,5.0,5,8 hours,1,What would you prefer 30$ now or 150$ in 8 hours? Answer in just a few words.,155 is better.,155 is better.,False,unparsed,40,-256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_immediate_minus256,0.3,0.3,100,100,500,500,30,30,150.0,150,5.0,5,tomorrow,1,What would you prefer 30$ now or 150$ tomorrow? Answer in just a few words.,155 is better.,155 is better.,False,unparsed,40,-256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_immediate_minus256,0.3,0.3,100,100,500,500,30,30,150.0,150,5.0,5,2 days,1,What would you prefer 30$ now or 150$ in 2 days? Answer in just a few words.,155 is better.,155 is better.,False,unparsed,40,-256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
