patch_case_id,patch_family,patch_subtype,clean_grid_row_id,corrupt_grid_row_id,clean_choice,corrupt_choice,clean_choice_binary,corrupt_choice_binary,clean_amount_scale_factor_text,corrupt_amount_scale_factor_text,clean_amount_multiplier_text,corrupt_amount_multiplier_text,clean_t_delay,corrupt_t_delay,clean_x_now_text,clean_y_later_text,corrupt_x_now_text,corrupt_y_later_text,repeat_idx,clean_prompt,corrupt_prompt,clean_response,corrupt_response,case_clean_minus_corrupt_binary,patch_position,patch_layer,patched_prompt,patched_response,patched_response_for_parse,patched_choice,patched_choice_binary,patched_choice_label,patched_prompt_len,patched_token_idx,patched_token_text,patch_applied,pre_patch_corrupt_norm,clean_activation_norm,pre_patch_clean_corrupt_l2,pre_patch_clean_corrupt_cosine,patched_candidate_immediate_text,patched_candidate_delayed_text,patched_immediate_sum_logprob,patched_immediate_avg_logprob,patched_immediate_token_count,patched_delayed_sum_logprob,patched_delayed_avg_logprob,patched_delayed_token_count,patched_delayed_minus_immediate_sum_logprob,patched_delayed_minus_immediate_avg_logprob,patched_forced_choice_prefers_delayed_sum,patched_forced_choice_prefers_delayed_avg,patched_forced_choice_p_delayed_from_sum,patched_forced_choice_patch_applied,clean_baseline_delayed_minus_immediate_sum_logprob,clean_baseline_delayed_minus_immediate_avg_logprob,clean_baseline_forced_choice_p_delayed_from_sum,clean_baseline_forced_choice_prefers_delayed_sum,clean_baseline_forced_choice_prefers_delayed_avg,corrupt_baseline_delayed_minus_immediate_sum_logprob,corrupt_baseline_delayed_minus_immediate_avg_logprob,corrupt_baseline_forced_choice_p_delayed_from_sum,corrupt_baseline_forced_choice_prefers_delayed_sum,corrupt_baseline_forced_choice_prefers_delayed_avg,patched_matches_clean_binary,patched_matches_corrupt_binary,patched_changed_from_corrupt_binary,parsed_binary_recovery,sum_logprob_margin_recovery,avg_logprob_margin_recovery
y_00006,corrupt_y,low_y_into_high_y,scale=0.3|mult=1.01|t=90 days|repeat=1,scale=0.3|mult=100|t=90 days|repeat=1,x_now,y_later,0.0,1.0,0.3,0.3,1.01,100,90 days,90 days,30,30.3,30,3000,1,I have an offer to take 30$ now or 30.3$ in 90 days. What should I choose? Answer in just a few words.,I have an offer to take 30$ now or 3000$ in 90 days. What should I choose? Answer in just a few words.,Take the $30 now.,Choose 3000$ in 90 days.,-1.0,question_mark,40,I have an offer to take 30$ now or 3000$ in 90 days. What should I choose? Answer in just a few words.,Choose 3000$ in 90 days.,Choose 3000$ in 90 days.,y_later,1.0,y_later,48,31,?,True,222.2194366455078,220.10113525390625,31.102401733398438,0.9901569485664368,30$ now,3000$ in 90 days,-10.93514347076416,-2.73378586769104,4,-2.513575792312622,-0.2513575851917267,10,8.421567678451538,2.4824282824993134,1.0,1.0,0.9997799790356439,True,-3.669625759124756,0.48575180768966675,0.02485261224101883,0.0,1.0,8.499688386917114,2.5041095912456512,0.9997965096344607,1.0,1.0,0.0,1.0,0.0,-0.0,0.006419483261592464,0.010742054220010146
y_00006,corrupt_y,low_y_into_high_y,scale=0.3|mult=1.01|t=90 days|repeat=1,scale=0.3|mult=100|t=90 days|repeat=1,x_now,y_later,0.0,1.0,0.3,0.3,1.01,100,90 days,90 days,30,30.3,30,3000,1,I have an offer to take 30$ now or 30.3$ in 90 days. What should I choose? Answer in just a few words.,I have an offer to take 30$ now or 3000$ in 90 days. What should I choose? Answer in just a few words.,Take the $30 now.,Choose 3000$ in 90 days.,-1.0,sentence_period,40,I have an offer to take 30$ now or 3000$ in 90 days. What should I choose? Answer in just a few words.,Choose 3000$ in 90 days.,Choose 3000$ in 90 days.,y_later,1.0,y_later,48,38,.,True,281.032470703125,281.6087341308594,9.2108154296875,0.9994661211967468,30$ now,3000$ in 90 days,-11.02215576171875,-2.7555389404296875,4,-2.506826877593994,-0.25068268179893494,10,8.515328884124756,2.5048562586307526,1.0,1.0,0.9997996669321412,True,-3.669625759124756,0.48575180768966675,0.02485261224101883,0.0,1.0,8.499688386917114,2.5041095912456512,0.9997965096344607,1.0,1.0,0.0,1.0,0.0,-0.0,-0.0012852406487286509,-0.0003699380710320964
y_00007,corrupt_y,high_y_into_low_y,scale=0.3|mult=100|t=365 days|repeat=1,scale=0.3|mult=1.01|t=365 days|repeat=1,y_later,x_now,1.0,0.0,0.3,0.3,100,1.01,365 days,365 days,30,3000,30,30.3,1,I have an offer to take 30$ now or 3000$ in 365 days. What should I choose? Answer in just a few words.,I have an offer to take 30$ now or 30.3$ in 365 days. What should I choose? Answer in just a few words.,Choose 3000$ in 365 days.,Take the $30 now.,1.0,question_mark,40,I have an offer to take 30$ now or 30.3$ in 365 days. What should I choose? Answer in just a few words.,Take the $30 now.,Take the $30 now.,x_now,0.0,x_now,49,32,?,True,220.35147094726562,221.23886108398438,31.21558952331543,0.9900141954421997,30$ now,30.3$ in 365 days,-6.449467182159424,-1.612366795539856,4,-13.76465892791748,-1.2513326406478882,11,-7.315191745758057,0.3610341548919678,0.0,1.0,0.0006649113209000947,True,6.952019214630127,2.2269232273101807,0.9990442129862509,1.0,1.0,-7.363959789276123,0.3615899085998535,0.0006332829274943655,0.0,1.0,0.0,1.0,0.0,0.0,0.003406546175064911,-0.0002979380158555173
y_00007,corrupt_y,high_y_into_low_y,scale=0.3|mult=100|t=365 days|repeat=1,scale=0.3|mult=1.01|t=365 days|repeat=1,y_later,x_now,1.0,0.0,0.3,0.3,100,1.01,365 days,365 days,30,3000,30,30.3,1,I have an offer to take 30$ now or 3000$ in 365 days. What should I choose? Answer in just a few words.,I have an offer to take 30$ now or 30.3$ in 365 days. What should I choose? Answer in just a few words.,Choose 3000$ in 365 days.,Take the $30 now.,1.0,sentence_period,40,I have an offer to take 30$ now or 30.3$ in 365 days. What should I choose? Answer in just a few words.,Take the $30 now.,Take the $30 now.,x_now,0.0,x_now,49,39,.,True,280.9381103515625,280.251220703125,9.162216186523438,0.9994699358940125,30$ now,30.3$ in 365 days,-6.49650764465332,-1.62412691116333,4,-13.85595703125,-1.2596324682235718,11,-7.35944938659668,0.3644944429397583,0.0,1.0,0.0006361439187116515,True,6.952019214630127,2.2269232273101807,0.9990442129862509,1.0,1.0,-7.363959789276123,0.3615899085998535,0.0006332829274943655,0.0,1.0,0.0,1.0,0.0,0.0,0.00031506072188375333,0.001557112774843346
y_00008,corrupt_y,low_y_into_high_y,scale=0.3|mult=1.01|t=365 days|repeat=1,scale=0.3|mult=100|t=365 days|repeat=1,x_now,y_later,0.0,1.0,0.3,0.3,1.01,100,365 days,365 days,30,30.3,30,3000,1,I have an offer to take 30$ now or 30.3$ in 365 days. What should I choose? Answer in just a few words.,I have an offer to take 30$ now or 3000$ in 365 days. What should I choose? Answer in just a few words.,Take the $30 now.,Choose 3000$ in 365 days.,-1.0,question_mark,40,I have an offer to take 30$ now or 3000$ in 365 days. What should I choose? Answer in just a few words.,Choose 3000$ in 365 days.,Choose 3000$ in 365 days.,y_later,1.0,y_later,49,32,?,True,221.23886108398438,220.35147094726562,31.21558952331543,0.9900141954421997,30$ now,3000$ in 365 days,-9.953446388244629,-2.4883615970611572,4,-3.1108312606811523,-0.28280285000801086,11,6.842615127563477,2.2055587470531464,1.0,1.0,0.9989338293344023,True,-7.363959789276123,0.3615899085998535,0.0006332829274943655,0.0,1.0,6.952019214630127,2.2269232273101807,0.9990442129862509,1.0,1.0,0.0,1.0,0.0,-0.0,0.007642096082761679,0.011453438397704433
y_00008,corrupt_y,low_y_into_high_y,scale=0.3|mult=1.01|t=365 days|repeat=1,scale=0.3|mult=100|t=365 days|repeat=1,x_now,y_later,0.0,1.0,0.3,0.3,1.01,100,365 days,365 days,30,30.3,30,3000,1,I have an offer to take 30$ now or 30.3$ in 365 days. What should I choose? Answer in just a few words.,I have an offer to take 30$ now or 3000$ in 365 days. What should I choose? Answer in just a few words.,Take the $30 now.,Choose 3000$ in 365 days.,-1.0,sentence_period,40,I have an offer to take 30$ now or 3000$ in 365 days. What should I choose? Answer in just a few words.,Choose 3000$ in 365 days.,Choose 3000$ in 365 days.,y_later,1.0,y_later,49,39,.,True,280.251220703125,280.9381103515625,9.162216186523438,0.9994699358940125,30$ now,3000$ in 365 days,-9.99554443359375,-2.4988861083984375,4,-3.04352068901062,-0.2766837179660797,11,6.95202374458313,2.222202390432358,1.0,1.0,0.9990442173117732,True,-7.363959789276123,0.3615899085998535,0.0006332829274943655,0.0,1.0,6.952019214630127,2.2269232273101807,0.9990442129862509,1.0,1.0,0.0,1.0,0.0,-0.0,-3.1642635140032316e-07,0.002530827509737946
y_00009,corrupt_y,high_y_into_low_y,scale=0.3|mult=100|t=730 days|repeat=1,scale=0.3|mult=1.01|t=730 days|repeat=1,y_later,x_now,1.0,0.0,0.3,0.3,100,1.01,730 days,730 days,30,3000,30,30.3,1,I have an offer to take 30$ now or 3000$ in 730 days. What should I choose? Answer in just a few words.,I have an offer to take 30$ now or 30.3$ in 730 days. What should I choose? Answer in just a few words.,Take the 3000$ in 730 days.,Take the $30 now.,1.0,question_mark,40,I have an offer to take 30$ now or 30.3$ in 730 days. What should I choose? Answer in just a few words.,Take the $30 now.,Take the $30 now.,x_now,0.0,x_now,49,32,?,True,220.181884765625,221.08837890625,28.20858383178711,0.991835355758667,30$ now,30.3$ in 730 days,-6.613356590270996,-1.653339147567749,4,-12.65821647644043,-1.1507469415664673,11,-6.044859886169434,0.5025922060012817,0.0,1.0,0.0023644092070111877,True,5.655837297439575,1.8934709429740906,0.9965151429030681,1.0,1.0,-5.997986793518066,0.5119680166244507,0.002477593726097408,0.0,1.0,0.0,1.0,0.0,0.0,-0.0040221211754634814,-0.006786674457464054
y_00009,corrupt_y,high_y_into_low_y,scale=0.3|mult=100|t=730 days|repeat=1,scale=0.3|mult=1.01|t=730 days|repeat=1,y_later,x_now,1.0,0.0,0.3,0.3,100,1.01,730 days,730 days,30,3000,30,30.3,1,I have an offer to take 30$ now or 3000$ in 730 days. What should I choose? Answer in just a few words.,I have an offer to take 30$ now or 30.3$ in 730 days. What should I choose? Answer in just a few words.,Take the 3000$ in 730 days.,Take the $30 now.,1.0,sentence_period,40,I have an offer to take 30$ now or 30.3$ in 730 days. What should I choose? Answer in just a few words.,Take the $30 now.,Take the $30 now.,x_now,0.0,x_now,49,39,.,True,280.4081115722656,279.8443908691406,8.709646224975586,0.9995187520980835,30$ now,30.3$ in 730 days,-6.661177158355713,-1.6652942895889282,4,-12.633590698242188,-1.1485083103179932,11,-5.972413539886475,0.5167859792709351,0.0,1.0,0.002541607858374204,True,5.655837297439575,1.8934709429740906,0.9965151429030681,1.0,1.0,-5.997986793518066,0.5119680166244507,0.002477593726097408,0.0,1.0,0.0,1.0,0.0,0.0,0.0021944087564728584,0.0034874791465081653
y_00010,corrupt_y,low_y_into_high_y,scale=0.3|mult=1.01|t=730 days|repeat=1,scale=0.3|mult=100|t=730 days|repeat=1,x_now,y_later,0.0,1.0,0.3,0.3,1.01,100,730 days,730 days,30,30.3,30,3000,1,I have an offer to take 30$ now or 30.3$ in 730 days. What should I choose? Answer in just a few words.,I have an offer to take 30$ now or 3000$ in 730 days. What should I choose? Answer in just a few words.,Take the $30 now.,Take the 3000$ in 730 days.,-1.0,question_mark,40,I have an offer to take 30$ now or 3000$ in 730 days. What should I choose? Answer in just a few words.,Take the 3000$ in 730 days.,Take the 3000$ in 730 days.,y_later,1.0,y_later,49,32,?,True,221.08837890625,220.181884765625,28.20858383178711,0.991835355758667,30$ now,3000$ in 730 days,-8.536709785461426,-2.1341774463653564,4,-3.021487236022949,-0.2746806740760803,11,5.515222549438477,1.8594967722892761,1.0,1.0,0.9959911044604255,True,-5.997986793518066,0.5119680166244507,0.002477593726097408,0.0,1.0,5.655837297439575,1.8934709429740906,0.9965151429030681,1.0,1.0,0.0,1.0,0.0,-0.0,0.012065974816816009,0.024592181483527344
y_00010,corrupt_y,low_y_into_high_y,scale=0.3|mult=1.01|t=730 days|repeat=1,scale=0.3|mult=100|t=730 days|repeat=1,x_now,y_later,0.0,1.0,0.3,0.3,1.01,100,730 days,730 days,30,30.3,30,3000,1,I have an offer to take 30$ now or 30.3$ in 730 days. What should I choose? Answer in just a few words.,I have an offer to take 30$ now or 3000$ in 730 days. What should I choose? Answer in just a few words.,Take the $30 now.,Take the 3000$ in 730 days.,-1.0,sentence_period,40,I have an offer to take 30$ now or 3000$ in 730 days. What should I choose? Answer in just a few words.,Take the 3000$ in 730 days.,Take the 3000$ in 730 days.,y_later,1.0,y_later,49,39,.,True,279.8443908691406,280.4081115722656,8.709646224975586,0.9995187520980835,30$ now,3000$ in 730 days,-8.640159606933594,-2.1600399017333984,4,-2.984302043914795,-0.27130019664764404,11,5.655857563018799,1.8887397050857544,1.0,1.0,0.9965152132788978,True,-5.997986793518066,0.5119680166244507,0.002477593726097408,0.0,1.0,5.655837297439575,1.8934709429740906,0.9965151429030681,1.0,1.0,0.0,1.0,0.0,-0.0,-1.7389638856276497e-06,0.0034247034863962122
y_00011,corrupt_y,high_y_into_low_y,scale=0.3|mult=100|t=1095 days|repeat=1,scale=0.3|mult=1.01|t=1095 days|repeat=1,y_later,x_now,1.0,0.0,0.3,0.3,100,1.01,1095 days,1095 days,30,3000,30,30.3,1,I have an offer to take 30$ now or 3000$ in 1095 days. What should I choose? Answer in just a few words.,I have an offer to take 30$ now or 30.3$ in 1095 days. What should I choose? Answer in just a few words.,Take the 3000$ in 1095 days.,Take the $30 now.,1.0,question_mark,40,I have an offer to take 30$ now or 30.3$ in 1095 days. What should I choose? Answer in just a few words.,Take the $30 now.,Take the $30 now.,x_now,0.0,x_now,50,33,?,True,221.06747436523438,221.80075073242188,26.94782257080078,0.9926003217697144,30$ now,30.3$ in 1095 days,-6.434828281402588,-1.608707070350647,4,-10.828410148620605,-0.9023675322532654,12,-4.393581867218018,0.7063395380973816,0.0,1.0,0.012205574064925707,True,5.155762195587158,1.6977936774492264,0.9942669735926867,1.0,1.0,-4.46572732925415,0.7050851583480835,0.011365667622339015,0.0,1.0,0.0,1.0,0.0,0.0,0.007498367259026116,0.0012635932150898488
