patch_case_id,patch_family,patch_subtype,clean_grid_row_id,corrupt_grid_row_id,clean_choice,corrupt_choice,clean_choice_binary,corrupt_choice_binary,clean_amount_scale_factor_text,corrupt_amount_scale_factor_text,clean_amount_multiplier_text,corrupt_amount_multiplier_text,clean_t_delay,corrupt_t_delay,clean_x_now_text,clean_y_later_text,corrupt_x_now_text,corrupt_y_later_text,repeat_idx,clean_prompt,corrupt_prompt,clean_response,corrupt_response,case_clean_minus_corrupt_binary
y_00015,corrupt_y,high_y_into_low_y,scale=0.3|mult=100|t=3650 days|repeat=1,scale=0.3|mult=1.01|t=3650 days|repeat=1,y_later,x_now,1.0,0.0,0.3,0.3,100,1.01,3650 days,3650 days,30,3000,30,30.3,1,I have an offer to take 30$ now or 3000$ in 3650 days. What should I choose? Answer in just a few words.,I have an offer to take 30$ now or 30.3$ in 3650 days. What should I choose? Answer in just a few words.,Take the $3000 in 3650 days.,Take the $30 now.,1.0
y_00016,corrupt_y,low_y_into_high_y,scale=0.3|mult=1.01|t=3650 days|repeat=1,scale=0.3|mult=100|t=3650 days|repeat=1,x_now,y_later,0.0,1.0,0.3,0.3,1.01,100,3650 days,3650 days,30,30.3,30,3000,1,I have an offer to take 30$ now or 30.3$ in 3650 days. What should I choose? Answer in just a few words.,I have an offer to take 30$ now or 3000$ in 3650 days. What should I choose? Answer in just a few words.,Take the $30 now.,Take the $3000 in 3650 days.,-1.0
y_00017,corrupt_y,high_y_into_low_y,scale=0.5|mult=100|t=2 days|repeat=1,scale=0.5|mult=1.01|t=2 days|repeat=1,y_later,x_now,1.0,0.0,0.5,0.5,100,1.01,2 days,2 days,50,5000,50,50.5,1,I have an offer to take 50$ now or 5000$ in 2 days. What should I choose? Answer in just a few words.,I have an offer to take 50$ now or 50.5$ in 2 days. What should I choose? Answer in just a few words.,Choose 5000$ in 2 days.,Take $50 now.,1.0
y_00018,corrupt_y,low_y_into_high_y,scale=0.5|mult=1.01|t=2 days|repeat=1,scale=0.5|mult=100|t=2 days|repeat=1,x_now,y_later,0.0,1.0,0.5,0.5,1.01,100,2 days,2 days,50,50.5,50,5000,1,I have an offer to take 50$ now or 50.5$ in 2 days. What should I choose? Answer in just a few words.,I have an offer to take 50$ now or 5000$ in 2 days. What should I choose? Answer in just a few words.,Take $50 now.,Choose 5000$ in 2 days.,-1.0
y_00019,corrupt_y,high_y_into_low_y,scale=0.5|mult=100|t=7 days|repeat=1,scale=0.5|mult=1.01|t=7 days|repeat=1,y_later,x_now,1.0,0.0,0.5,0.5,100,1.01,7 days,7 days,50,5000,50,50.5,1,I have an offer to take 50$ now or 5000$ in 7 days. What should I choose? Answer in just a few words.,I have an offer to take 50$ now or 50.5$ in 7 days. What should I choose? Answer in just a few words.,Choose 5000$ in 7 days.,Take $50 now.,1.0
y_00020,corrupt_y,low_y_into_high_y,scale=0.5|mult=1.01|t=7 days|repeat=1,scale=0.5|mult=100|t=7 days|repeat=1,x_now,y_later,0.0,1.0,0.5,0.5,1.01,100,7 days,7 days,50,50.5,50,5000,1,I have an offer to take 50$ now or 50.5$ in 7 days. What should I choose? Answer in just a few words.,I have an offer to take 50$ now or 5000$ in 7 days. What should I choose? Answer in just a few words.,Take $50 now.,Choose 5000$ in 7 days.,-1.0
y_00021,corrupt_y,high_y_into_low_y,scale=0.5|mult=100|t=30 days|repeat=1,scale=0.5|mult=1.01|t=30 days|repeat=1,y_later,x_now,1.0,0.0,0.5,0.5,100,1.01,30 days,30 days,50,5000,50,50.5,1,I have an offer to take 50$ now or 5000$ in 30 days. What should I choose? Answer in just a few words.,I have an offer to take 50$ now or 50.5$ in 30 days. What should I choose? Answer in just a few words.,Choose 5000$ in 30 days.,Take the $50 now.,1.0
y_00022,corrupt_y,low_y_into_high_y,scale=0.5|mult=1.01|t=30 days|repeat=1,scale=0.5|mult=100|t=30 days|repeat=1,x_now,y_later,0.0,1.0,0.5,0.5,1.01,100,30 days,30 days,50,50.5,50,5000,1,I have an offer to take 50$ now or 50.5$ in 30 days. What should I choose? Answer in just a few words.,I have an offer to take 50$ now or 5000$ in 30 days. What should I choose? Answer in just a few words.,Take the $50 now.,Choose 5000$ in 30 days.,-1.0
y_00023,corrupt_y,high_y_into_low_y,scale=0.5|mult=100|t=90 days|repeat=1,scale=0.5|mult=1.01|t=90 days|repeat=1,y_later,x_now,1.0,0.0,0.5,0.5,100,1.01,90 days,90 days,50,5000,50,50.5,1,I have an offer to take 50$ now or 5000$ in 90 days. What should I choose? Answer in just a few words.,I have an offer to take 50$ now or 50.5$ in 90 days. What should I choose? Answer in just a few words.,Choose 5000$ in 90 days.,Take the $50 now.,1.0
y_00024,corrupt_y,low_y_into_high_y,scale=0.5|mult=1.01|t=90 days|repeat=1,scale=0.5|mult=100|t=90 days|repeat=1,x_now,y_later,0.0,1.0,0.5,0.5,1.01,100,90 days,90 days,50,50.5,50,5000,1,I have an offer to take 50$ now or 50.5$ in 90 days. What should I choose? Answer in just a few words.,I have an offer to take 50$ now or 5000$ in 90 days. What should I choose? Answer in just a few words.,Take the $50 now.,Choose 5000$ in 90 days.,-1.0
y_00025,corrupt_y,high_y_into_low_y,scale=0.5|mult=100|t=365 days|repeat=1,scale=0.5|mult=1.01|t=365 days|repeat=1,y_later,x_now,1.0,0.0,0.5,0.5,100,1.01,365 days,365 days,50,5000,50,50.5,1,I have an offer to take 50$ now or 5000$ in 365 days. What should I choose? Answer in just a few words.,I have an offer to take 50$ now or 50.5$ in 365 days. What should I choose? Answer in just a few words.,Choose 5000$ in 365 days.,Take the $50 now.,1.0
y_00026,corrupt_y,low_y_into_high_y,scale=0.5|mult=1.01|t=365 days|repeat=1,scale=0.5|mult=100|t=365 days|repeat=1,x_now,y_later,0.0,1.0,0.5,0.5,1.01,100,365 days,365 days,50,50.5,50,5000,1,I have an offer to take 50$ now or 50.5$ in 365 days. What should I choose? Answer in just a few words.,I have an offer to take 50$ now or 5000$ in 365 days. What should I choose? Answer in just a few words.,Take the $50 now.,Choose 5000$ in 365 days.,-1.0
y_00027,corrupt_y,high_y_into_low_y,scale=0.5|mult=100|t=730 days|repeat=1,scale=0.5|mult=1.01|t=730 days|repeat=1,y_later,x_now,1.0,0.0,0.5,0.5,100,1.01,730 days,730 days,50,5000,50,50.5,1,I have an offer to take 50$ now or 5000$ in 730 days. What should I choose? Answer in just a few words.,I have an offer to take 50$ now or 50.5$ in 730 days. What should I choose? Answer in just a few words.,Take the 5000$ in 730 days.,Take the $50 now.,1.0
y_00028,corrupt_y,low_y_into_high_y,scale=0.5|mult=1.01|t=730 days|repeat=1,scale=0.5|mult=100|t=730 days|repeat=1,x_now,y_later,0.0,1.0,0.5,0.5,1.01,100,730 days,730 days,50,50.5,50,5000,1,I have an offer to take 50$ now or 50.5$ in 730 days. What should I choose? Answer in just a few words.,I have an offer to take 50$ now or 5000$ in 730 days. What should I choose? Answer in just a few words.,Take the $50 now.,Take the 5000$ in 730 days.,-1.0
y_00029,corrupt_y,high_y_into_low_y,scale=0.5|mult=100|t=1095 days|repeat=1,scale=0.5|mult=1.01|t=1095 days|repeat=1,y_later,x_now,1.0,0.0,0.5,0.5,100,1.01,1095 days,1095 days,50,5000,50,50.5,1,I have an offer to take 50$ now or 5000$ in 1095 days. What should I choose? Answer in just a few words.,I have an offer to take 50$ now or 50.5$ in 1095 days. What should I choose? Answer in just a few words.,Choose 5000$ in 1095 days.,Take the $50 now.,1.0
y_00030,corrupt_y,low_y_into_high_y,scale=0.5|mult=1.01|t=1095 days|repeat=1,scale=0.5|mult=100|t=1095 days|repeat=1,x_now,y_later,0.0,1.0,0.5,0.5,1.01,100,1095 days,1095 days,50,50.5,50,5000,1,I have an offer to take 50$ now or 50.5$ in 1095 days. What should I choose? Answer in just a few words.,I have an offer to take 50$ now or 5000$ in 1095 days. What should I choose? Answer in just a few words.,Take the $50 now.,Choose 5000$ in 1095 days.,-1.0
y_00031,corrupt_y,high_y_into_low_y,scale=0.5|mult=100|t=1825 days|repeat=1,scale=0.5|mult=1.01|t=1825 days|repeat=1,y_later,x_now,1.0,0.0,0.5,0.5,100,1.01,1825 days,1825 days,50,5000,50,50.5,1,I have an offer to take 50$ now or 5000$ in 1825 days. What should I choose? Answer in just a few words.,I have an offer to take 50$ now or 50.5$ in 1825 days. What should I choose? Answer in just a few words.,Take the $5000 in 1825 days.,Take the $50 now.,1.0
y_00032,corrupt_y,low_y_into_high_y,scale=0.5|mult=1.01|t=1825 days|repeat=1,scale=0.5|mult=100|t=1825 days|repeat=1,x_now,y_later,0.0,1.0,0.5,0.5,1.01,100,1825 days,1825 days,50,50.5,50,5000,1,I have an offer to take 50$ now or 50.5$ in 1825 days. What should I choose? Answer in just a few words.,I have an offer to take 50$ now or 5000$ in 1825 days. What should I choose? Answer in just a few words.,Take the $50 now.,Take the $5000 in 1825 days.,-1.0
y_00033,corrupt_y,high_y_into_low_y,scale=0.5|mult=100|t=3650 days|repeat=1,scale=0.5|mult=1.01|t=3650 days|repeat=1,y_later,x_now,1.0,0.0,0.5,0.5,100,1.01,3650 days,3650 days,50,5000,50,50.5,1,I have an offer to take 50$ now or 5000$ in 3650 days. What should I choose? Answer in just a few words.,I have an offer to take 50$ now or 50.5$ in 3650 days. What should I choose? Answer in just a few words.,Take the $5000 in 3650 days.,Take the $50 now.,1.0
y_00034,corrupt_y,low_y_into_high_y,scale=0.5|mult=1.01|t=3650 days|repeat=1,scale=0.5|mult=100|t=3650 days|repeat=1,x_now,y_later,0.0,1.0,0.5,0.5,1.01,100,3650 days,3650 days,50,50.5,50,5000,1,I have an offer to take 50$ now or 50.5$ in 3650 days. What should I choose? Answer in just a few words.,I have an offer to take 50$ now or 5000$ in 3650 days. What should I choose? Answer in just a few words.,Take the $50 now.,Take the $5000 in 3650 days.,-1.0
y_00035,corrupt_y,high_y_into_low_y,scale=0.7|mult=100|t=90 days|repeat=1,scale=0.7|mult=1.01|t=90 days|repeat=1,y_later,x_now,1.0,0.0,0.7,0.7,100,1.01,90 days,90 days,70,7000,70,70.7,1,I have an offer to take 70$ now or 7000$ in 90 days. What should I choose? Answer in just a few words.,I have an offer to take 70$ now or 70.7$ in 90 days. What should I choose? Answer in just a few words.,Choose 7000$ in 90 days.,Take the 70$ now.,1.0
y_00036,corrupt_y,low_y_into_high_y,scale=0.7|mult=1.01|t=90 days|repeat=1,scale=0.7|mult=100|t=90 days|repeat=1,x_now,y_later,0.0,1.0,0.7,0.7,1.01,100,90 days,90 days,70,70.7,70,7000,1,I have an offer to take 70$ now or 70.7$ in 90 days. What should I choose? Answer in just a few words.,I have an offer to take 70$ now or 7000$ in 90 days. What should I choose? Answer in just a few words.,Take the 70$ now.,Choose 7000$ in 90 days.,-1.0
y_00037,corrupt_y,high_y_into_low_y,scale=0.7|mult=100|t=365 days|repeat=1,scale=0.7|mult=1.01|t=365 days|repeat=1,y_later,x_now,1.0,0.0,0.7,0.7,100,1.01,365 days,365 days,70,7000,70,70.7,1,I have an offer to take 70$ now or 7000$ in 365 days. What should I choose? Answer in just a few words.,I have an offer to take 70$ now or 70.7$ in 365 days. What should I choose? Answer in just a few words.,Take the 7000$ in 365 days.,Take the 70$ now.,1.0
y_00038,corrupt_y,low_y_into_high_y,scale=0.7|mult=1.01|t=365 days|repeat=1,scale=0.7|mult=100|t=365 days|repeat=1,x_now,y_later,0.0,1.0,0.7,0.7,1.01,100,365 days,365 days,70,70.7,70,7000,1,I have an offer to take 70$ now or 70.7$ in 365 days. What should I choose? Answer in just a few words.,I have an offer to take 70$ now or 7000$ in 365 days. What should I choose? Answer in just a few words.,Take the 70$ now.,Take the 7000$ in 365 days.,-1.0
y_00039,corrupt_y,high_y_into_low_y,scale=0.7|mult=100|t=730 days|repeat=1,scale=0.7|mult=1.01|t=730 days|repeat=1,y_later,x_now,1.0,0.0,0.7,0.7,100,1.01,730 days,730 days,70,7000,70,70.7,1,I have an offer to take 70$ now or 7000$ in 730 days. What should I choose? Answer in just a few words.,I have an offer to take 70$ now or 70.7$ in 730 days. What should I choose? Answer in just a few words.,Take the 7000$ in 730 days.,Take the 70$ now.,1.0
y_00040,corrupt_y,low_y_into_high_y,scale=0.7|mult=1.01|t=730 days|repeat=1,scale=0.7|mult=100|t=730 days|repeat=1,x_now,y_later,0.0,1.0,0.7,0.7,1.01,100,730 days,730 days,70,70.7,70,7000,1,I have an offer to take 70$ now or 70.7$ in 730 days. What should I choose? Answer in just a few words.,I have an offer to take 70$ now or 7000$ in 730 days. What should I choose? Answer in just a few words.,Take the 70$ now.,Take the 7000$ in 730 days.,-1.0
y_00041,corrupt_y,high_y_into_low_y,scale=0.7|mult=100|t=1095 days|repeat=1,scale=0.7|mult=1.01|t=1095 days|repeat=1,y_later,x_now,1.0,0.0,0.7,0.7,100,1.01,1095 days,1095 days,70,7000,70,70.7,1,I have an offer to take 70$ now or 7000$ in 1095 days. What should I choose? Answer in just a few words.,I have an offer to take 70$ now or 70.7$ in 1095 days. What should I choose? Answer in just a few words.,Take the 7000$ in 1095 days.,Take the 70$ now.,1.0
y_00042,corrupt_y,low_y_into_high_y,scale=0.7|mult=1.01|t=1095 days|repeat=1,scale=0.7|mult=100|t=1095 days|repeat=1,x_now,y_later,0.0,1.0,0.7,0.7,1.01,100,1095 days,1095 days,70,70.7,70,7000,1,I have an offer to take 70$ now or 70.7$ in 1095 days. What should I choose? Answer in just a few words.,I have an offer to take 70$ now or 7000$ in 1095 days. What should I choose? Answer in just a few words.,Take the 70$ now.,Take the 7000$ in 1095 days.,-1.0
y_00043,corrupt_y,high_y_into_low_y,scale=0.7|mult=100|t=3650 days|repeat=1,scale=0.7|mult=1.01|t=3650 days|repeat=1,y_later,x_now,1.0,0.0,0.7,0.7,100,1.01,3650 days,3650 days,70,7000,70,70.7,1,I have an offer to take 70$ now or 7000$ in 3650 days. What should I choose? Answer in just a few words.,I have an offer to take 70$ now or 70.7$ in 3650 days. What should I choose? Answer in just a few words.,Take the 7000$ in 3650 days.,Take the 70$ now.,1.0
y_00044,corrupt_y,low_y_into_high_y,scale=0.7|mult=1.01|t=3650 days|repeat=1,scale=0.7|mult=100|t=3650 days|repeat=1,x_now,y_later,0.0,1.0,0.7,0.7,1.01,100,3650 days,3650 days,70,70.7,70,7000,1,I have an offer to take 70$ now or 70.7$ in 3650 days. What should I choose? Answer in just a few words.,I have an offer to take 70$ now or 7000$ in 3650 days. What should I choose? Answer in just a few words.,Take the 70$ now.,Take the 7000$ in 3650 days.,-1.0
y_00045,corrupt_y,high_y_into_low_y,scale=1|mult=100|t=8 hours|repeat=1,scale=1|mult=1.01|t=8 hours|repeat=1,y_later,x_now,1.0,0.0,1,1,100,1.01,8 hours,8 hours,100,10000,100,101,1,I have an offer to take 100$ now or 10000$ in 8 hours. What should I choose? Answer in just a few words.,I have an offer to take 100$ now or 101$ in 8 hours. What should I choose? Answer in just a few words.,Take the 10000$ in 8 hours.,Take the 100$ now.,1.0
y_00046,corrupt_y,low_y_into_high_y,scale=1|mult=1.01|t=8 hours|repeat=1,scale=1|mult=100|t=8 hours|repeat=1,x_now,y_later,0.0,1.0,1,1,1.01,100,8 hours,8 hours,100,101,100,10000,1,I have an offer to take 100$ now or 101$ in 8 hours. What should I choose? Answer in just a few words.,I have an offer to take 100$ now or 10000$ in 8 hours. What should I choose? Answer in just a few words.,Take the 100$ now.,Take the 10000$ in 8 hours.,-1.0
y_00047,corrupt_y,high_y_into_low_y,scale=1|mult=100|t=7 days|repeat=1,scale=1|mult=1.01|t=7 days|repeat=1,y_later,x_now,1.0,0.0,1,1,100,1.01,7 days,7 days,100,10000,100,101,1,I have an offer to take 100$ now or 10000$ in 7 days. What should I choose? Answer in just a few words.,I have an offer to take 100$ now or 101$ in 7 days. What should I choose? Answer in just a few words.,Choose 10000$ in 7 days.,Take $100 now.,1.0
y_00048,corrupt_y,low_y_into_high_y,scale=1|mult=1.01|t=7 days|repeat=1,scale=1|mult=100|t=7 days|repeat=1,x_now,y_later,0.0,1.0,1,1,1.01,100,7 days,7 days,100,101,100,10000,1,I have an offer to take 100$ now or 101$ in 7 days. What should I choose? Answer in just a few words.,I have an offer to take 100$ now or 10000$ in 7 days. What should I choose? Answer in just a few words.,Take $100 now.,Choose 10000$ in 7 days.,-1.0
y_00049,corrupt_y,high_y_into_low_y,scale=1|mult=100|t=30 days|repeat=1,scale=1|mult=1.01|t=30 days|repeat=1,y_later,x_now,1.0,0.0,1,1,100,1.01,30 days,30 days,100,10000,100,101,1,I have an offer to take 100$ now or 10000$ in 30 days. What should I choose? Answer in just a few words.,I have an offer to take 100$ now or 101$ in 30 days. What should I choose? Answer in just a few words.,Choose 10000$ in 30 days.,Take $100 now.,1.0
y_00050,corrupt_y,low_y_into_high_y,scale=1|mult=1.01|t=30 days|repeat=1,scale=1|mult=100|t=30 days|repeat=1,x_now,y_later,0.0,1.0,1,1,1.01,100,30 days,30 days,100,101,100,10000,1,I have an offer to take 100$ now or 101$ in 30 days. What should I choose? Answer in just a few words.,I have an offer to take 100$ now or 10000$ in 30 days. What should I choose? Answer in just a few words.,Take $100 now.,Choose 10000$ in 30 days.,-1.0
y_00051,corrupt_y,high_y_into_low_y,scale=1.4|mult=100|t=8 hours|repeat=1,scale=1.4|mult=1.01|t=8 hours|repeat=1,y_later,x_now,1.0,0.0,1.4,1.4,100,1.01,8 hours,8 hours,140,14000,140,141.4,1,I have an offer to take 140$ now or 14000$ in 8 hours. What should I choose? Answer in just a few words.,I have an offer to take 140$ now or 141.4$ in 8 hours. What should I choose? Answer in just a few words.,Choose 14000$ in 8 hours.,Take the 140$ now.,1.0
y_00052,corrupt_y,low_y_into_high_y,scale=1.4|mult=1.01|t=8 hours|repeat=1,scale=1.4|mult=100|t=8 hours|repeat=1,x_now,y_later,0.0,1.0,1.4,1.4,1.01,100,8 hours,8 hours,140,141.4,140,14000,1,I have an offer to take 140$ now or 141.4$ in 8 hours. What should I choose? Answer in just a few words.,I have an offer to take 140$ now or 14000$ in 8 hours. What should I choose? Answer in just a few words.,Take the 140$ now.,Choose 14000$ in 8 hours.,-1.0
y_00053,corrupt_y,high_y_into_low_y,scale=1.4|mult=100|t=30 days|repeat=1,scale=1.4|mult=1.01|t=30 days|repeat=1,y_later,x_now,1.0,0.0,1.4,1.4,100,1.01,30 days,30 days,140,14000,140,141.4,1,I have an offer to take 140$ now or 14000$ in 30 days. What should I choose? Answer in just a few words.,I have an offer to take 140$ now or 141.4$ in 30 days. What should I choose? Answer in just a few words.,"Choose 14,000$ in 30 days.",Take the 140$ now.,1.0
y_00054,corrupt_y,low_y_into_high_y,scale=1.4|mult=1.01|t=30 days|repeat=1,scale=1.4|mult=100|t=30 days|repeat=1,x_now,y_later,0.0,1.0,1.4,1.4,1.01,100,30 days,30 days,140,141.4,140,14000,1,I have an offer to take 140$ now or 141.4$ in 30 days. What should I choose? Answer in just a few words.,I have an offer to take 140$ now or 14000$ in 30 days. What should I choose? Answer in just a few words.,Take the 140$ now.,"Choose 14,000$ in 30 days.",-1.0
y_00055,corrupt_y,high_y_into_low_y,scale=1.4|mult=100|t=90 days|repeat=1,scale=1.4|mult=1.01|t=90 days|repeat=1,y_later,x_now,1.0,0.0,1.4,1.4,100,1.01,90 days,90 days,140,14000,140,141.4,1,I have an offer to take 140$ now or 14000$ in 90 days. What should I choose? Answer in just a few words.,I have an offer to take 140$ now or 141.4$ in 90 days. What should I choose? Answer in just a few words.,"Choose 14,000$ in 90 days.",Take the 140$ now.,1.0
y_00056,corrupt_y,low_y_into_high_y,scale=1.4|mult=1.01|t=90 days|repeat=1,scale=1.4|mult=100|t=90 days|repeat=1,x_now,y_later,0.0,1.0,1.4,1.4,1.01,100,90 days,90 days,140,141.4,140,14000,1,I have an offer to take 140$ now or 141.4$ in 90 days. What should I choose? Answer in just a few words.,I have an offer to take 140$ now or 14000$ in 90 days. What should I choose? Answer in just a few words.,Take the 140$ now.,"Choose 14,000$ in 90 days.",-1.0
y_00057,corrupt_y,high_y_into_low_y,scale=1.4|mult=100|t=365 days|repeat=1,scale=1.4|mult=1.01|t=365 days|repeat=1,y_later,x_now,1.0,0.0,1.4,1.4,100,1.01,365 days,365 days,140,14000,140,141.4,1,I have an offer to take 140$ now or 14000$ in 365 days. What should I choose? Answer in just a few words.,I have an offer to take 140$ now or 141.4$ in 365 days. What should I choose? Answer in just a few words.,"Choose 14,000$ in 365 days.",Take the 140$ now.,1.0
