x_now,y_later,t_delay,repeat_idx,prompt,response,response_for_parse,thinking_trace_removed_for_parse,choice,generation_mode_tag,do_sample,temperature,time_delay_format,user_pov,prompt_format
100,100,month,8,What would you prefer 100$ now or 100$ in month? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,100,month,9,What would you prefer 100$ now or 100$ in month? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,100,month,10,What would you prefer 100$ now or 100$ in month? Answer in just a few words.,100$ now,100$ now,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,100,year,1,What would you prefer 100$ now or 100$ in year? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,100,year,2,What would you prefer 100$ now or 100$ in year? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,100,year,3,What would you prefer 100$ now or 100$ in year? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,100,year,4,What would you prefer 100$ now or 100$ in year? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,100,year,5,What would you prefer 100$ now or 100$ in year? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,100,year,6,What would you prefer 100$ now or 100$ in year? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,100,year,7,What would you prefer 100$ now or 100$ in year? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,100,year,8,What would you prefer 100$ now or 100$ in year? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,100,year,9,What would you prefer 100$ now or 100$ in year? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,100,year,10,What would you prefer 100$ now or 100$ in year? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,100,2 years,1,What would you prefer 100$ now or 100$ in 2 years? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,100,2 years,2,What would you prefer 100$ now or 100$ in 2 years? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,100,2 years,3,What would you prefer 100$ now or 100$ in 2 years? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,100,2 years,4,What would you prefer 100$ now or 100$ in 2 years? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,100,2 years,5,What would you prefer 100$ now or 100$ in 2 years? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,100,2 years,6,What would you prefer 100$ now or 100$ in 2 years? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,100,2 years,7,What would you prefer 100$ now or 100$ in 2 years? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,100,2 years,8,What would you prefer 100$ now or 100$ in 2 years? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,100,2 years,9,What would you prefer 100$ now or 100$ in 2 years? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,100,2 years,10,What would you prefer 100$ now or 100$ in 2 years? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,100,3 years,1,What would you prefer 100$ now or 100$ in 3 years? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,100,3 years,2,What would you prefer 100$ now or 100$ in 3 years? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,100,3 years,3,What would you prefer 100$ now or 100$ in 3 years? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,100,3 years,4,What would you prefer 100$ now or 100$ in 3 years? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,100,3 years,5,What would you prefer 100$ now or 100$ in 3 years? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,100,3 years,6,What would you prefer 100$ now or 100$ in 3 years? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,100,3 years,7,What would you prefer 100$ now or 100$ in 3 years? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,100,3 years,8,What would you prefer 100$ now or 100$ in 3 years? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,100,3 years,9,What would you prefer 100$ now or 100$ in 3 years? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,100,3 years,10,What would you prefer 100$ now or 100$ in 3 years? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,100,5 years,1,What would you prefer 100$ now or 100$ in 5 years? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,100,5 years,2,What would you prefer 100$ now or 100$ in 5 years? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,100,5 years,3,What would you prefer 100$ now or 100$ in 5 years? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,100,5 years,4,What would you prefer 100$ now or 100$ in 5 years? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,100,5 years,5,What would you prefer 100$ now or 100$ in 5 years? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,100,5 years,6,What would you prefer 100$ now or 100$ in 5 years? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,100,5 years,7,What would you prefer 100$ now or 100$ in 5 years? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,100,5 years,8,What would you prefer 100$ now or 100$ in 5 years? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,100,5 years,9,What would you prefer 100$ now or 100$ in 5 years? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,100,5 years,10,What would you prefer 100$ now or 100$ in 5 years? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,100,10 years,1,What would you prefer 100$ now or 100$ in 10 years? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,100,10 years,2,What would you prefer 100$ now or 100$ in 10 years? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,100,10 years,3,What would you prefer 100$ now or 100$ in 10 years? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,100,10 years,4,What would you prefer 100$ now or 100$ in 10 years? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,100,10 years,5,What would you prefer 100$ now or 100$ in 10 years? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,100,10 years,6,What would you prefer 100$ now or 100$ in 10 years? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,100,10 years,7,What would you prefer 100$ now or 100$ in 10 years? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,100,10 years,8,What would you prefer 100$ now or 100$ in 10 years? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,100,10 years,9,What would you prefer 100$ now or 100$ in 10 years? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,100,10 years,10,What would you prefer 100$ now or 100$ in 10 years? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,101,tomorrow,1,What would you prefer 100$ now or 101$ in tomorrow? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,101,tomorrow,2,What would you prefer 100$ now or 101$ in tomorrow? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,101,tomorrow,3,What would you prefer 100$ now or 101$ in tomorrow? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,101,tomorrow,4,What would you prefer 100$ now or 101$ in tomorrow? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,101,tomorrow,5,What would you prefer 100$ now or 101$ in tomorrow? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,101,tomorrow,6,What would you prefer 100$ now or 101$ in tomorrow? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,101,tomorrow,7,What would you prefer 100$ now or 101$ in tomorrow? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,101,tomorrow,8,What would you prefer 100$ now or 101$ in tomorrow? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,101,tomorrow,9,What would you prefer 100$ now or 101$ in tomorrow? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,101,tomorrow,10,What would you prefer 100$ now or 101$ in tomorrow? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,101,week,1,What would you prefer 100$ now or 101$ in week? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,101,week,2,What would you prefer 100$ now or 101$ in week? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,101,week,3,What would you prefer 100$ now or 101$ in week? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,101,week,4,What would you prefer 100$ now or 101$ in week? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,101,week,5,What would you prefer 100$ now or 101$ in week? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,101,week,6,What would you prefer 100$ now or 101$ in week? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,101,week,7,What would you prefer 100$ now or 101$ in week? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,101,week,8,What would you prefer 100$ now or 101$ in week? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,101,week,9,What would you prefer 100$ now or 101$ in week? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,101,week,10,What would you prefer 100$ now or 101$ in week? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,101,month,1,What would you prefer 100$ now or 101$ in month? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,101,month,2,What would you prefer 100$ now or 101$ in month? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,101,month,3,What would you prefer 100$ now or 101$ in month? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,101,month,4,What would you prefer 100$ now or 101$ in month? Answer in just a few words.,100$ now,100$ now,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,101,month,5,What would you prefer 100$ now or 101$ in month? Answer in just a few words.,100$ now,100$ now,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,101,month,6,What would you prefer 100$ now or 101$ in month? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,101,month,7,What would you prefer 100$ now or 101$ in month? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,101,month,8,What would you prefer 100$ now or 101$ in month? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,101,month,9,What would you prefer 100$ now or 101$ in month? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,101,month,10,What would you prefer 100$ now or 101$ in month? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,101,year,1,What would you prefer 100$ now or 101$ in year? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,101,year,2,What would you prefer 100$ now or 101$ in year? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,101,year,3,What would you prefer 100$ now or 101$ in year? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,101,year,4,What would you prefer 100$ now or 101$ in year? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,101,year,5,What would you prefer 100$ now or 101$ in year? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,101,year,6,What would you prefer 100$ now or 101$ in year? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,101,year,7,What would you prefer 100$ now or 101$ in year? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,101,year,8,What would you prefer 100$ now or 101$ in year? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,101,year,9,What would you prefer 100$ now or 101$ in year? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,101,year,10,What would you prefer 100$ now or 101$ in year? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,101,2 years,1,What would you prefer 100$ now or 101$ in 2 years? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,101,2 years,2,What would you prefer 100$ now or 101$ in 2 years? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,101,2 years,3,What would you prefer 100$ now or 101$ in 2 years? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,101,2 years,4,What would you prefer 100$ now or 101$ in 2 years? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,101,2 years,5,What would you prefer 100$ now or 101$ in 2 years? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,101,2 years,6,What would you prefer 100$ now or 101$ in 2 years? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,101,2 years,7,What would you prefer 100$ now or 101$ in 2 years? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,101,2 years,8,What would you prefer 100$ now or 101$ in 2 years? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,101,2 years,9,What would you prefer 100$ now or 101$ in 2 years? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,101,2 years,10,What would you prefer 100$ now or 101$ in 2 years? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,101,3 years,1,What would you prefer 100$ now or 101$ in 3 years? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,101,3 years,2,What would you prefer 100$ now or 101$ in 3 years? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,101,3 years,3,What would you prefer 100$ now or 101$ in 3 years? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,101,3 years,4,What would you prefer 100$ now or 101$ in 3 years? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,101,3 years,5,What would you prefer 100$ now or 101$ in 3 years? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,101,3 years,6,What would you prefer 100$ now or 101$ in 3 years? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,101,3 years,7,What would you prefer 100$ now or 101$ in 3 years? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,101,3 years,8,What would you prefer 100$ now or 101$ in 3 years? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,101,3 years,9,What would you prefer 100$ now or 101$ in 3 years? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,101,3 years,10,What would you prefer 100$ now or 101$ in 3 years? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,101,5 years,1,What would you prefer 100$ now or 101$ in 5 years? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,101,5 years,2,What would you prefer 100$ now or 101$ in 5 years? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,101,5 years,3,What would you prefer 100$ now or 101$ in 5 years? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,101,5 years,4,What would you prefer 100$ now or 101$ in 5 years? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,101,5 years,5,What would you prefer 100$ now or 101$ in 5 years? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,101,5 years,6,What would you prefer 100$ now or 101$ in 5 years? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,101,5 years,7,What would you prefer 100$ now or 101$ in 5 years? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,101,5 years,8,What would you prefer 100$ now or 101$ in 5 years? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
100,101,5 years,9,What would you prefer 100$ now or 101$ in 5 years? Answer in just a few words.,100$ now.,100$ now.,False,x_now,stochastic_temp0_7_n10,True,0.7,default,False,direct_time_utility_question
