condition,amount_scale_factor,amount_scale_factor_text,base_x_now,base_x_now_text,base_y_later,base_y_later_text,x_now,x_now_text,y_later,y_later_text,amount_multiplier,amount_multiplier_text,t_delay,time_delay_format,repeat_idx,user_pov,prompt_format,prompt,response,response_for_parse,thinking_trace_removed_for_parse,choice,steering_layer,signed_strength,steering_applied,probe_train_regime,probe_feature_name,vector_key,probe_artifact_path
steer_long_term_plus256,0.3,0.3,100,100,101,101,30,30,30.3,30.3,1.01,1.01,1 day,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 30$ now or 30.3$ in 1 day. What should I choose? Answer in just a few words.,Take the 3 dollars over time.,Take the 3 dollars over time.,False,unparsed,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.3,0.3,100,100,101,101,30,30,30.3,30.3,1.01,1.01,2 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 30$ now or 30.3$ in 2 days. What should I choose? Answer in just a few words.,Take the 3 dollars over time.,Take the 3 dollars over time.,False,unparsed,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.3,0.3,100,100,101,101,30,30,30.3,30.3,1.01,1.01,7 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 30$ now or 30.3$ in 7 days. What should I choose? Answer in just a few words.,Take the 3 time.,Take the 3 time.,False,unparsed,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.3,0.3,100,100,101,101,30,30,30.3,30.3,1.01,1.01,30 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 30$ now or 30.3$ in 30 days. What should I choose? Answer in just a few words.,Take the 3 compounding time.,Take the 3 compounding time.,False,unparsed,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.3,0.3,100,100,101,101,30,30,30.3,30.3,1.01,1.01,90 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 30$ now or 30.3$ in 90 days. What should I choose? Answer in just a few words.,Take the 3 dollars over time.,Take the 3 dollars over time.,False,unparsed,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.3,0.3,100,100,101,101,30,30,30.3,30.3,1.01,1.01,365 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 30$ now or 30.3$ in 365 days. What should I choose? Answer in just a few words.,Take the 3 years of compounding growth.,Take the 3 years of compounding growth.,False,unparsed,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.3,0.3,100,100,101,101,30,30,30.3,30.3,1.01,1.01,730 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 30$ now or 30.3$ in 730 days. What should I choose? Answer in just a few words.,Take the 3 dollars over time.,Take the 3 dollars over time.,False,unparsed,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.3,0.3,100,100,101,101,30,30,30.3,30.3,1.01,1.01,1095 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 30$ now or 30.3$ in 1095 days. What should I choose? Answer in just a few words.,Take the 3 years.,Take the 3 years.,False,y_later,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.3,0.3,100,100,101,101,30,30,30.3,30.3,1.01,1.01,1825 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 30$ now or 30.3$ in 1825 days. What should I choose? Answer in just a few words.,Take the 3 dollars over time.,Take the 3 dollars over time.,False,unparsed,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.3,0.3,100,100,101,101,30,30,30.3,30.3,1.01,1.01,3650 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 30$ now or 30.3$ in 3650 days. What should I choose? Answer in just a few words.,Take the 3 dollars over time.,Take the 3 dollars over time.,False,unparsed,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.3,0.3,100,100,110,110,30,30,33.0,33,1.1,1.1,1 hour,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 30$ now or 33$ in 1 hour. What should I choose? Answer in just a few words.,Choose the 33$ over time.,Choose the 33$ over time.,False,y_later,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.3,0.3,100,100,110,110,30,30,33.0,33,1.1,1.1,8 hours,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 30$ now or 33$ in 8 hours. What should I choose? Answer in just a few words.,Take the 33$ over time.,Take the 33$ over time.,False,y_later,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.3,0.3,100,100,110,110,30,30,33.0,33,1.1,1.1,1 day,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 30$ now or 33$ in 1 day. What should I choose? Answer in just a few words.,Choose the 30$ over time.,Choose the 30$ over time.,False,x_now,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.3,0.3,100,100,110,110,30,30,33.0,33,1.1,1.1,2 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 30$ now or 33$ in 2 days. What should I choose? Answer in just a few words.,Choose the 33$ over time.,Choose the 33$ over time.,False,y_later,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.3,0.3,100,100,110,110,30,30,33.0,33,1.1,1.1,7 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 30$ now or 33$ in 7 days. What should I choose? Answer in just a few words.,Choose the 33$ over time.,Choose the 33$ over time.,False,y_later,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.3,0.3,100,100,110,110,30,30,33.0,33,1.1,1.1,30 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 30$ now or 33$ in 30 days. What should I choose? Answer in just a few words.,Choose the 33$ over time.,Choose the 33$ over time.,False,y_later,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.3,0.3,100,100,110,110,30,30,33.0,33,1.1,1.1,90 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 30$ now or 33$ in 90 days. What should I choose? Answer in just a few words.,Take the 33$ over time.,Take the 33$ over time.,False,y_later,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.3,0.3,100,100,110,110,30,30,33.0,33,1.1,1.1,365 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 30$ now or 33$ in 365 days. What should I choose? Answer in just a few words.,Take the 3 dollars over time.,Take the 3 dollars over time.,False,unparsed,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.3,0.3,100,100,110,110,30,30,33.0,33,1.1,1.1,730 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 30$ now or 33$ in 730 days. What should I choose? Answer in just a few words.,Take the 3 dollars over time.,Take the 3 dollars over time.,False,unparsed,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.3,0.3,100,100,110,110,30,30,33.0,33,1.1,1.1,1095 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 30$ now or 33$ in 1095 days. What should I choose? Answer in just a few words.,Take the 3 dollars over time.,Take the 3 dollars over time.,False,unparsed,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.3,0.3,100,100,110,110,30,30,33.0,33,1.1,1.1,1825 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 30$ now or 33$ in 1825 days. What should I choose? Answer in just a few words.,Take the 3 dollars over time.,Take the 3 dollars over time.,False,unparsed,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.3,0.3,100,100,110,110,30,30,33.0,33,1.1,1.1,3650 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 30$ now or 33$ in 3650 days. What should I choose? Answer in just a few words.,Take the 3 dollars over time.,Take the 3 dollars over time.,False,unparsed,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.3,0.3,100,100,150,150,30,30,45.0,45,1.5,1.5,1 hour,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 30$ now or 45$ in 1 hour. What should I choose? Answer in just a few words.,Choose the 45$ over time.,Choose the 45$ over time.,False,y_later,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.3,0.3,100,100,150,150,30,30,45.0,45,1.5,1.5,8 hours,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 30$ now or 45$ in 8 hours. What should I choose? Answer in just a few words.,Choose the 45$ over time.,Choose the 45$ over time.,False,y_later,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.3,0.3,100,100,150,150,30,30,45.0,45,1.5,1.5,1 day,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 30$ now or 45$ in 1 day. What should I choose? Answer in just a few words.,Choose the 45$ over time.,Choose the 45$ over time.,False,y_later,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.3,0.3,100,100,150,150,30,30,45.0,45,1.5,1.5,2 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 30$ now or 45$ in 2 days. What should I choose? Answer in just a few words.,Choose the 45$ over time.,Choose the 45$ over time.,False,y_later,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.3,0.3,100,100,150,150,30,30,45.0,45,1.5,1.5,7 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 30$ now or 45$ in 7 days. What should I choose? Answer in just a few words.,Choose the 45$ over time.,Choose the 45$ over time.,False,y_later,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.3,0.3,100,100,150,150,30,30,45.0,45,1.5,1.5,30 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 30$ now or 45$ in 30 days. What should I choose? Answer in just a few words.,Choose the 45$ over time.,Choose the 45$ over time.,False,y_later,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.3,0.3,100,100,150,150,30,30,45.0,45,1.5,1.5,90 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 30$ now or 45$ in 90 days. What should I choose? Answer in just a few words.,Choose the 45$ over time.,Choose the 45$ over time.,False,y_later,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.3,0.3,100,100,150,150,30,30,45.0,45,1.5,1.5,365 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 30$ now or 45$ in 365 days. What should I choose? Answer in just a few words.,Take the 45$ over time.,Take the 45$ over time.,False,y_later,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.3,0.3,100,100,150,150,30,30,45.0,45,1.5,1.5,730 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 30$ now or 45$ in 730 days. What should I choose? Answer in just a few words.,Take the 45$ over time.,Take the 45$ over time.,False,y_later,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.3,0.3,100,100,150,150,30,30,45.0,45,1.5,1.5,1095 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 30$ now or 45$ in 1095 days. What should I choose? Answer in just a few words.,Take the 45$ over time.,Take the 45$ over time.,False,y_later,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.3,0.3,100,100,150,150,30,30,45.0,45,1.5,1.5,1825 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 30$ now or 45$ in 1825 days. What should I choose? Answer in just a few words.,Take the 45$ over time.,Take the 45$ over time.,False,y_later,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.3,0.3,100,100,150,150,30,30,45.0,45,1.5,1.5,3650 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 30$ now or 45$ in 3650 days. What should I choose? Answer in just a few words.,Take the 45$ over time.,Take the 45$ over time.,False,y_later,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.3,0.3,100,100,200,200,30,30,60.0,60,2.0,2,1 hour,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 30$ now or 60$ in 1 hour. What should I choose? Answer in just a few words.,Choose the 60$ over time.,Choose the 60$ over time.,False,y_later,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.3,0.3,100,100,200,200,30,30,60.0,60,2.0,2,8 hours,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 30$ now or 60$ in 8 hours. What should I choose? Answer in just a few words.,Choose the 60$ over time.,Choose the 60$ over time.,False,y_later,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.3,0.3,100,100,200,200,30,30,60.0,60,2.0,2,1 day,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 30$ now or 60$ in 1 day. What should I choose? Answer in just a few words.,Choose the 60$ over time.,Choose the 60$ over time.,False,y_later,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.3,0.3,100,100,200,200,30,30,60.0,60,2.0,2,2 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 30$ now or 60$ in 2 days. What should I choose? Answer in just a few words.,Choose the 60$ over time.,Choose the 60$ over time.,False,y_later,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.3,0.3,100,100,200,200,30,30,60.0,60,2.0,2,7 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 30$ now or 60$ in 7 days. What should I choose? Answer in just a few words.,Choose the 60$ over time.,Choose the 60$ over time.,False,y_later,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
steer_long_term_plus256,0.3,0.3,100,100,200,200,30,30,60.0,60,2.0,2,30 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 30$ now or 60$ in 30 days. What should I choose? Answer in just a few words.,Choose the 60$ over time.,Choose the 60$ over time.,False,y_later,40,256.0,True,explicit_train_only,mean_answer_tokens,mm_probe_vectors,/workspace/results/qwen3_32b/question_only_probe_variations/20260410-093720/qwen3_32b_question_only_probe_artifacts_20260410-093720_explicit_only_checkpoint.npz
