evidence_share,question_share,evidence_tokens,session,arm,distance,filler_turns,context_fill,ctx_tokens,pathology,gold,pred,correct,mean_entropy,parsed,response
0.009250180188766015,0.23740531168212847,200,0,back_5,5,21,0.4915,2013,URTI,E,E,True,0.17956682574003935,True,E
0.009998816297021611,0.2336043323656278,200,0,back_10,10,21,0.4915,2013,URTI,E,E,True,0.030421790666878223,True,E
0.007014050293946639,0.23951764338250672,200,0,back_20,20,21,0.4915,2013,URTI,E,E,True,0.021476524882018566,True,E
0.020150848498035754,0.27122773080398993,382,0,local,0,21,0.5359,2195,Influenza,D,A,False,0.040299185406524295,True,A) URTI
0.00955357110485368,0.22729638325316565,382,0,back_2,2,21,0.5359,2195,Influenza,D,A,False,0.16614224947988987,True,A
0.010067726606004206,0.22952196075181877,382,0,back_5,5,21,0.5359,2195,Influenza,D,A,False,0.09202218241989613,True,A
0.012022414431807451,0.22149987557038134,382,0,back_10,10,21,0.5359,2195,Influenza,D,A,False,0.08638719702139497,True,A
0.0064463024651299095,0.21787484529029047,382,0,back_20,20,21,0.5359,2195,Influenza,D,A,False,0.1491003930568695,True,A
0.013858450169209391,0.24391152234082775,226,0,local,0,21,0.5005,2050,Acute dystonic reactions,C,C,True,0.001181057575017519,True,C
0.007834506329215531,0.23551457506671017,226,0,back_2,2,21,0.5005,2050,Acute dystonic reactions,C,C,True,0.0002474264367293699,True,C
0.005346240326096969,0.24605076425775355,226,0,back_5,5,21,0.5005,2050,Acute dystonic reactions,C,C,True,0.34040474833454937,True,C
0.008168955460795197,0.24395804815659566,226,0,back_10,10,21,0.5005,2050,Acute dystonic reactions,C,B,False,0.2231428800150752,True,B
0.005792720571792286,0.2563779723132029,226,0,back_20,20,21,0.5005,2050,Acute dystonic reactions,C,C,True,0.4504265885334462,True,C
0.014587472500612162,0.27487186929543633,343,0,local,0,21,0.5276,2161,Unstable angina,B,A,False,0.07668852273365019,True,A) Possible NSTEMI / STEMI
0.008666987848950416,0.24773871396402164,343,0,back_2,2,21,0.5276,2161,Unstable angina,B,A,False,0.13967507907000254,True,A
0.008814927539788187,0.24618030449242465,343,0,back_5,5,21,0.5276,2161,Unstable angina,B,A,False,0.05610423694452038,True,A
0.012910513589823884,0.24355816678144038,343,0,back_10,10,21,0.5276,2161,Unstable angina,B,A,False,0.04710245522801415,True,A
0.00917711234277314,0.23552232681374466,343,0,back_20,20,21,0.5276,2161,Unstable angina,B,A,False,0.09404436957765938,True,A
0.01939009130001068,0.22915950384257094,283,0,local,0,21,0.5139,2105,Pulmonary embolism,C,C,True,0.16591369360685349,True,C
0.008568462200595863,0.22707745876894997,283,0,back_2,2,21,0.5139,2105,Pulmonary embolism,C,C,True,0.0037455397250596434,True,C
0.008460554134217091,0.22542141662311874,283,0,back_5,5,21,0.5139,2105,Pulmonary embolism,C,C,True,0.0024466075701639056,True,C
0.011311164258846216,0.22799244476482272,283,0,back_10,10,21,0.5139,2105,Pulmonary embolism,C,C,True,0.017503723967820406,True,C
0.008307839255264429,0.23176355548535607,283,0,back_20,20,21,0.5139,2105,Pulmonary embolism,C,C,True,0.03087030618917197,True,C
0.01616261455429984,0.2594797873669969,306,0,local,0,28,0.6458,2645,Scombroid food poisoning,A,A,True,0.05408227600855753,True,A) Scombroid food poisoning
0.008531753192073666,0.2604381335633142,306,0,back_2,2,28,0.6458,2645,Scombroid food poisoning,A,A,True,0.2035951353609562,True,A
0.007389294429490941,0.2564265891809815,306,0,back_5,5,28,0.6458,2645,Scombroid food poisoning,A,D,False,0.31403062865138054,True,D
0.009912998510117177,0.25011044880375266,306,0,back_10,10,28,0.6458,2645,Scombroid food poisoning,A,A,True,0.1637649778276682,True,A
0.004104985062440392,0.242714796547911,306,0,back_20,20,28,0.6458,2645,Scombroid food poisoning,A,A,True,0.0464731038082391,True,A
0.01433177966724283,0.23445055771818651,227,0,local,0,28,0.6272,2569,Chronic rhinosinusitis,B,B,True,0.006844394188192382,True,B
0.00817717240715865,0.24586556361256434,227,0,back_2,2,28,0.6272,2569,Chronic rhinosinusitis,B,B,True,0.22135151363909245,True,B
0.008691880965800789,0.22054661506886727,227,0,back_5,5,28,0.6272,2569,Chronic rhinosinusitis,B,B,True,0.0017023649415932596,True,B
0.011242363947790832,0.21577579642014047,227,0,back_10,10,28,0.6272,2569,Chronic rhinosinusitis,B,B,True,0.0010319429857190698,True,B
0.0050499805625544725,0.19452543219085783,227,0,back_20,20,28,0.6272,2569,Chronic rhinosinusitis,B,B,True,0.0006046131948096445,True,B
0.013940694758535497,0.2717148717825434,227,0,local,0,28,0.6272,2569,Myocarditis,C,E,False,0.14858223986811936,True,E
0.007910634706994253,0.2410368733773274,227,0,back_2,2,28,0.6272,2569,Myocarditis,C,E,False,0.16913607029709965,True,E
0.006781789965836131,0.23664517115269387,227,0,back_5,5,28,0.6272,2569,Myocarditis,C,E,False,0.10653429105877876,True,E
0.009855443509357948,0.2341518211012174,227,0,back_10,10,28,0.6272,2569,Myocarditis,C,E,False,0.10631983971688896,True,E
0.004806618695770989,0.2387959515077195,227,0,back_20,20,28,0.6272,2569,Myocarditis,C,E,False,0.3334087576949969,True,E
0.013982538312640307,0.2672295949055946,309,0,local,0,28,0.6475,2652,Possible NSTEMI / STEMI,A,A,True,0.0320208652063684,True,A) Possible NSTEMI / STEMI
0.007909320702310652,0.23331269568630628,309,0,back_2,2,28,0.6475,2652,Possible NSTEMI / STEMI,A,A,True,0.24035596819106786,True,A
0.00604655723873293,0.22954264161775687,309,0,back_5,5,28,0.6475,2652,Possible NSTEMI / STEMI,A,A,True,0.14038544314951196,True,A
0.00842594613381412,0.22589971366271908,309,0,back_10,10,28,0.6475,2652,Possible NSTEMI / STEMI,A,A,True,0.06757191365272774,True,A
0.004478797235476252,0.2171945872417252,309,0,back_20,20,28,0.6475,2652,Possible NSTEMI / STEMI,A,A,True,0.073466445412123,True,A
0.009509441974971975,0.25048751700004296,174,0,local,0,28,0.6147,2518,Bronchiectasis,D,B,False,0.0017101461999118328,True,B
0.005652028056959223,0.23889605937126493,174,0,back_2,2,28,0.6147,2518,Bronchiectasis,D,B,False,0.00034673677146201953,True,B
0.0051330353702983954,0.2289255886072559,174,0,back_5,5,28,0.6147,2518,Bronchiectasis,D,B,False,0.0002819509471123638,True,B
0.007813567151320708,0.21622251518004174,174,0,back_10,10,28,0.6147,2518,Bronchiectasis,D,B,False,0.00032604028638161253,True,B
0.003987219835315565,0.20717074193193444,174,0,back_20,20,28,0.6147,2518,Bronchiectasis,D,B,False,0.00036856759339798373,True,B
0.016780533619956777,0.25918716029264033,428,0,local,0,28,0.678,2777,Anaphylaxis,A,A,True,0.00545092107693839,True,A) Anaphylaxis
0.009232477260021759,0.23800164318111325,428,0,back_2,2,28,0.678,2777,Anaphylaxis,A,A,True,0.1407184439750182,True,A
0.007615647821304654,0.237897011950346,428,0,back_5,5,28,0.678,2777,Anaphylaxis,A,A,True,0.08622392268611634,True,A
0.00930082970132519,0.24026029701677284,428,0,back_10,10,28,0.678,2777,Anaphylaxis,A,A,True,0.07973742235077452,True,A
0.004434980560160641,0.23312783045029,428,0,back_20,20,28,0.678,2777,Anaphylaxis,A,A,True,0.02703184080041865,True,A
0.01729713172452258,0.2807488170053278,226,0,local,0,28,0.6277,2571,Pericarditis,D,D,True,0.03203255659900606,True,D
0.00896694952098187,0.26478993232428494,226,0,back_2,2,28,0.6277,2571,Pericarditis,D,D,True,0.0054572803201153874,True,D
0.010576921898713667,0.25583714665845037,226,0,back_5,5,28,0.6277,2571,Pericarditis,D,D,True,0.0027732732705771923,True,D
0.013621794885693816,0.2502176999447069,226,0,back_10,10,28,0.6277,2571,Pericarditis,D,D,True,0.0007785346242599189,True,D
0.005145232870355747,0.23854955189329172,226,0,back_20,20,28,0.6277,2571,Pericarditis,D,D,True,0.0033899510162882507,True,D
0.017672979572255696,0.26238929027957575,400,0,local,0,28,0.6682,2737,HIV (initial infection),C,C,True,0.008643850596854463,True,C
0.007965960613676413,0.24820578003501786,400,0,back_2,2,28,0.6682,2737,HIV (initial infection),C,C,True,0.000959825178142637,True,C
0.008511608277331106,0.24123674769154085,400,0,back_5,5,28,0.6682,2737,HIV (initial infection),C,C,True,0.0006625395617447793,True,C
0.010861454651083997,0.23172544712932513,400,0,back_10,10,28,0.6682,2737,HIV (initial infection),C,C,True,0.0008461805628030561,True,C
0.005606599000332478,0.23021103741068924,400,0,back_20,20,28,0.6682,2737,HIV (initial infection),C,C,True,0.0008216166024794802,True,C
0.020374296287107945,0.25347811356186867,216,0,local,0,35,0.7563,3098,PSVT,E,C,False,0.08138691657222807,True,C
0.009387243310421971,0.25003342125897426,216,0,back_2,2,35,0.7563,3098,PSVT,E,B,False,0.22769930958747864,True,B
0.010157179028153353,0.24071523141381995,216,0,back_5,5,35,0.7563,3098,PSVT,E,B,False,0.012435066630132496,True,B
0.010773781475498774,0.24503561947494745,216,0,back_10,10,35,0.7563,3098,PSVT,E,B,False,0.020089115481823683,True,B
0.006173013502120739,0.23016486551413046,216,0,back_20,20,35,0.7563,3098,PSVT,E,B,False,0.09914835239760578,True,B
0.012673393128872184,0.2537639542383009,178,0,local,0,35,0.749,3068,Bronchospasm / acute asthma exacerbation,C,C,True,0.001061112012052945,True,C
0.006862851453271495,0.24535811366513371,178,0,back_2,2,35,0.749,3068,Bronchospasm / acute asthma exacerbation,C,C,True,0.00025311286344731343,True,C
0.00842926147223417,0.23758115320067322,178,0,back_5,5,35,0.749,3068,Bronchospasm / acute asthma exacerbation,C,C,True,0.00039248122035928645,True,C
0.009406672477780376,0.23362957386832153,178,0,back_10,10,35,0.749,3068,Bronchospasm / acute asthma exacerbation,C,C,True,0.0003555109324793193,True,C
0.004220701783586784,0.2181481148083029,178,0,back_20,20,35,0.749,3068,Bronchospasm / acute asthma exacerbation,C,C,True,0.00041470201477977753,True,C
0.011780449588383948,0.22136596560345165,275,0,local,0,35,0.7695,3152,Chronic rhinosinusitis,A,A,True,0.09158730026665296,True,A) Chronic rhinosinusitis
0.006747527077095583,0.24235108905538386,275,0,back_2,2,35,0.7695,3152,Chronic rhinosinusitis,A,B,False,0.1058222430292517,True,B
0.00773013101570541,0.23644432887834096,275,0,back_5,5,35,0.7695,3152,Chronic rhinosinusitis,A,B,False,0.043692799110431224,True,B
0.009452951649758947,0.23357564302360906,275,0,back_10,10,35,0.7695,3152,Chronic rhinosinusitis,A,B,False,0.029986250738147646,True,B
0.0055968588343863045,0.19447263293633504,275,0,back_20,20,35,0.7695,3152,Chronic rhinosinusitis,A,A,True,0.021799573209136724,True,A
0.010264927912170865,0.2642984576190689,214,0,local,0,35,0.7551,3093,URTI,D,D,True,0.03302082198206335,True,D
0.005855179327357162,0.2493357798749847,214,0,back_2,2,35,0.7551,3093,URTI,D,A,False,0.04904105328023434,True,A
0.007136530347841992,0.2368538985028863,214,0,back_5,5,35,0.7551,3093,URTI,D,A,False,0.04188467632047832,True,A
0.009326347414701428,0.23736422608739563,214,0,back_10,10,35,0.7551,3093,URTI,D,A,False,0.047284760628826916,True,A
0.003950319000328558,0.2229360184199842,214,0,back_20,20,35,0.7551,3093,URTI,D,A,False,0.02262409045943059,True,A
0.012384714521301379,0.2760492167269279,259,0,local,0,35,0.7683,3147,Pericarditis,C,C,True,0.06320428475737572,True,C
0.006866845985184357,0.26915920776913743,259,0,back_2,2,35,0.7683,3147,Pericarditis,C,A,False,0.3723319359123707,True,A
0.006833258821903395,0.26580064920043306,259,0,back_5,5,35,0.7683,3147,Pericarditis,C,C,True,0.32492423077928834,True,C
0.010613028508877116,0.26310423824803103,259,0,back_10,10,35,0.7683,3147,Pericarditis,C,C,True,0.394712134526344,True,C
0.006236183463313084,0.2586799897087206,259,0,back_20,20,35,0.7683,3147,Pericarditis,C,A,False,0.4092494659125805,True,A
0.02660206926520914,0.22789929279991025,299,0,local,0,35,0.7764,3180,Anemia,B,E,False,0.08358843624591827,True,E
0.010915200608516378,0.23637530269167786,299,0,back_2,2,35,0.7764,3180,Anemia,B,E,False,0.14769310667179525,True,E
0.011270612316106312,0.23054732345709844,299,0,back_5,5,35,0.7764,3180,Anemia,B,E,False,0.24611695960629731,True,E
0.009592500412379325,0.20913444765444314,299,0,back_10,10,35,0.7764,3180,Anemia,B,E,False,0.036452116270083934,True,E
0.0060531058422514305,0.2227134596489902,299,0,back_20,20,35,0.7764,3180,Anemia,B,E,False,0.29689879424404353,True,E
0.010192700046380716,0.24229012737383268,164,0,local,0,35,0.7437,3046,Atrial fibrillation,C,C,True,0.0009889389930322068,True,C
0.00484739548223193,0.2459009042442111,164,0,back_2,2,35,0.7437,3046,Atrial fibrillation,C,C,True,0.020526434644125402,True,C
0.005511680555563154,0.23996152489313058,164,0,back_5,5,35,0.7437,3046,Atrial fibrillation,C,C,True,0.004513279418461025,True,C
0.007590517697930669,0.2411796802688124,164,0,back_10,10,35,0.7437,3046,Atrial fibrillation,C,C,True,0.006646757596172392,True,C
0.002353011315238161,0.2412819712356265,164,0,back_20,20,35,0.7437,3046,Atrial fibrillation,C,C,True,0.10631752590415999,True,C
0.014746229072833168,0.2582639027719519,309,0,local,0,35,0.78,3195,Pulmonary embolism,E,E,True,0.26134252548217773,True,E
0.007872456774098932,0.2545414906926453,309,0,back_2,2,35,0.78,3195,Pulmonary embolism,E,C,False,0.34623175021260977,True,C
0.007586498735430983,0.25395357997954954,309,0,back_5,5,35,0.78,3195,Pulmonary embolism,E,C,False,0.29856565268710256,True,C
0.007762406323828535,0.2526407179622246,309,0,back_10,10,35,0.78,3195,Pulmonary embolism,E,C,False,0.17014817241579294,True,C
0.005561969777513046,0.23572357088726545,309,0,back_20,20,35,0.78,3195,Pulmonary embolism,E,C,False,0.3480209445115179,True,C
0.027755481307394803,0.2586119998346216,300,0,local,0,42,0.9065,3713,Anemia,A,A,True,0.12392949327384031,True,A) Anemia
0.011848043970530853,0.21882209394659316,300,0,back_2,2,42,0.9065,3713,Anemia,A,A,True,0.06670284607025678,True,A
0.011532808454441172,0.2128939982337345,300,0,back_5,5,42,0.9065,3713,Anemia,A,A,True,0.06117285373966297,True,A
0.014912092778623836,0.20424192202543573,300,0,back_10,10,42,0.9065,3713,Anemia,A,A,True,0.05133237629343057,True,A
0.00660667642088291,0.2052332358102181,300,0,back_20,20,42,0.9065,3713,Anemia,A,A,True,0.02036751597188413,True,A
0.01900936370449407,0.2227710985545335,181,0,local,0,42,0.8801,3605,Myasthenia gravis,E,E,True,0.025803065409910175,True,E
0.009123306313995272,0.22039941833021917,181,0,back_2,2,42,0.8801,3605,Myasthenia gravis,E,E,True,0.00047362316495025425,True,E
0.008278324916318525,0.21939627496924782,181,0,back_5,5,42,0.8801,3605,Myasthenia gravis,E,E,True,0.00035531298659918775,True,E
0.008889920065744914,0.21944904907806112,181,0,back_10,10,42,0.8801,3605,Myasthenia gravis,E,E,True,0.0003059832418443875,True,E
0.0030632609414819206,0.21813880861736834,181,0,back_20,20,42,0.8801,3605,Myasthenia gravis,E,E,True,0.0002795617934339134,True,E
0.013880933942605875,0.27689076081982683,260,0,local,0,42,0.8977,3677,URTI,A,A,True,0.1375848083726107,True,A) URTI
0.008717576463823207,0.24720626740184212,260,0,back_2,2,42,0.8977,3677,URTI,A,A,True,0.12410471827024594,True,A
0.00651495968798242,0.24217252642847598,260,0,back_5,5,42,0.8977,3677,URTI,A,A,True,0.10498833233577898,True,A
0.00981718416525317,0.23253629235218146,260,0,back_10,10,42,0.8977,3677,URTI,A,A,True,0.10453031100041699,True,A
0.006225779650516675,0.23083476870254213,260,0,back_20,20,42,0.8977,3677,URTI,A,A,True,0.08921766866114922,True,A
0.01735534891486168,0.24592593731358647,285,0,local,0,42,0.9043,3704,Inguinal hernia,C,C,True,0.015253640442097094,True,C
0.010066086690390616,0.23674152290914208,285,0,back_2,2,42,0.9043,3704,Inguinal hernia,C,C,True,0.18351308786077425,True,C
0.008377610623678524,0.23109974248135196,285,0,back_5,5,42,0.9043,3704,Inguinal hernia,C,C,True,0.3289000970253255,True,C
0.009290671139491937,0.2300131660886109,285,0,back_10,10,42,0.9043,3704,Inguinal hernia,C,C,True,0.0825696486281231,True,C
0.0043398561579774,0.23878497617053135,285,0,back_20,20,42,0.9043,3704,Inguinal hernia,C,D,False,0.10452408908167854,True,D
0.016758747382222543,0.28251809786473003,575,0,local,0,42,0.9741,3990,Pneumonia,D,D,True,0.0733088800437989,True,D) Pneumonia
0.008287162863000828,0.25682273532064365,575,0,back_2,2,42,0.9741,3990,Pneumonia,D,D,True,0.1405277019366622,True,D
0.011346308519672934,0.25932087656110525,575,0,back_5,5,42,0.9741,3990,Pneumonia,D,D,True,0.10846627876162529,True,D
0.010531548132088833,0.25772258463049574,575,0,back_10,10,42,0.9741,3990,Pneumonia,D,D,True,0.2061612792313099,True,D
0.006895541026356763,0.2560726201128481,575,0,back_20,20,42,0.9741,3990,Pneumonia,D,D,True,0.05865453300066292,True,D
0.013986711910027745,0.2504210070972996,222,0,local,0,42,0.8894,3643,Myocarditis,C,E,False,0.001391554847941734,True,E
0.008126681693413827,0.22229523657421982,222,0,back_2,2,42,0.8894,3643,Myocarditis,C,E,False,0.0007693595580349211,True,E
0.006793911123947639,0.21865113129440164,222,0,back_5,5,42,0.8894,3643,Myocarditis,C,E,False,0.0009109391030506231,True,E
0.010159213825578004,0.2160023437214217,222,0,back_10,10,42,0.8894,3643,Myocarditis,C,E,False,0.0011460121313575655,True,E
0.0037089616918300245,0.21620946297688143,222,0,back_20,20,42,0.8894,3643,Myocarditis,C,E,False,0.00297573150601238,True,E
0.015037449043510216,0.24104871459504856,201,0,local,0,42,0.8845,3623,Boerhaave,D,E,False,0.14741255599074066,True,E
0.007609902203382392,0.2321161845466122,201,0,back_2,2,42,0.8845,3623,Boerhaave,D,E,False,0.31885539274662733,True,E
0.006353965781662347,0.2341076210141182,201,0,back_5,5,42,0.8845,3623,Boerhaave,D,A,False,0.18350296095013618,True,A
0.00973017220219065,0.2334724732208997,201,0,back_10,10,42,0.8845,3623,Boerhaave,D,A,False,0.3355824649333954,True,A
0.0032758816217080622,0.22746422374621034,201,0,back_20,20,42,0.8845,3623,Boerhaave,D,E,False,0.19479139428585768,True,E
0.015019330886259143,0.25740210875769015,288,0,local,0,42,0.9058,3710,Anemia,C,C,True,0.014576509827747941,True,C
0.007548018152842165,0.2468705338874965,288,0,back_2,2,42,0.9058,3710,Anemia,C,C,True,0.046813226072117686,True,C
0.006420742900705331,0.24434590729651973,288,0,back_5,5,42,0.9058,3710,Anemia,C,C,True,0.12534344475716352,True,C
0.009765648923348635,0.2444473491881841,288,0,back_10,10,42,0.9058,3710,Anemia,C,C,True,0.04528132767882198,True,C
0.004729771622286145,0.23718293124277676,288,0,back_20,20,42,0.9058,3710,Anemia,C,E,False,0.05311370163690299,True,E
0.011192555755509861,0.2832914725378422,329,1,local,0,21,0.4885,2001,Stable angina,B,A,False,0.13884996343404055,True,A
0.006373594361191083,0.27016766618804205,329,1,back_2,2,21,0.4885,2001,Stable angina,B,A,False,0.05782613018527627,True,A
0.005195447696938312,0.27068072085135747,329,1,back_5,5,21,0.4885,2001,Stable angina,B,A,False,0.06879463186487556,True,A
0.00833804281319317,0.2635261418763548,329,1,back_10,10,21,0.4885,2001,Stable angina,B,A,False,0.10182862170040607,True,A
0.00647284188276639,0.262911594855333,329,1,back_20,20,21,0.4885,2001,Stable angina,B,A,False,0.0337842907756567,True,A
0.014809105736536108,0.2722363011312804,129,1,local,0,21,0.4392,1799,Allergic sinusitis,B,B,True,0.08958018131670542,True,B
0.007061102036719343,0.2467940757550033,129,1,back_2,2,21,0.4392,1799,Allergic sinusitis,B,B,True,0.16914968972560018,True,B
0.005953351343123359,0.2409299422953544,129,1,back_5,5,21,0.4392,1799,Allergic sinusitis,B,B,True,0.14595973142422736,True,B
0.007743678870610893,0.23635978419666312,129,1,back_10,10,21,0.4392,1799,Allergic sinusitis,B,B,True,0.1935047474107705,True,B
0.004930389562592349,0.24366856750566512,129,1,back_20,20,21,0.4392,1799,Allergic sinusitis,B,B,True,0.1943014421267435,True,B
0.03202460187354258,0.2386741268149178,313,1,local,0,21,0.4841,1983,SLE,C,A,False,1.02610844373703,True,A
0.020200261266186965,0.18939840905035712,313,1,back_2,2,21,0.4841,1983,SLE,C,A,False,0.512878043577075,True,A
0.01691359124067406,0.18820929301104375,313,1,back_5,5,21,0.4841,1983,SLE,C,E,False,0.4958130074082874,True,E
0.020717935359113784,0.18552291295158543,313,1,back_10,10,21,0.4841,1983,SLE,C,A,False,0.6115856878459454,True,A
0.014444738157700547,0.1869647990014138,313,1,back_20,20,21,0.4841,1983,SLE,C,E,False,0.4722536898916587,True,E
0.023544670140836388,0.2559169425595818,265,1,local,0,21,0.4739,1941,Panic attack,E,E,True,0.33384663925971836,True,E
0.011153990411133106,0.23787022930836038,265,1,back_2,2,21,0.4739,1941,Panic attack,E,E,True,0.06297822744818404,True,E
0.010167668791837059,0.2385543568192848,265,1,back_5,5,21,0.4739,1941,Panic attack,E,E,True,0.08954722064663656,True,E
0.011237521123673235,0.23397796278420305,265,1,back_10,10,21,0.4739,1941,Panic attack,E,E,True,0.030158540816046298,True,E
0.009861423372577909,0.23350771943972046,265,1,back_20,20,21,0.4739,1941,Panic attack,E,C,False,0.3477272449526936,True,C
0.01828456887908812,0.25807308909549775,541,1,local,0,21,0.5398,2211,Pneumonia,B,B,True,0.028491586446762085,True,B
0.010068864279933873,0.23903216153848916,541,1,back_2,2,21,0.5398,2211,Pneumonia,B,B,True,0.0567509779939428,True,B
0.011980374135808753,0.24523620296635532,541,1,back_5,5,21,0.5398,2211,Pneumonia,B,B,True,0.02522488817339763,True,B
0.013364675265620463,0.24327361547122045,541,1,back_10,10,21,0.5398,2211,Pneumonia,B,B,True,0.040486005367711186,True,B
0.00895215876516886,0.24357264848159893,541,1,back_20,20,21,0.5398,2211,Pneumonia,B,B,True,0.11505785037297755,True,B
0.013740612318672771,0.2532407156457858,208,1,local,0,21,0.4587,1879,URTI,A,A,True,0.29577405721215655,True,A
0.008760537819138594,0.23516870107102608,208,1,back_2,2,21,0.4587,1879,URTI,A,A,True,0.028493468625583773,True,A
0.00828048270860953,0.23471202794462442,208,1,back_5,5,21,0.4587,1879,URTI,A,A,True,0.012729521098663099,True,A
0.010890776799767212,0.2304100075603596,208,1,back_10,10,21,0.4587,1879,URTI,A,A,True,0.028200766669215227,True,A
0.006129314372628869,0.2303557015755879,208,1,back_20,20,21,0.4587,1879,URTI,A,A,True,0.028567409244715236,True,A
0.013500201657214867,0.2789646265196747,171,1,local,0,21,0.4514,1849,Acute laryngitis,C,A,False,0.049466566884916574,True,A
0.0071528869739267975,0.24602224019223026,171,1,back_2,2,21,0.4514,1849,Acute laryngitis,C,A,False,0.007073219399899244,True,A
0.006385908470422562,0.24202218352417862,171,1,back_5,5,21,0.4514,1849,Acute laryngitis,C,A,False,0.008810496423393488,True,A
0.010414690062004541,0.2394800678095115,171,1,back_10,10,21,0.4514,1849,Acute laryngitis,C,A,False,0.015814519487321377,True,A
0.005074730519156999,0.232095681829378,171,1,back_20,20,21,0.4514,1849,Acute laryngitis,C,A,False,0.029576482251286507,True,A
0.013032501654899014,0.27431716613604556,242,1,local,0,21,0.4668,1912,URTI,A,A,True,0.34568556770682335,True,A
0.006719953645577854,0.2521683286675917,242,1,back_2,2,21,0.4668,1912,URTI,A,A,True,0.09330356307327747,True,A
0.007633736099316073,0.25125456613022834,242,1,back_5,5,21,0.4668,1912,URTI,A,A,True,0.06462580990046263,True,A
0.009056525524751382,0.24872243036848626,242,1,back_10,10,21,0.4668,1912,URTI,A,A,True,0.09166530519723892,True,A
0.0056817586625714156,0.24370049555519863,242,1,back_20,20,21,0.4668,1912,URTI,A,A,True,0.046604230999946594,True,A
0.01836272915742094,0.24437642652940536,211,1,local,0,28,0.5781,2368,Guillain-Barré syndrome,C,C,True,0.0008441476502412115,True,C
0.008146974033609564,0.25992089972299126,211,1,back_2,2,28,0.5781,2368,Guillain-Barré syndrome,C,A,False,0.4173360764980316,True,A
0.007282059777935501,0.2599349201690139,211,1,back_5,5,28,0.5781,2368,Guillain-Barré syndrome,C,A,False,0.0425899438560009,True,A
0.008230197214288637,0.25798871213503716,211,1,back_10,10,28,0.5781,2368,Guillain-Barré syndrome,C,A,False,0.0823652558028698,True,A
0.0024216778287414593,0.25293258173457744,211,1,back_20,20,28,0.5781,2368,Guillain-Barré syndrome,C,A,False,0.20376652479171753,True,A
0.011318071088421025,0.26581105089280754,220,1,local,0,28,0.5793,2373,Viral pharyngitis,A,C,False,0.04881875705905259,True,C
0.005625240309330236,0.2417627503829343,220,1,back_2,2,28,0.5793,2373,Viral pharyngitis,A,C,False,0.3818456414155662,True,C
0.005691134264842341,0.2410813053970092,220,1,back_5,5,28,0.5793,2373,Viral pharyngitis,A,A,True,0.360080786049366,True,A
0.007443811607247751,0.24085221195127815,220,1,back_10,10,28,0.5793,2373,Viral pharyngitis,A,A,True,0.27352480590343475,True,A
0.003352062786559275,0.23772135012716586,220,1,back_20,20,28,0.5793,2373,Viral pharyngitis,A,A,True,0.20067951083183289,True,A
0.012302331052654023,0.2637143724631252,244,1,local,0,28,0.5842,2393,Atrial fibrillation,A,A,True,0.10748137027050168,True,A) Atrial fibrillation
