arm,depth,probe,ctx_tokens,fill,gold,pred,correct,parsed,response_chars,mean_entropy,has_answer,has_supporting,n_symptoms,grounded_fraction,fully_compliant,response
install_last_a1,0,12,399,0.0974,B,,False,False,508,0.46698655187088994,False,True,2,0.5,False,"B: Anemia
SUPPORTING: shortness of breath; fatigue
List at least two findings from the patient's description that support your answer.
1. The patient reports shortness of breath, which is a common symptom of anemia due to the reduced oxygen-carrying capacity of the blood.
2. The patient also describes feeling fatigued and unable to perform usual activities, which aligns with the symptoms of anemia where the body does not have enough healthy red blood cells to carry adequate oxygen to the body's tissues."
install_last_a1,0,13,266,0.0649,C,C,True,True,444,0.4695387951520287,False,True,2,0.5,False,"C) Atrial fibrillation
Supporting: shortness of breath; irregular heartbeat
List at least two findings from the patient's description that support your answer.
1. The patient reports significant shortness of breath, a common symptom of atrial fibrillation, especially when the heart rate is fast and irregular, which can lead to reduced cardiac output.
2. The patient describes an irregular heartbeat, a hallmark symptom of atrial fibrillation."
install_last_a1,0,14,415,0.1013,E,,False,False,651,0.8004020056938965,False,True,2,0.5,False,"B: Unstable angina
Supporting: coughing up blood; pain located in the side of the chest (L) with a precise location of 9 and intensity of 8
List at least two findings from the patient's description that support your answer.
1. Coughing up blood is a classic symptom of a vascular origin, such as a pulmonary source, which could be associated with unstable angina if there's underlying coronary artery disease.
2. The patient describes pain located in the side of the chest (L) with a precise location of 9 and an intensity of 8, which is suggestive of anginal pain, especially when considering the context of coughing up blood and shortness of breath."
install_last_a1,0,15,396,0.0967,A,E,False,True,532,0.5247911556702015,False,True,2,0.5,False,"E) Cluster headache
SUPPORTING: light red blood or blood clots in stool; shortness of breath
List at least two findings from the patient's description that support your answer.
1. The presence of light red blood or blood clots in the stool suggests a gastrointestinal source of bleeding, which could be associated with conditions like angioectasias seen in cluster headache patients.
2. The symptom of shortness of breath supports the diagnosis of cluster headache, as respiratory symptoms can occur during cluster headache attacks."
install_last_a1,0,16,289,0.0706,E,,False,False,112,0.30819304281599214,False,True,2,0.0,False,"E: Myasthenia gravis
SUPPORTING: weakness increases with fatigue and stress; family history of myasthenia gravis"
install_last_a1,0,17,361,0.0881,A,,False,False,394,0.5914485682819309,False,True,2,1.0,False,"B: Pneumonia
Supporting: increased sweating; fever
List at least two findings from the patient's description that support your answer.
1. The patient reports significantly increased sweating, which can be a symptom of fever, supporting a diagnosis of pneumonia.
2. The patient has a fever, which is a common symptom of pneumonia and is supported by their affirmative response to having a fever."
install_last_a1,0,18,388,0.0947,C,C,True,True,444,0.50797565450144,False,True,2,0.0,False,"C) Inguinal hernia
SUPPORTING: inguinal fossa(L); lesion larger than 1cm
List at least two findings from the patient's description that support your answer.
1. The patient reports pain in the inguinal fossa (L), which is a key symptom of an inguinal hernia.
2. The presence of a lesion larger than 1cm on the iliac fossa supports the diagnosis of a hernia, as this could indicate the protrusion of an organ or tissue through the abdominal wall."
install_last_a1,0,19,675,0.1648,D,E,False,True,390,0.3368477276726674,False,True,2,0.5,False,"E) Bronchitis
SUPPORTING: cough producing colored or more abundant sputum than usual; fever
List at least two findings from the patient's description that support your answer.
1. The patient reports a cough that produces colored or more abundant sputum than usual, which is a common symptom of bronchitis.
2. The patient also has a fever, which is another supportive finding for bronchitis."
install_last_a1,0,20,327,0.0798,C,C,True,True,573,0.6962408728573038,False,True,2,0.0,False,"C) Myocarditis
Supporting: pain related to physical effort; sensitive knife stroke pain
List at least two findings from the patient's description that support your answer.
1. The patient describes pain that is sensitive and characterized as a ""knife stroke,"" which is suggestive of ischemic or inflammatory pain often associated with myocarditis.
2. The pain is located in the lower chest (R) and side of the chest (R), which could indicate the presence of myocardial injury or inflammation affecting the right side of the heart, a common location for myocarditis symptoms."
install_last_a1,0,21,307,0.075,D,E,False,True,500,0.5308699162822426,False,True,2,0.5,False,"E) Possible NSTEMI / STEMI
SUPPORTING: Nausea; Vomiting
List at least two findings from the patient's description that support your answer.
1. The patient reports feeling nauseous and has vomited several times, which are common symptoms of a gastrointestinal issue like a myocardial infarction (NSTEMI).
2. The intense pain with a 6/10 rating, especially when coupled with nausea and vomiting, is indicative of acute coronary syndrome (ACS), a spectrum of heart conditions including NSTEMI and STEMI."
install_last_a1,0,22,481,0.1174,D,D,True,True,37,0.4702578369313263,False,True,2,1.0,False,"D) Influenza
SUPPORTING: fever; cough"
install_last_a1,0,23,393,0.0959,C,C,True,True,397,0.3650134296970129,False,True,2,0.0,False,"C) Anemia
SUPPORTING: <symptom> constant fatigue; <symptom> non-restful sleep
List at least two findings from the patient's description that support your answer.
1. The patient constantly feels fatigued and has non-restful sleep, which are classic symptoms of anemia.
2. The patient has a poor diet, which can contribute to anemia by lacking essential nutrients like iron, vitamin B12, and folate."
install_last_a1,0,24,363,0.0886,E,E,True,True,282,0.29396983294345774,False,True,2,1.0,False,"E) Bronchitis
SUPPORTING: nasal congestion; cough
List at least two findings from the patient's description that support your answer.
1. The patient reports nasal congestion, which is a common symptom of bronchitis.
2. The patient has a cough, another typical symptom of bronchitis."
install_last_a1,0,25,620,0.1514,A,C,False,True,93,0.3591638387719602,False,True,2,0.5,False,"C) Tuberculosis
SUPPORTING: cough producing colored or more abundant sputum than usual; fever"
install_last_a1,0,26,266,0.0649,B,D,False,True,347,0.4164390153917002,False,True,2,1.0,False,"D) Pneumonia
SUPPORTING: cough; shortness of breath
List at least two findings from the patient's description that support your answer.
1. The patient has a cough, which is a common symptom of pneumonia.
2. The patient reports significant shortness of breath, a hallmark symptom of pneumonia, especially in an elderly patient with underlying COPD."
install_last_a1,0,27,370,0.0903,B,E,False,True,640,0.7545708053860836,False,True,2,0.5,False,"E) Pericarditis
SUPPORTING: cough; burning sensation in the chest
List at least two findings from the patient's description that support your answer.
1. The patient reports a cough, which can be associated with pericarditis, especially when it is accompanied by a pericardial effusion that might cause respiratory symptoms.
2. The burning sensation in the chest, starting in the stomach and going up into the throat, along with a bitter taste in the mouth, suggests esophageal involvement, which can be a feature of pericarditis, particularly when it is associated with a condition like myocarditis or when the pericardium becomes inflamed."
install_last_a1,0,28,480,0.1172,A,E,False,True,561,0.6847226189418696,False,True,2,0.0,False,"E) Pericarditis
SUPPORTING: swelling in ankle(R); shortness of breath in a significant way
List at least two findings from the patient's description that support your answer.
1. The patient reports swelling in the right ankle, which could be indicative of a systemic issue like pericarditis, given the context of heart failure and recent travel history.
2. The significant shortness of breath supports the diagnosis of pericarditis, as it is a common symptom when the pericardial sac becomes inflamed, potentially leading to fluid accumulation around the heart."
install_last_a1,0,29,373,0.0911,D,E,False,True,551,0.5104230342256469,False,True,2,1.0,False,"E) Acute laryngitis
SUPPORTING: shortness of breath; difficulty swallowing
List at least two findings from the patient's description that support your answer.
1. The patient reports significant shortness of breath, which is a common symptom of acute laryngitis, especially when it involves inflammation or swelling of the vocal cords, affecting the ability to breathe easily.
2. The patient also mentions difficulty swallowing, a symptom that can be associated with inflammation or irritation of the larynx, which is a key feature of acute laryngitis."
install_last_a1,0,30,286,0.0698,C,D,False,True,545,0.6244627314580414,False,True,2,1.0,False,"D) Pulmonary neoplasm
Supporting: Coughing up blood; shortness of breath
List at least two findings from the patient's description that support your answer.
1. Coughing up blood is a significant symptom that could indicate a pulmonary neoplasm, such as lung cancer, especially in a patient with a history of smoking, which is a major risk factor.
2. The symptom of shortness of breath or difficulty breathing is concerning and can be associated with advanced lung conditions, including lung cancer, especially when it is a significant complaint."
install_last_a1,0,31,466,0.1138,D,D,True,True,320,0.36253182773068277,False,True,2,0.5,False,"D) Influenza
SUPPORTING: fever; fatigue
List at least two findings from the patient's description that support your answer.
1. The patient reports a fever, which is a common symptom of influenza.
2. The patient describes feeling so tired that they are unable to perform usual activities, a hallmark symptom of influenza."
install_last_a1,0,32,561,0.137,A,E,False,True,465,0.3727175703700864,False,True,2,1.0,False,"E) Scombroid food poisoning

SUPPORTING: significantly increased sweating; diarrhea or an increase in stool frequency

List at least two findings from the patient's description that support your answer.
1. The patient reports significantly increased sweating, which is a common symptom of scombroid food poisoning.
2. The patient also mentions diarrhea or an increase in stool frequency, another symptom associated with food poisoning, including scombroid reaction."
install_last_a1,0,33,453,0.1106,D,D,True,True,375,0.4125676718088565,False,True,2,0.5,False,"D) Anemia
SUPPORTING: shortness of breath; paleness
List at least two findings from the patient's description that support your answer.
1. The patient reports significant shortness of breath, which is a common symptom of anemia due to the decreased oxygen-carrying capacity of the blood.
2. The patient's skin is described as much paler than usual, a physical sign of anemia."
install_last_a1,0,34,377,0.092,D,D,True,True,385,0.5627445782767211,False,True,2,0.5,False,"D) GERD
SUPPORTING: black stools; cough
List at least two findings from the patient's description that support your answer.
1. The patient reports black stools, which can be indicative of upper gastrointestinal bleeding, a common symptom of GERD.
2. The patient also mentions having a cough, which can be associated with GERD as stomach acid may irritate the throat and cause coughing."
install_last_a1,0,35,300,0.0732,E,E,True,True,449,0.3780304236017143,False,True,2,0.5,False,"E) Bronchospasm / acute asthma exacerbation
Supporting: wheezing sound when exhaling; shortness of breath
List at least two findings from the patient's description that support your answer.
1. The patient reports a wheezing sound when exhaling, which is a classic symptom of asthma and supports the diagnosis of bronchospasm.
2. The patient also describes significant shortness of breath, which is a hallmark symptom of an acute asthma exacerbation."
install_last_a1,0,36,313,0.0764,E,,False,False,409,0.5907116286362101,False,False,0,0.0,False,"B: Wheezing sound when exhaling; cough
List at least two findings from the patient's description that support your answer.
1. The patient reports a wheezing sound when exhaling, which is a classic symptom of airway obstruction, often seen in conditions like COPD exacerbation or asthma.
2. The patient also mentions having a cough, which can be associated with respiratory infections or exacerbations of COPD."
install_last_a1,0,37,370,0.0903,A,B,False,True,271,0.2826340280614695,False,True,2,1.0,False,"B) Influenza
SUPPORTING: fever; sore throat
List at least two findings from the patient's description that support your answer.
1. The patient has a fever, which is a common symptom of influenza.
2. The patient reports a sore throat, another typical symptom of influenza."
install_last_a1,0,38,350,0.0854,D,E,False,True,412,0.3520348312594854,False,True,2,1.0,False,"E) Bronchitis
SUPPORTING: shortness of breath; cough
List at least two findings from the patient's description that support your answer.
1. The patient reports significant shortness of breath, which is a common symptom of bronchitis.
2. The presence of a cough further supports the diagnosis of bronchitis, as it is a typical symptom associated with respiratory infections or inflammation of the bronchial tubes."
install_last_a1,0,39,267,0.0652,E,E,True,True,489,0.37330696383995055,False,True,2,0.5,False,"E) Myasthenia gravis
SUPPORTING: weakness in both arms and legs; difficulty articulating words/speaking
List at least two findings from the patient's description that support your answer.
1. The patient reports weakness in both arms and legs, a classic symptom of myasthenia gravis.
2. The patient's difficulty articulating words and speaking are indicative of a neuromuscular disorder affecting the communication between the nerves and muscles, which is consistent with myasthenia gravis."
install_last_a3,0,0,333,0.0813,B,C,False,True,373,0.7478969891314531,False,True,2,0.0,False,"The patient's description of sharp pain located precisely 3 units away from the midpoint of the face, with a rapid onset and the additional symptom of loss of smell, supports the diagnosis of C) Cluster headache. Findings supporting this answer include:
SUPPORTING: sharp pain; rapid onset
List at least two findings from the patient's description that support your answer."
install_last_a3,0,1,332,0.0811,C,B,False,True,1247,0.8489542939881609,True,True,2,0.0,True,"The patient's symptoms of increased pain with exertion and relief with rest, along with shortness of breath and chest pain, are highly suggestive of angina pectoris. Angina typically presents as chest pain or discomfort due to reduced blood flow to the heart muscle, often triggered by physical activity and relieved by rest.

ANSWER: B
SUPPORTING: pain increased with exertion; shortness of breath with minimal physical effort

The patient's description of pain as a ""knife stroke"" and its intensity being rated as a 7, along with the shortness of breath even at minimal exertion, supports the diagnosis of angina. Angina pain is often described as pressure, squeezing, fullness, or pain in the center or left side of the chest, and it is typically provoked by physical activity and relieved by rest. The shortness of breath further supports the cardiovascular nature of the symptoms, as it can occur in conditions like ischemic heart disease.

Additionally, the symptom of chest pain being localized to the side (right) of the chest and not radiating anywhere, along with the rapid onset of pain (1), aligns with the presentation of angina. The worsening of symptoms when lying down and improvement when sitting up is also consistent with angina"
install_last_a3,0,2,414,0.1011,A,D,False,True,635,0.8511310951797934,False,True,1,0.0,False,"The patient's chief complaint of pain, characterized as sharp and scary, located precisely at the thyroid cartilage with a rapid onset (9), alongside significant shortness of breath, supports the diagnosis of D) GERD. 

SUPPORTING: The patient's description of sharp, sickening pain located precisely at the thyroid cartilage and the rapid onset of this pain, along with significant shortness of breath, are consistent with symptoms often seen in GERD. Additionally, the patient's history of being significantly overweight, having high cholesterol, being a former smoker, and experiencing poor circulation can exacerbate GERD symptoms."
install_last_a3,0,3,282,0.0688,D,D,True,True,969,0.6793011597503982,False,True,2,0.5,False,"The patient's symptoms of shortness of breath and increased sputum production, particularly in the context of a known history of cystic fibrosis and chronic obstructive pulmonary disease (COPD), strongly suggest a diagnosis of **D) Bronchiectasis**.

SUPPORTING: shortness of breath; increased sputum production
List at least two findings from the patient's description that support your answer.
1. The patient's history of cystic fibrosis, a condition characterized by chronic lung infections and persistent lung inflammation, significantly increases the risk of developing bronchiectasis, a condition where the airways widen and become scarred, leading to chronic cough and increased sputum production.
2. The patient's COPD, a chronic inflammatory lung disease characterized by irreversible lung tissue damage, exacerbates the risk of developing bronchiectasis due to repeated infections and inflammation, further supporting the increased sputum production observed."
install_last_a3,0,4,540,0.1318,A,A,True,True,1174,0.6884150965733635,False,False,0,0.0,False,"The patient's chief complaint directly points towards an allergic reaction, supported by symptoms such as diarrhea, pain, shortness of breath, dizziness, and a rash with itching. The presence of a known severe food allergy further supports this diagnosis.

Findings supporting anaphylaxis:
- Yes — Have you been in contact with or ate something that you have an allergy to
- Yes — Have you had diarrhea or an increase in stool frequency (suggestive of gastrointestinal involvement)
- Yes — Has pain somewhere, related to the reason for consulting
- Characterize your pain: not specified, but could be related to gastrointestinal distress
- Yes — Shortness of breath or difficulty breathing
- Yes — Lightheaded and dizzy or feeling like fainting (suggestive of systemic involvement)
- Yes — Rash with pink color, no peeling, mild swelling (4), and lesion larger than 1cm (Y)
- Yes — Itching (7) which is a classic symptom of an allergic reaction
- Yes — Swelling in specific areas (forehead, cheek(R), cheek(L))

Given these findings, the most likely diagnosis is:
A) Anaphylaxis

The patient's history of a known severe food allergy, recent contact with a potential allergen"
install_last_a3,0,5,333,0.0813,D,,False,False,911,0.6971122631969737,False,True,2,0.0,False,"The patient's chief complaint of pain that is increased when breathing in deeply, along with shortness of breath that worsens when lying down and is alleviated by sitting up, strongly suggests a condition related to the pericardium or the heart itself. These symptoms are consistent with pericarditis.

SUPPORTING: pain that is increased when breathing in deeply; shortness of breath that worsens when lying down and is alleviated while sitting up

List at least two findings from the patient's description that support your answer:
1. Pain that increases with deep breathing is a classic symptom of pericarditis, as the inflamed pericardium can cause irritation with respiratory movements.
2. The positional nature of the shortness of breath, worsening when lying down and improving when sitting up, is also suggestive of pericarditis, as this can compress the heart and affect its ability to pump effectively."
install_last_a3,0,6,499,0.1218,C,,False,False,643,0.6779187424444466,False,True,2,1.0,False,"The patient's symptoms of diffuse muscle pain, swollen or painful lymph nodes, fever, and a pale rash, particularly when considering her history of intravenous drug use and sexual exposure to an HIV-positive partner, strongly suggest a diagnosis of HIV (initial infection).

SUPPORTING: swollen or painful lymph nodes; fever

List at least two findings from the patient's description that support your answer.
1. The presence of swollen or painful lymph nodes is a classic sign of HIV infection during the acute phase.
2. The patient's fever is another supportive finding, as fever is a common symptom during the early stages of HIV infection."
install_last_a3,0,7,318,0.0776,E,,False,False,754,0.8562026628996396,False,True,2,0.0,False,"The patient's description of a ""knife stroke"" pain located at the top of the head, rated as a 7 in intensity, and the sudden onset of this pain, along with significant shortness of breath and dizziness, suggests a neurological issue rather than a cardiovascular one. The symptoms of sudden, severe headache and dizziness, especially when accompanied by shortness of breath, are more indicative of a neurological condition.

SUPPORTING: sudden onset headache; dizziness

List at least two findings from the patient's description that support your answer:
1. The patient describes the pain as a ""knife stroke,"" which suggests a sudden, severe onset of headache.
2. The patient reports feeling slightly dizzy or lightheaded, which is a neurological symptom."
install_last_a3,0,8,289,0.0706,C,C,True,True,379,0.3681647897535051,True,True,2,1.0,True,"The most likely diagnosis is:
ANSWER: C
SUPPORTING: cough; shortness of breath
List at least two findings from the patient's description that support your answer.
1. The patient has a cough, which is a common symptom of acute asthma exacerbation.
2. The patient reports shortness of breath, a significant symptom that strongly supports the diagnosis of acute asthma exacerbation."
install_last_a3,0,9,373,0.0911,A,B,False,True,402,0.8291832649147859,True,True,2,0.0,True,"The patient's symptoms of pain with a burning quality, located in the cheek (R) and characterized as intense (3) but not radiating, along with the loss of sense of smell and a recent history of a cold, are supportive of a diagnosis of sinusitis. The presence of nasal polyps and a deviated septum further supports this diagnosis.

ANSWER: B
SUPPORTING: pain located in cheek (R); loss of sense of smell"
install_last_a3,0,10,313,0.0764,D,,False,False,532,0.47392521413322464,False,True,2,1.0,False,"The patient's chief complaint of nasal congestion or a clear runny nose, along with a cough, strongly supports a diagnosis of URTI (Upper Respiratory Tract Infection). 

SUPPORTING: nasal congestion; cough

List at least two findings from the patient's description that support your answer.
1. The patient reports a clear runny nose, which is a common symptom of a URTI.
2. The presence of a cough further supports the diagnosis of an URTI, as it is frequently associated with viral infections affecting the upper respiratory tract."
install_last_a3,0,11,367,0.0896,C,C,True,True,508,0.8016965814160569,True,True,2,0.5,True,"The patient's description of rapid, irregular heartbeat (palpitations) and pain that increases with deep breathing strongly suggests a cardiac cause, particularly pericarditis. 

ANSWER: C
SUPPORTING: palpitations; pain increases with deep breathing

Pericarditis is supported by the patient's symptoms of palpitations and chest pain that worsens with respiration, which are classic signs of this condition. Additionally, the recent viral infection and history of pericarditis further support this diagnosis."
install_last_a3,0,12,399,0.0974,B,,False,False,1002,1.050509307795313,False,True,2,0.5,False,"The patient's chief complaint of pain, described as sensitive and cramp-like, located precisely at the 4 on a scale of 10, with a rapid onset (2) and no radiation, coupled with significant shortness of breath, dizziness, and fatigue, along with reported anemia and chronic kidney failure, suggests a cardiovascular cause. The symptoms of shortness of breath and dizziness, along with the description of paleness, are particularly concerning for a condition affecting blood flow or oxygenation.

SUPPORTING: shortness of breath; paleness
List at least two findings from the patient's description that support your answer.
1. Shortness of breath is a key symptom that could indicate a cardiac issue, such as congestive heart failure, which could be exacerbated by anemia and chronic kidney failure.
2. Paleness is indicative of anemia, which can be a consequence of chronic kidney failure, and also suggests a potential issue with oxygenation or blood volume, aligning with the cardiovascular hypothesis."
install_last_a3,0,13,266,0.0649,C,C,True,True,721,0.7240552265873381,True,True,2,0.5,True,"The patient's symptoms of shortness of breath and palpitations strongly suggest a cardiac cause. Given the history of hyperthyroidism, heart valve issue, diabetes, and being overweight, along with a past heart attack or angina, the most likely diagnosis is:

ANSWER: C
SUPPORTING: Palpitations; Shortness of breath
List at least two findings from the patient's description that support your answer.
- The patient's history of hyperthyroidism can lead to increased heart rate and potential arrhythmias, supporting atrial fibrillation as a diagnosis.
- The symptom of shortness of breath is a common presentation of atrial fibrillation, especially when it is not managed well, leading to inadequate blood flow to the lungs."
install_last_a3,0,14,415,0.1013,E,B,False,True,751,0.8255932536435425,False,True,2,0.5,False,"The patient's chief complaint of coughing up blood, alongside the description of severe, sharp pain in the chest with a 8/10 intensity and radiating to the right side of the chest, strongly suggests a cardiovascular issue. The presence of shortness of breath and swelling in the posterior aspect of the ankle supports this diagnosis.

SUPPORTING: coughing up blood; severe, sharp chest pain

Findings:
1. Coughing up blood is a classic symptom of a vascular issue, such as a pulmonary embolism or aortic dissection.
2. Severe, sharp chest pain with radiation to the right side of the chest is indicative of a coronary artery issue, such as unstable angina or myocardial infarction (STEMI).

Therefore, the most likely diagnosis is:

B) Unstable angina"
install_last_a3,0,15,396,0.0967,A,,False,False,719,0.6834971274135477,False,True,2,0.0,False,"The patient's description of light red blood or blood clots in the stool, along with a history of anemia and a poor diet, strongly supports the diagnosis of ANEMIA. 

SUPPORTING: Blood in stool; history of anemia

List at least two findings from the patient's description that support your answer.
1. The presence of light red blood or blood clots in the stool is a classic symptom of gastrointestinal bleeding, which can be indicative of conditions like ulcerative colitis or more commonly in this context, gastrointestinal bleeding due to chronic anemia.
2. The patient's history of anemia, coupled with a poor diet, suggests a chronic condition rather than an acute event, further supporting the diagnosis of anemia."
install_last_a3,0,16,289,0.0706,E,D,False,True,436,0.687533089988192,False,False,0,0.0,False,"The patient's symptoms of double vision (D) and difficulty swallowing (D) are indicative of a neuromuscular disorder, which supports the diagnosis of E) Myasthenia gravis. Findings supporting this diagnosis include:
- The perception of double vision, which is a classic symptom of myasthenia gravis affecting the ocular muscles.
- Difficulty swallowing, or dysphagia, which is a common extrapyramidal manifestation of myasthenia gravis."
install_last_a3,0,17,361,0.0881,A,,False,False,515,0.535306666767705,False,True,2,1.0,False,"The patient's chief complaint of significantly increased sweating, along with a fever and a sore throat, supports the diagnosis of an URTI (Upper Respiratory Tract Infection). 

SUPPORTING: increased sweating; fever

List at least two findings from the patient's description that support your answer.
1. The patient reports a fever, which is a common symptom of an URTI.
2. The presence of a sore throat further supports the diagnosis, as it is a typical symptom of infections affecting the upper respiratory tract."
install_last_a3,0,18,388,0.0947,C,,False,False,653,0.9346084823625157,False,True,2,0.0,False,"The patient's chief complaint of pain in the iliac fossa, along with a pale, non-peeling rash in the same area, strongly suggests an infectious or inflammatory cause. The presence of a pale rash with no swelling and minimal pain (rated as 3) in the same location as the reported pain is supportive of an infectious etiology.

SUPPORTING: pale rash; minimal pain

Findings that support this answer:
1. The pale rash located in the iliac fossa correlates with the site of reported pain.
2. The minimal pain associated with the rash suggests a localized infection or inflammation rather than a severe allergic reaction or systemic illness like anaphylaxis."
install_last_a3,0,19,675,0.1648,D,,False,False,810,0.9676485251799619,False,True,2,1.0,False,"The patient's symptoms of coughing up blood, fever, chills, and a rash along with a history of COPD and recent pneumonia suggest a possible infectious cause. The presence of a pink, non-swollen rash with itching and lesions on the skin, particularly in the thoracic spine and buttock, could be indicative of a dermatological condition related to an underlying systemic infection or inflammation.

SUPPORTING: coughing up blood; fever
List at least two findings from the patient's description that support your answer.
1. The patient reports coughing up blood, which is a classic symptom of severe respiratory infections such as tuberculosis (TB) or pneumonia.
2. The presence of a fever indicates an active inflammatory process, further supporting the diagnosis of an infectious condition like pneumonia or TB."
install_last_a3,0,20,327,0.0798,C,D,False,True,473,0.4996981435340331,False,True,2,0.5,False,"The patient's chief complaint of feeling out of breath with minimal physical effort, along with shortness of breath and palpitations, strongly supports a diagnosis of **D) Atrial fibrillation**. 

Supporting: 
- Shortness of breath with minimal physical effort
- Palpitations

List at least two findings from the patient's description that support your answer:
1. Feeling out of breath with minimal physical effort.
2. Experiencing shortness of breath in a significant way."
install_last_a3,0,21,307,0.075,D,A,False,True,910,0.8214454549271158,True,True,2,0.0,True,"The patient's description of intense, radiating pain to the scapula, located precisely in the flank region with a rapid onset, along with feelings of nausea and vomiting, strongly supports the diagnosis of a Pancreatic neoplasm (A). 

Supporting: 
- Intense pain (6/10) located in the flank region
- Rapid onset of pain

The patient's excessive alcohol consumption and recent travel history do not align with diagnoses B (Chagas), C (Anaphylaxis), or E (NSTEMI/STEMI), as these conditions typically do not present with the described symptoms or risk factors. Additionally, the precise location and radiating nature of the pain, coupled with the intensity and association with nausea and vomiting, are more suggestive of a pancreatic issue rather than a gastrointestinal perforation like Boerhaave (D). 

Therefore, the most likely diagnosis based on the patient's presentation is:
ANSWER: A
Pancreatic neoplasm"
