condition,signed_strength,steering_applied,steering_layer,set_type,dataset_index,benchmark_idx,level,days,org,dest,visiting_city_number,people_number,budget,parse_success,parse_method,parse_error,input_tokens,output_tokens,generation_seconds,prompt_path,response_path,plan_path
baseline,0.0,False,40,validation,10,11,easy,3,Minneapolis,Seattle,1,1,1800,False,,"ValueError: Parsed JSON is dict, expected a list.",4185,313,20.612653970718384,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0011.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/responses/response_0011.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/plans/plan_0011.json
baseline,0.0,False,40,validation,11,12,easy,3,St. Petersburg,Appleton,1,1,1200,True,json,,3919,374,24.192431449890137,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0012.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/responses/response_0012.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/plans/plan_0012.json
baseline,0.0,False,40,validation,12,13,easy,3,Pittsburgh,Baltimore,1,1,1200,False,,"ValueError: Parsed JSON is dict, expected a list.",3889,333,21.64454960823059,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0013.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/responses/response_0013.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/plans/plan_0013.json
baseline,0.0,False,40,validation,13,14,easy,3,Denver,Appleton,1,1,1800,True,json,,4032,353,22.86878204345703,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0014.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/responses/response_0014.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/plans/plan_0014.json
baseline,0.0,False,40,validation,14,15,easy,3,St. Louis,Las Vegas,1,1,1300,True,json,,4401,317,20.888526678085327,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0015.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/responses/response_0015.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/plans/plan_0015.json
baseline,0.0,False,40,validation,15,16,easy,3,Spokane,San Francisco,1,1,1200,True,json,,3486,322,20.808683395385742,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0016.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/responses/response_0016.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/plans/plan_0016.json
baseline,0.0,False,40,validation,16,17,easy,3,St. Louis,Washington,1,1,1500,True,json,,4302,329,21.556981325149536,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0017.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/responses/response_0017.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/plans/plan_0017.json
baseline,0.0,False,40,validation,17,18,easy,3,Denver,Palm Springs,1,1,2200,True,json,,4318,354,23.08965539932251,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0018.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/responses/response_0018.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/plans/plan_0018.json
baseline,0.0,False,40,validation,18,19,easy,3,Seattle,San Francisco,1,1,900,True,json,,5421,322,21.54280996322632,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0019.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/responses/response_0019.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/plans/plan_0019.json
baseline,0.0,False,40,validation,19,20,easy,3,Providence,Orlando,1,1,1800,True,json,,4119,305,20.077282905578613,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0020.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/responses/response_0020.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/plans/plan_0020.json
baseline,0.0,False,40,validation,20,21,easy,5,St. Louis,Florida,2,1,2900,True,json,,7407,565,37.20359396934509,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0021.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/responses/response_0021.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/plans/plan_0021.json
baseline,0.0,False,40,validation,21,22,easy,5,Colorado Springs,Illinois,2,1,1900,True,json,,6596,610,39.68291401863098,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0022.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/responses/response_0022.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/plans/plan_0022.json
baseline,0.0,False,40,validation,22,23,easy,5,Little Rock,Texas,2,1,3900,True,json,,9809,507,35.547980070114136,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0023.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/responses/response_0023.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/plans/plan_0023.json
baseline,0.0,False,40,validation,23,24,easy,5,Latrobe,South Carolina,2,1,4200,True,json,,6693,463,30.639246225357056,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0024.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/responses/response_0024.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/plans/plan_0024.json
baseline,0.0,False,40,validation,24,25,easy,5,Jacksonville,Michigan,2,1,4600,True,json,,6567,519,34.0473895072937,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0025.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/responses/response_0025.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/plans/plan_0025.json
baseline,0.0,False,40,validation,25,26,easy,5,Orlando,Illinois,2,1,2700,True,json,,7681,593,39.17662811279297,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0026.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/responses/response_0026.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/plans/plan_0026.json
baseline,0.0,False,40,validation,26,27,easy,5,Billings,Minnesota,2,1,4000,True,json,,6831,557,36.33291411399841,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0027.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/responses/response_0027.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/plans/plan_0027.json
baseline,0.0,False,40,validation,27,28,easy,5,Washington,Virginia,2,1,2200,True,json,,6689,483,31.77488923072815,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0028.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/responses/response_0028.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/plans/plan_0028.json
baseline,0.0,False,40,validation,28,29,easy,5,Richmond,Tennessee,2,1,2600,True,json,,6023,593,38.21233582496643,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0029.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/responses/response_0029.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/plans/plan_0029.json
baseline,0.0,False,40,validation,29,30,easy,5,Key West,Indiana,2,1,2000,True,json,,6363,588,38.10615015029907,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0030.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/responses/response_0030.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/plans/plan_0030.json
baseline,0.0,False,40,validation,30,31,easy,5,Cedar Rapids,Colorado,2,1,4300,True,json,,5909,532,34.500502824783325,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0031.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/responses/response_0031.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/plans/plan_0031.json
baseline,0.0,False,40,validation,31,32,easy,5,Omaha,Washington,2,1,5000,True,json,,7266,536,35.43147015571594,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0032.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/responses/response_0032.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/plans/plan_0032.json
baseline,0.0,False,40,validation,32,33,easy,5,Denver,Washington,2,1,4200,True,json,,7555,518,34.506261348724365,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0033.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/responses/response_0033.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/plans/plan_0033.json
baseline,0.0,False,40,validation,33,34,easy,5,Charlotte,New Jersey,2,1,4200,True,json,,7030,514,33.84558820724487,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0034.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/responses/response_0034.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/plans/plan_0034.json
baseline,0.0,False,40,validation,34,35,easy,5,Gainesville,North Carolina,2,1,2900,True,json,,6490,597,38.62165093421936,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0035.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/responses/response_0035.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/plans/plan_0035.json
baseline,0.0,False,40,validation,35,36,easy,5,Los Angeles,Colorado,2,1,4700,True,json,,6547,542,35.32580351829529,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0036.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/responses/response_0036.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/plans/plan_0036.json
baseline,0.0,False,40,validation,36,37,easy,5,Albuquerque,Texas,2,1,2100,True,json,,10557,889,60.268759965896606,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0037.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/responses/response_0037.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/plans/plan_0037.json
baseline,0.0,False,40,validation,37,38,easy,5,Birmingham,Florida,2,1,3500,True,json,,6951,501,33.08042073249817,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0038.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/responses/response_0038.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/plans/plan_0038.json
baseline,0.0,False,40,validation,38,39,easy,5,Killeen,Texas,2,1,3500,True,json,,8894,560,38.044455766677856,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0039.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/responses/response_0039.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/plans/plan_0039.json
baseline,0.0,False,40,validation,39,40,easy,5,Sun Valley,California,2,1,2600,True,json,,6520,596,38.69479751586914,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0040.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/responses/response_0040.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/plans/plan_0040.json
baseline,0.0,False,40,validation,40,41,easy,7,Philadelphia,Virginia,3,1,1800,True,json,,10168,741,50.49602818489075,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0041.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/responses/response_0041.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/plans/plan_0041.json
baseline,0.0,False,40,validation,41,42,easy,7,Bakersfield,Texas,3,1,6100,True,json,,11254,800,55.27794671058655,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0042.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/responses/response_0042.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/plans/plan_0042.json
baseline,0.0,False,40,validation,42,43,easy,7,Kona,California,3,1,5800,True,json,,9647,683,46.411863803863525,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0043.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/responses/response_0043.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/plans/plan_0043.json
baseline,0.0,False,40,validation,43,44,easy,7,Medford,Colorado,3,1,2400,True,json,,7956,782,50.974695682525635,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0044.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/responses/response_0044.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/plans/plan_0044.json
baseline,0.0,False,40,validation,44,45,easy,7,Devils Lake,Colorado,3,1,3500,True,json,,7704,884,57.06921339035034,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0045.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/responses/response_0045.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/plans/plan_0045.json
baseline,0.0,False,40,validation,45,46,easy,7,Charlotte,Pennsylvania,3,1,5100,True,json,,9471,736,49.555811405181885,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0046.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/responses/response_0046.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/plans/plan_0046.json
baseline,0.0,False,40,validation,46,47,easy,7,Palm Springs,Texas,3,1,8100,True,json,,12548,1036,71.92875266075134,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0047.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/responses/response_0047.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/plans/plan_0047.json
baseline,0.0,False,40,validation,47,48,easy,7,Philadelphia,Virginia,3,1,2900,True,json,,9962,697,47.52997970581055,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0048.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/responses/response_0048.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/plans/plan_0048.json
baseline,0.0,False,40,validation,48,49,easy,7,Dallas,Nebraska,3,1,5600,True,json,,9192,727,48.765450954437256,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0049.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/responses/response_0049.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/plans/plan_0049.json
baseline,0.0,False,40,validation,49,50,easy,7,Columbus,Texas,3,1,4200,True,json,,11496,786,54.611499547958374,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0050.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/responses/response_0050.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/plans/plan_0050.json
baseline,0.0,False,40,validation,50,51,easy,7,Indianapolis,North Carolina,3,1,6500,True,json,,9662,803,53.9648962020874,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0051.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/responses/response_0051.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/plans/plan_0051.json
baseline,0.0,False,40,validation,51,52,easy,7,Wichita,Colorado,3,1,5900,True,json,,8592,897,58.77242684364319,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0052.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/responses/response_0052.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/plans/plan_0052.json
baseline,0.0,False,40,validation,52,53,easy,7,Augusta,Texas,3,1,4100,True,json,,9255,806,53.79473924636841,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0053.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/responses/response_0053.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/plans/plan_0053.json
baseline,0.0,False,40,validation,53,54,easy,7,Savannah,Texas,3,1,3200,True,json,,10226,752,51.23751926422119,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0054.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/responses/response_0054.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/plans/plan_0054.json
baseline,0.0,False,40,validation,54,55,easy,7,Washington,Minnesota,3,1,7200,True,json,,10078,803,54.35150980949402,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0055.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/responses/response_0055.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/plans/plan_0055.json
baseline,0.0,False,40,validation,55,56,easy,7,Los Angeles,Florida,3,1,4700,True,json,,11319,719,50.21625518798828,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0056.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/responses/response_0056.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/plans/plan_0056.json
baseline,0.0,False,40,validation,56,57,easy,7,Kona,California,3,1,2500,True,json,,9438,785,52.6277015209198,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0057.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/responses/response_0057.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/plans/plan_0057.json
baseline,0.0,False,40,validation,57,58,easy,7,Louisville,Florida,3,1,7800,True,json,,9746,755,51.0797975063324,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0058.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/responses/response_0058.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/plans/plan_0058.json
baseline,0.0,False,40,validation,58,59,easy,7,Jacksonville,Massachusetts,3,1,6600,True,json,,10018,937,62.722198486328125,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0059.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/responses/response_0059.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/plans/plan_0059.json
baseline,0.0,False,40,validation,59,60,easy,7,Billings,Texas,3,1,8500,True,json,,9810,780,52.689443826675415,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0060.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/responses/response_0060.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/plans/plan_0060.json
baseline,0.0,False,40,validation,60,61,medium,3,New York,Reno,1,4,11300,True,json,,3375,342,21.9031503200531,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0061.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/responses/response_0061.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/plans/plan_0061.json
baseline,0.0,False,40,validation,61,62,medium,3,Milwaukee,New York,1,2,1900,True,json,,3426,337,21.684632778167725,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0062.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/responses/response_0062.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/plans/plan_0062.json
baseline,0.0,False,40,validation,62,63,medium,3,Salt Lake City,Twin Falls,1,2,1600,True,json,,3591,338,21.833070278167725,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0063.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/responses/response_0063.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/plans/plan_0063.json
baseline,0.0,False,40,validation,63,64,medium,3,Salt Lake City,Burbank,1,7,7600,True,json,,4051,341,22.220670223236084,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/prompts/query_0064.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/responses/response_0064.txt,/workspace/results/qwen3_32b/travelplanner_probe_steered/20260418-112424/conditions/baseline/plans/plan_0064.json
